Time (s),Engine RPM,Calculated Load %,MAF g/s,Throttle %,AFR,Commanded AFR,STFT %,LTFT %,Ignition Timing,Knock Count,Intake Air Temp C
3.1,5119.0,73.7,159.2,77.7,12.38,12.5,-1.5,4.0,19.8,0,37.2
3.2,4655.0,51.7,99.1,54.1,14.62,14.7,4.2,1.9,26.5,0,36.0
3.3,4721.0,58.8,114.7,53.3,14.69,14.7,2.0,-1.6,24.0,0,34.1
3.4,4830.0,54.3,110.7,55.0,14.9,14.7,1.6,-3.7,26.1,0,36.8
3.5,4639.0,52.8,101.0,49.2,14.97,14.7,1.2,2.1,24.7,0,34.5
3.6,4621.0,62.7,119.3,68.2,12.57,12.5,-2.0,0.9,24.7,0,36.5
3.7,4930.0,68.4,140.0,63.9,12.44,12.5,2.6,2.7,20.4,0,35.3
3.8,4758.0,66.7,132.7,68.4,12.87,12.5,-1.7,-0.3,20.6,0,35.1
3.9,5151.0,75.1,161.2,72.5,12.44,12.5,0.6,1.5,18.0,0,35.9
4.0,4990.0,69.9,144.7,71.9,12.41,12.5,-3.3,2.3,22.9,0,36.1
4.1,5351.0,77.2,171.4,75.8,12.23,12.5,-4.1,0.3,19.5,0,35.7
4.2,5272.0,60.2,131.4,63.3,12.71,12.5,0.6,0.4,22.6,0,37.0
4.3,4975.0,59.8,123.1,56.6,14.85,14.7,-1.6,1.0,24.3,0,36.0
4.4,5447.0,74.9,172.3,81.0,12.86,12.5,-4.0,1.8,20.0,0,37.4
4.5,5455.0,80.2,182.5,80.2,12.29,12.5,1.1,1.0,19.9,0,36.8
4.6,5125.0,57.3,123.3,60.2,14.92,14.7,4.2,2.5,22.1,0,35.8
4.7,5068.0,66.7,140.4,71.4,12.51,12.5,2.8,0.3,21.1,0,35.7
4.8,5441.0,76.0,172.1,83.6,12.62,12.5,-0.5,-1.0,18.5,0,34.9
4.9,4992.0,56.1,115.9,53.0,14.45,14.7,0.0,4.0,22.0,0,36.9
5.0,5072.0,64.5,133.7,61.8,12.72,12.5,1.8,0.1,22.9,0,36.3
5.1,4926.0,71.9,146.2,68.3,12.62,12.5,2.2,0.1,19.8,0,34.3
5.2,5652.0,79.3,185.0,75.5,12.49,12.5,-0.7,0.9,18.9,0,36.2
5.3,5571.0,68.3,156.4,69.5,12.6,12.5,0.1,1.1,23.3,0,35.9
5.4,5636.0,83.1,194.0,91.3,12.39,12.5,0.6,0.4,16.9,0,38.4
5.5,5734.0,73.2,176.2,80.4,12.41,12.5,1.1,1.0,19.3,0,35.1
5.6,5466.0,80.2,182.7,80.7,12.43,12.5,-0.3,0.9,18.1,0,35.4
5.7,5594.0,70.0,164.5,72.0,12.22,12.5,-0.2,1.3,21.5,0,38.0
5.8,5221.0,70.7,154.1,75.7,12.63,12.5,2.8,-2.5,19.8,0,38.3
5.9,5222.0,66.7,145.8,72.4,12.68,12.5,2.4,3.8,20.7,0,36.2
6.0,5767.0,72.0,172.0,67.7,12.39,12.5,1.0,0.8,21.1,0,36.4
6.1,5607.0,83.4,195.3,83.9,12.55,12.5,3.4,1.9,17.5,0,37.6
6.2,5721.0,69.3,166.0,73.9,12.46,12.5,-0.8,-1.1,18.6,0,34.7
6.3,5938.0,69.9,172.3,67.1,12.55,12.5,3.2,0.3,19.3,0,35.2
6.4,5838.0,74.6,181.9,73.7,12.41,12.5,1.1,-0.0,20.9,0,36.8
6.5,5785.0,82.5,199.4,90.5,12.37,12.5,6.5,3.2,17.8,0,38.7
6.6,5814.0,85.1,205.6,93.4,12.66,12.5,-2.4,0.1,16.0,0,36.7
6.7,5589.0,85.6,198.2,92.5,12.49,12.5,-1.4,2.1,16.4,0,37.3
6.8,5343.0,66.4,146.5,70.3,12.8,12.5,0.8,0.0,21.4,0,38.4
6.9,5764.0,75.0,180.2,71.5,12.51,12.5,0.8,0.3,20.0,0,39.4
7.0,5567.0,66.0,153.5,63.7,12.36,12.5,3.9,0.6,20.1,0,36.7
7.1,5780.0,79.1,189.8,79.9,12.68,12.5,-1.3,2.9,17.4,0,37.3
7.2,6246.0,97.2,250.0,98.4,12.59,12.5,1.8,-1.8,14.0,0,39.2
7.3,5648.0,79.9,188.6,80.0,12.61,12.5,2.3,-1.0,17.9,0,35.9
7.4,5491.0,75.0,172.3,77.1,12.68,12.5,1.4,-1.9,19.8,0,38.5
7.5,5736.0,74.2,179.0,72.9,12.4,12.5,-1.9,-0.6,18.2,0,36.5
7.6,5768.0,86.8,209.9,91.1,12.48,12.5,2.8,-0.2,16.7,0,37.6
7.7,6163.0,83.2,212.6,80.4,12.47,12.5,2.5,-1.4,18.3,0,37.3
7.8,6076.0,72.9,186.4,70.5,12.31,12.5,1.2,-0.1,20.2,0,36.6
7.9,6329.0,82.4,216.6,76.2,12.46,12.5,0.4,-2.0,17.5,0,36.6
8.0,6226.0,73.3,191.2,68.7,12.7,12.5,0.5,-0.5,19.6,0,37.9
8.1,5978.0,73.2,182.5,78.4,12.54,12.5,-0.2,2.8,18.9,0,38.7
8.2,6419.0,74.6,199.1,73.8,12.3,12.5,1.3,1.6,19.3,0,37.6
8.3,5764.0,76.1,180.9,71.9,12.27,12.5,0.1,1.3,20.2,0,37.8
8.4,5630.0,78.1,183.0,82.2,12.75,12.5,-1.7,-0.5,18.4,0,38.3
8.5,5716.0,72.8,171.8,73.6,12.49,12.5,-2.1,-1.3,18.9,0,36.8
8.6,6397.0,84.8,227.0,76.7,12.4,12.5,-1.5,-0.7,16.3,0,38.6
8.7,6139.0,94.3,242.8,90.9,12.46,12.5,0.4,0.9,14.6,0,38.7
8.8,5837.0,84.2,203.9,78.7,12.28,12.5,-0.1,2.3,16.6,0,40.5
8.9,6212.0,85.1,220.5,87.7,12.71,12.5,0.4,2.4,17.2,0,37.5
9.0,5856.0,73.5,178.6,70.2,12.44,12.5,1.0,1.9,20.2,0,37.5
9.1,6451.0,98.0,250.0,89.5,12.71,12.5,-1.3,-0.1,14.4,0,38.8
9.2,6198.0,77.2,200.0,70.3,12.51,12.5,2.9,1.0,20.1,0,38.8
9.3,6142.0,78.6,201.1,79.9,12.71,12.5,-0.5,0.5,19.3,0,37.5
9.4,6070.0,91.9,234.1,83.1,12.54,12.5,-0.9,0.7,14.1,0,37.7
9.5,6437.0,88.3,236.3,94.4,12.63,12.5,1.0,4.1,15.0,0,38.7
9.6,6160.0,89.3,230.2,83.1,12.61,12.5,-3.7,-1.6,15.6,0,37.3
9.7,5875.0,81.0,198.4,82.7,12.59,12.5,-1.6,0.6,17.3,0,37.8
9.8,5919.0,83.2,206.0,82.3,12.55,12.5,2.0,2.8,16.1,0,38.3
9.9,6849.0,88.2,250.0,87.2,12.47,12.5,-3.5,-1.2,15.5,0,39.2
10.0,6803.0,85.9,243.4,78.5,12.79,12.5,2.2,0.0,16.1,0,37.7
10.1,6586.0,85.0,233.2,90.2,12.36,12.5,3.0,0.2,16.1,0,36.5
10.2,6122.0,74.1,188.2,79.9,12.5,12.5,-0.7,0.7,19.2,0,36.4
10.3,6903.0,98.0,250.0,88.4,12.5,12.5,0.6,-1.4,14.7,0,37.1
10.4,6704.0,85.7,239.9,80.1,12.56,12.5,2.2,1.9,16.8,0,37.1
10.5,6646.0,92.4,250.0,99.8,12.44,12.5,-0.9,2.0,17.4,0,38.3
10.6,6360.0,93.9,250.0,94.8,12.55,12.5,1.7,1.8,14.7,0,37.3
10.7,6173.0,90.5,234.3,84.2,12.47,12.5,-1.3,-0.3,15.1,0,37.8
10.8,5985.0,79.1,196.8,74.4,12.26,12.5,-1.0,1.1,18.2,0,37.7
10.9,6886.0,93.7,250.0,96.7,12.5,12.5,-1.6,-0.3,14.8,0,38.1
11.0,6397.0,98.0,250.0,100.0,12.33,12.5,0.7,0.5,13.9,0,39.9
11.1,6123.0,87.0,221.9,88.7,12.24,12.5,2.3,4.2,18.3,0,39.3
11.2,6244.0,92.5,240.0,100.0,12.52,12.5,-0.4,1.1,14.0,0,38.7
11.3,6553.0,98.0,250.0,97.9,12.57,12.5,-2.5,-0.8,14.4,0,38.2
11.4,6110.0,89.6,228.4,86.0,12.58,12.5,-2.2,1.3,15.8,0,38.3
11.5,6873.0,85.3,244.1,84.9,12.59,12.5,0.8,-1.0,15.1,0,39.1
11.6,6768.0,94.3,250.0,91.7,12.21,12.5,3.7,-0.8,15.2,0,39.4
11.7,6729.0,81.0,224.9,76.5,12.3,12.5,0.8,-0.6,19.0,0,37.9
11.8,6411.0,91.1,241.3,82.8,12.8,12.5,-0.8,0.3,14.4,0,38.9
11.9,6633.0,98.0,250.0,95.1,12.34,12.5,1.5,2.4,13.5,0,36.8
12.0,6587.0,90.1,247.5,94.0,12.59,12.5,-0.5,1.9,13.7,0,39.1
12.1,6663.0,89.1,247.7,80.6,12.4,12.5,-0.8,1.8,14.5,0,39.7
12.2,6032.0,69.9,174.5,69.1,12.51,12.5,-1.9,-0.6,21.6,0,38.7
12.3,6404.0,98.0,250.0,100.0,12.41,12.5,2.8,0.2,13.0,0,40.8
12.4,5986.0,71.0,179.0,72.5,12.58,12.5,-5.1,1.4,19.2,0,38.1
12.5,6493.0,76.2,207.0,80.4,12.52,12.5,1.6,0.1,19.2,0,39.3
12.6,6309.0,79.0,207.9,83.9,12.43,12.5,-0.9,0.6,17.7,0,39.0
12.7,6102.0,71.6,181.6,74.6,12.34,12.5,-0.8,1.7,19.6,0,39.0
12.8,6055.0,80.5,202.7,74.1,12.54,12.5,3.4,0.5,18.6,0,39.0
12.9,6596.0,90.4,246.2,89.9,12.32,12.5,-1.4,1.3,14.2,0,39.3
13.0,6127.0,78.1,199.6,79.7,12.56,12.5,-1.4,3.4,17.6,0,40.0
13.1,6969.0,82.8,241.3,78.6,12.89,12.5,-0.3,0.7,17.5,0,40.6
13.2,6582.0,79.3,215.8,72.0,12.7,12.5,0.8,2.8,19.2,0,39.3
13.3,6317.0,82.7,217.0,78.1,12.61,12.5,-0.9,1.8,18.6,0,40.1
13.4,6586.0,78.0,212.8,77.2,12.49,12.5,-3.1,-1.2,17.8,0,38.6
13.5,5948.0,84.7,209.0,83.3,12.21,12.5,-1.7,-0.7,17.8,0,40.1
13.6,6988.0,87.5,250.0,81.9,12.3,12.5,2.6,-0.3,15.3,0,38.6
13.7,6452.0,82.5,219.8,87.9,12.69,12.5,0.1,-0.3,19.2,0,40.5
13.8,6782.0,89.8,250.0,97.5,12.38,12.5,0.9,0.9,14.4,0,41.7
13.9,5997.0,78.7,197.4,74.0,12.4,12.5,-0.5,1.9,19.7,0,39.3
14.0,6440.0,74.5,199.5,80.9,12.48,12.5,-1.3,2.9,18.7,0,37.3
14.1,6438.0,77.3,205.0,69.9,12.34,12.5,3.4,1.5,20.7,0,39.0
14.2,6927.0,98.0,250.0,100.0,12.32,12.5,-0.4,0.3,14.1,0,40.8
14.3,6514.0,75.4,205.9,82.2,12.49,12.5,-0.9,-2.1,18.1,0,40.1
14.4,6397.0,87.1,229.4,78.6,12.37,12.5,2.2,1.1,15.7,0,39.9
14.5,6161.0,83.0,212.7,87.4,12.39,12.5,-1.4,1.0,18.0,0,40.7
14.6,6224.0,80.0,206.3,87.5,12.38,12.5,-1.2,1.3,19.1,0,40.2
14.7,6424.0,85.5,229.6,92.4,12.58,12.5,0.0,4.2,16.6,0,40.9
14.8,6324.0,93.0,244.3,100.0,12.47,12.5,0.0,2.9,14.8,0,40.7
14.9,5857.0,86.6,211.8,87.5,12.47,12.5,0.5,2.2,17.1,0,41.3
15.0,6728.0,85.4,239.9,78.2,12.59,12.5,4.2,-0.4,16.8,0,40.2
15.1,6793.0,88.0,250.0,94.2,12.48,12.5,0.7,0.2,14.7,0,40.7
15.2,5958.0,73.9,183.3,75.6,12.46,12.5,-4.8,0.9,18.7,0,39.5
15.3,6397.0,86.4,230.5,88.3,12.57,12.5,0.7,-0.2,16.6,0,39.3
15.4,5901.0,83.6,204.1,82.2,12.6,12.5,0.1,1.8,18.3,0,41.6
15.5,6500.0,81.3,221.3,82.4,12.48,12.5,0.1,1.5,19.3,0,40.2
15.6,6065.0,77.6,195.4,72.2,12.51,12.5,0.5,-0.6,19.4,0,40.8
15.7,6460.0,98.0,250.0,100.0,12.38,12.5,-0.1,2.8,13.8,0,40.1
15.8,6518.0,76.7,208.4,70.2,12.37,12.5,-0.1,1.2,19.6,0,39.4
15.9,6548.0,88.2,239.0,92.2,12.62,12.5,1.2,-1.6,15.3,0,40.1
16.0,5827.0,83.1,201.9,88.9,12.57,12.5,-1.1,0.9,17.1,0,41.5
16.1,6675.0,81.6,227.9,81.1,12.57,12.5,-1.9,1.4,16.8,0,40.7
16.2,5929.0,68.9,170.4,69.0,12.54,12.5,6.0,2.5,19.5,0,38.4
16.3,5710.0,68.0,160.3,65.5,12.51,12.5,-1.4,0.5,21.3,0,40.0
16.4,6243.0,95.1,247.3,100.0,12.6,12.5,0.2,2.2,14.4,0,42.0
16.5,6032.0,69.3,174.9,72.5,12.64,12.5,-3.0,1.3,21.4,0,40.0
16.6,6498.0,80.2,215.2,78.1,12.64,12.5,0.2,-1.0,18.5,0,38.5
16.7,6457.0,75.5,201.9,70.5,12.48,12.5,-1.9,-1.1,19.4,0,42.2
16.8,5926.0,70.3,174.5,66.4,12.71,12.5,-0.9,2.7,21.0,0,41.0
16.9,6570.0,92.8,250.0,92.1,12.53,12.5,2.1,2.8,14.8,0,40.3
17.0,5864.0,72.6,177.8,79.0,12.59,12.5,0.9,1.5,20.3,0,40.0
17.1,6078.0,83.7,213.7,87.6,12.54,12.5,1.1,3.2,16.4,0,41.5
17.2,5792.0,79.7,192.8,75.1,12.54,12.5,-3.5,2.6,18.5,0,39.9
17.3,6471.0,97.2,250.0,100.0,12.39,12.5,3.7,2.0,14.4,0,41.6
17.4,5662.0,64.3,154.5,62.8,12.61,12.5,-2.4,-0.4,21.2,0,41.0
17.5,5521.0,81.2,186.6,86.9,12.93,12.5,3.1,3.6,17.8,0,40.8
17.6,5898.0,82.0,200.8,77.8,12.44,12.5,2.0,1.8,16.9,0,40.7
17.7,6440.0,78.7,211.5,80.5,12.51,12.5,1.2,0.4,17.8,0,40.4
17.8,6315.0,92.6,244.2,100.0,12.43,12.5,-1.7,-0.0,13.7,0,41.6
17.9,6149.0,91.9,235.0,87.5,12.43,12.5,0.3,1.4,16.3,0,39.8
18.0,6268.0,78.6,204.3,81.7,12.73,12.5,-0.9,-1.5,19.4,0,39.0
18.1,6246.0,95.2,250.0,100.0,12.4,12.5,0.1,2.0,14.7,0,41.3
18.2,5853.0,77.4,189.1,72.0,12.43,12.5,-0.5,-0.4,20.6,0,41.3
18.3,5630.0,77.4,180.9,71.0,12.26,12.5,-4.1,1.6,18.5,0,41.2
18.4,6054.0,93.5,236.7,96.7,12.39,12.5,2.2,0.2,17.7,0,41.2
18.5,5922.0,76.3,188.1,73.8,12.24,12.5,-0.2,0.6,18.7,0,40.5
18.6,5618.0,81.9,191.6,74.9,12.59,12.5,-1.0,-0.1,17.8,0,41.6
18.7,5326.0,66.6,148.3,66.2,12.92,12.5,-1.1,0.8,21.0,0,40.8
18.8,5929.0,86.8,213.2,91.2,12.44,12.5,0.7,3.8,16.7,0,40.4
18.9,5441.0,74.3,168.9,71.2,12.25,12.5,-1.8,3.1,20.2,0,40.6
19.0,6057.0,74.7,190.4,72.2,12.63,12.5,-4.5,1.5,19.2,0,42.9
19.1,5373.0,69.3,155.6,74.1,12.39,12.5,0.8,1.0,22.5,0,39.2
19.2,5237.0,65.3,142.0,65.5,12.69,12.5,1.0,2.3,21.9,0,41.5
19.3,5874.0,68.9,168.0,73.6,12.46,12.5,-0.4,2.7,21.1,0,39.3
19.4,5217.0,59.0,127.9,58.4,14.61,14.7,-2.3,-0.2,22.3,0,40.9
19.5,5217.0,65.6,142.2,71.5,12.47,12.5,0.2,0.9,22.0,0,40.6
19.6,5577.0,63.5,147.3,65.5,12.61,12.5,-2.9,-1.7,22.0,0,39.0
19.7,5800.0,69.9,169.8,64.5,12.47,12.5,-2.1,2.7,19.9,0,41.5
19.8,5156.0,72.4,153.7,77.9,12.43,12.5,-1.5,4.1,19.1,0,40.8
19.9,5233.0,73.3,160.6,73.1,12.47,12.5,1.7,1.1,22.4,0,39.1
20.0,5624.0,80.4,187.9,74.6,12.31,12.5,-0.7,-2.2,17.6,0,42.0
20.1,5767.0,73.0,175.7,67.9,12.56,12.5,-0.9,1.9,18.3,0,42.6
20.2,5320.0,78.5,172.9,81.5,12.23,12.5,3.9,-0.4,17.7,0,42.7
20.3,4978.0,66.9,140.0,60.8,12.43,12.5,0.7,0.0,21.2,0,41.6
20.4,4838.0,55.8,113.8,53.4,14.81,14.7,0.7,1.9,24.6,0,41.3
20.5,4998.0,58.4,122.5,54.2,14.75,14.7,-0.7,1.4,24.0,0,42.6
20.6,4886.0,67.3,135.5,66.5,12.59,12.5,-1.2,0.3,21.8,0,43.0
20.7,5325.0,63.5,141.7,62.4,12.49,12.5,-4.4,0.0,21.5,0,42.5
20.8,4822.0,62.8,126.6,63.1,12.68,12.5,1.9,1.2,22.6,0,40.4
20.9,5119.0,77.1,162.9,73.7,12.64,12.5,0.9,0.4,17.8,0,41.6
21.0,5245.0,58.9,128.6,53.4,14.77,14.7,-0.4,-0.7,22.7,0,41.9
21.1,5120.0,57.5,123.0,58.8,14.84,14.7,-0.3,0.5,22.7,0,39.7
21.2,4774.0,71.1,141.9,69.3,12.61,12.5,1.5,1.5,19.0,0,42.0
21.3,5240.0,70.8,154.8,73.0,12.43,12.5,-3.1,0.7,21.4,0,43.8
21.4,5134.0,59.9,128.4,55.2,14.5,14.7,-1.2,-1.1,23.7,0,42.2
21.5,5121.0,75.3,162.0,67.9,12.56,12.5,-2.3,2.5,20.2,0,43.0
21.6,4602.0,66.0,127.8,62.7,12.58,12.5,3.5,-3.1,21.5,0,41.8
21.7,4567.0,59.4,110.1,58.8,14.86,14.7,1.8,0.3,23.9,0,41.5
21.8,5169.0,70.5,151.5,69.0,12.36,12.5,-4.4,0.1,18.6,0,42.0
21.9,4721.0,56.9,111.8,60.5,14.56,14.7,-3.0,1.2,24.6,0,40.9
22.0,4615.0,51.4,97.2,50.2,14.77,14.7,-0.3,1.8,25.3,0,40.7
22.1,4727.0,62.9,124.0,63.3,12.49,12.5,-0.9,2.7,22.9,0,43.0
22.2,4828.0,58.9,119.7,60.0,14.42,14.7,-2.6,-0.1,23.7,0,43.1
22.3,5014.0,68.8,142.7,62.2,12.56,12.5,3.9,1.9,19.8,0,40.8
22.4,4478.0,63.1,118.2,63.3,12.22,12.5,0.6,1.3,20.7,0,42.8
22.5,4920.0,54.9,111.6,53.2,14.56,14.7,0.9,-1.6,23.6,0,41.7
22.6,4223.0,55.0,96.0,54.1,14.9,14.7,-1.4,3.9,24.8,0,42.2
22.7,4579.0,54.2,104.8,49.8,14.97,14.7,1.4,-1.2,25.2,0,42.3
22.8,4602.0,65.9,125.8,69.6,12.32,12.5,-0.8,1.6,20.2,0,42.9
22.9,4190.0,49.0,86.0,53.3,14.65,14.7,-0.6,1.6,24.8,0,42.0
23.0,4183.0,54.6,93.2,49.4,14.71,14.7,1.2,1.4,23.6,0,43.3
23.1,4347.0,56.2,103.7,57.4,14.97,14.7,-3.3,0.3,23.6,0,42.3
23.2,4693.0,58.8,115.6,61.9,14.63,14.7,3.2,2.2,21.9,0,42.6
23.3,4402.0,59.2,108.4,56.6,14.63,14.7,0.4,-1.3,21.8,0,41.2
23.4,4596.0,63.2,121.6,66.8,12.73,12.5,2.6,0.9,21.4,0,44.2
23.5,4472.0,58.4,107.5,60.0,14.64,14.7,-2.2,0.2,23.5,0,42.5
23.6,4211.0,57.4,101.9,62.3,14.81,14.7,-1.8,-0.0,22.5,0,42.8
23.7,4387.0,64.1,116.8,70.2,12.28,12.5,-2.3,1.6,21.9,0,40.5
23.8,3850.0,46.5,74.4,42.3,14.67,14.7,0.5,2.6,27.4,0,41.3
23.9,3877.0,48.3,77.6,47.8,14.45,14.7,0.1,0.5,24.6,0,43.4
24.0,4306.0,46.7,83.2,47.1,14.54,14.7,-0.9,2.2,26.1,0,42.5
24.1,4248.0,58.6,104.4,54.5,14.83,14.7,-2.0,1.1,24.4,0,40.3
24.2,3859.0,48.1,77.6,46.5,14.69,14.7,-2.5,-0.3,25.6,0,43.3
24.3,4010.0,48.8,82.1,53.5,14.65,14.7,-0.1,0.6,25.2,0,41.7
24.4,4021.0,44.2,74.0,39.9,14.59,14.7,-0.9,0.6,28.1,0,43.7
24.5,4143.0,58.3,101.2,57.8,14.67,14.7,-1.4,-0.0,23.1,0,42.2
24.6,3948.0,47.6,78.0,50.9,14.75,14.7,3.1,1.6,27.2,0,42.5
24.7,3800.0,49.5,80.6,47.7,14.85,14.7,-0.2,1.4,26.1,0,43.5
24.8,3743.0,41.2,62.7,41.0,14.31,14.7,2.5,-1.4,27.4,0,41.5
24.9,3739.0,52.3,82.8,57.4,14.58,14.7,-1.1,-1.5,25.4,0,41.4
25.0,3833.0,42.9,69.8,42.6,14.72,14.7,0.5,1.6,27.6,0,42.2
25.1,3918.0,44.3,71.5,41.1,14.69,14.7,-0.1,-0.2,27.9,0,43.3
25.2,3651.0,49.4,77.4,45.0,14.76,14.7,-3.4,1.5,25.1,0,41.1
25.3,3503.0,47.6,70.5,51.8,14.74,14.7,2.9,2.2,26.1,0,40.8
25.4,3464.0,38.1,56.0,36.4,14.65,14.7,-0.3,-0.9,28.4,0,43.3
25.5,3703.0,45.0,69.5,45.1,14.62,14.7,1.5,-1.1,27.4,0,41.9
25.6,3703.0,48.6,74.8,44.6,14.66,14.7,-1.5,3.5,24.8,0,42.1
25.7,3296.0,43.6,59.7,43.0,14.87,14.7,-0.3,1.5,28.1,0,40.7
25.8,3244.0,37.0,50.4,40.2,14.59,14.7,-1.7,0.4,29.2,0,41.9
25.9,3480.0,42.2,62.6,42.2,14.69,14.7,2.5,-0.4,26.1,0,42.6
26.0,3220.0,40.8,54.9,44.6,14.73,14.7,0.6,0.2,29.0,0,43.6
26.1,3522.0,45.6,66.0,43.4,14.93,14.7,0.7,-0.8,28.8,0,41.9
26.2,3235.0,41.5,56.7,41.5,14.65,14.7,2.7,2.3,28.6,0,44.3
26.3,3122.0,37.3,49.4,39.9,14.84,14.7,2.3,-0.2,30.1,0,42.0
26.4,3457.0,36.7,53.5,36.3,14.88,14.7,1.5,2.6,28.9,0,42.0
26.5,3068.0,40.0,51.9,38.2,14.69,14.7,-2.8,0.4,26.3,0,44.3
26.6,3091.0,40.0,51.2,42.8,14.67,14.7,-1.4,-0.6,26.2,0,43.0
26.7,2999.0,37.7,46.2,36.9,14.65,14.7,-2.0,0.4,28.8,0,42.2
26.8,2950.0,29.8,35.7,30.0,14.66,14.7,1.5,-2.9,30.0,0,42.6
26.9,2877.0,29.8,34.1,32.7,14.83,14.7,0.3,0.8,29.6,0,44.2
27.0,2861.0,34.9,41.8,32.7,14.73,14.7,-2.8,0.7,29.2,0,44.3
27.1,2881.0,28.1,33.6,27.0,14.74,14.7,-0.4,2.2,31.6,0,42.0
27.2,2798.0,36.0,41.6,32.7,14.53,14.7,-3.0,-1.8,27.5,0,42.8
27.3,2988.0,33.2,38.3,32.4,14.55,14.7,-0.1,2.7,29.3,0,43.0
27.4,2990.0,36.7,44.5,34.5,15.02,14.7,-3.3,2.2,30.3,0,41.9
27.5,2841.0,35.9,43.6,37.2,14.67,14.7,1.1,2.9,27.9,0,42.9
27.6,2779.0,30.2,34.3,28.3,14.58,14.7,0.8,0.9,31.3,0,43.0
27.7,2819.0,30.1,35.7,31.1,14.91,14.7,3.8,2.5,30.0,0,44.1
27.8,2925.0,34.6,40.7,32.9,14.74,14.7,1.7,-1.2,29.9,0,44.2
27.9,2881.0,33.6,41.7,32.6,14.79,14.7,-0.8,2.1,30.7,0,42.7
28.0,2552.0,27.0,28.5,26.1,14.68,14.7,1.6,-0.2,32.0,0,42.8
28.1,2571.0,28.9,31.2,30.1,14.65,14.7,-2.8,-1.5,31.7,0,43.7
28.2,2560.0,31.5,35.9,31.3,14.67,14.7,-1.9,-0.7,29.0,0,42.5
28.3,2534.0,27.2,30.2,26.4,14.49,14.7,0.7,1.0,32.3,0,43.7
28.4,2612.0,26.0,28.0,27.9,14.69,14.7,-4.3,-0.2,30.6,0,43.0
28.5,2528.0,26.3,27.2,26.7,14.74,14.7,-0.1,1.6,31.7,0,42.2
28.6,2378.0,24.2,23.7,22.9,14.98,14.7,-2.0,-1.7,32.2,0,42.2
28.7,2452.0,23.3,24.3,25.2,14.71,14.7,0.2,-2.2,32.7,0,44.6
28.8,2468.0,23.8,24.3,23.0,14.35,14.7,-2.2,3.1,32.4,0,43.0
