Time (s),Engine RPM,Calculated Load %,MAF g/s,Throttle %,AFR,Commanded AFR,STFT %,LTFT %,Ignition Timing,Knock Count,Intake Air Temp C
10.1,4456.0,59.4,95.1,57.6,9.77,11.8,-4.4,-13.9,20.3,0,33.3
10.2,4437.0,46.9,95.7,45.2,10.1,11.8,-7.1,-14.0,21.4,0,36.7
10.3,4675.0,61.5,94.2,61.1,10.16,11.8,-6.9,-13.8,18.3,0,37.8
10.4,4465.0,48.5,89.0,48.3,9.88,11.8,-6.0,-11.5,20.8,0,40.2
10.5,4410.0,51.9,93.8,50.6,9.91,11.8,-6.0,-12.5,21.4,0,37.2
10.6,4318.0,48.8,91.2,49.8,10.09,11.8,-5.6,-13.1,21.6,0,38.5
10.7,4603.0,52.8,89.1,47.3,9.93,11.8,-2.9,-15.2,19.7,0,36.3
10.8,4426.0,55.3,86.6,53.1,9.58,11.8,-5.5,-14.6,20.8,0,40.5
10.9,4142.0,54.7,75.1,53.9,9.7,11.8,-9.6,-14.1,20.6,0,41.3
11.0,4154.0,53.6,87.9,51.1,9.96,11.8,-5.5,-14.9,19.9,0,41.2
11.1,4119.0,46.8,83.8,51.7,10.2,11.8,-5.9,-13.4,21.8,0,40.0
11.2,4120.0,49.2,84.2,49.3,10.3,11.8,-5.9,-13.6,21.5,0,35.4
11.3,3976.0,43.7,75.1,44.2,13.02,14.7,-5.6,-15.3,22.1,0,38.1
11.4,4070.0,43.9,79.4,42.5,9.97,11.8,-6.0,-12.6,23.6,0,38.8
11.5,4148.0,44.2,83.5,44.2,12.74,14.7,-6.1,-13.9,20.7,0,38.8
11.6,3773.0,42.6,75.0,39.0,13.23,14.7,-5.1,-16.1,20.9,0,40.2
11.7,3751.0,45.1,77.7,44.6,13.13,14.7,-6.8,-14.1,22.5,0,44.3
11.8,3785.0,36.9,80.3,34.1,9.69,11.8,-7.4,-13.7,23.9,0,42.4
11.9,3746.0,43.9,86.2,43.1,13.08,14.7,-1.5,-12.8,23.1,0,37.0
12.0,3994.0,53.1,82.1,45.4,13.01,14.7,-7.1,-14.4,20.6,0,42.0
12.1,3830.0,49.5,83.3,46.2,13.21,14.7,-5.8,-13.0,20.8,0,41.9
12.2,3778.0,42.1,74.5,46.5,13.28,14.7,-8.2,-13.8,23.0,0,37.6
12.3,3588.0,36.6,67.2,39.1,13.27,14.7,-5.8,-15.6,23.5,0,42.5
12.4,3540.0,43.5,71.5,47.4,12.97,14.7,-7.4,-15.7,24.3,0,39.5
12.5,3356.0,30.2,62.7,34.4,13.42,14.7,-6.7,-12.7,24.6,0,35.8
12.6,3579.0,46.5,73.7,48.6,13.07,14.7,-4.4,-12.6,22.2,0,41.4
12.7,3499.0,40.3,68.9,38.9,13.19,14.7,-5.3,-13.6,25.8,0,40.7
12.8,3549.0,49.1,65.3,46.0,13.08,14.7,-5.1,-12.2,21.6,0,39.3
12.9,3325.0,32.2,75.4,35.6,13.07,14.7,-8.7,-12.7,25.2,0,39.9
13.0,3288.0,42.4,65.5,42.6,12.78,14.7,-3.2,-13.2,23.6,0,37.8
13.1,3281.0,38.2,61.0,45.7,13.21,14.7,-7.8,-15.1,24.4,0,41.8
13.2,3323.0,37.8,72.0,36.7,13.85,14.7,-3.7,-11.9,24.0,0,39.9
13.3,2995.0,29.8,58.8,35.7,12.89,14.7,-4.5,-13.4,25.2,0,40.5
13.4,3216.0,40.2,70.6,39.7,13.02,14.7,-5.1,-14.5,23.4,0,41.1
13.5,3081.0,39.0,60.5,43.0,12.87,14.7,-7.3,-14.8,22.9,0,36.5
13.6,2913.0,41.4,57.8,46.5,12.85,14.7,-5.8,-13.7,23.4,0,37.3
13.7,2747.0,36.3,57.9,33.3,13.46,14.7,-6.7,-16.0,26.0,0,33.4
13.8,2937.0,32.2,62.8,30.7,12.8,14.7,-6.0,-13.2,25.8,0,41.7
13.9,3085.0,32.3,66.6,29.2,12.86,14.7,-6.4,-15.1,24.9,0,36.4
14.0,3070.0,30.6,62.8,26.9,12.52,14.7,-9.1,-13.6,25.7,0,40.4
14.1,2869.0,39.6,61.2,41.7,12.77,14.7,-4.3,-14.6,22.5,0,41.1
14.2,3021.0,32.4,65.2,31.8,12.49,14.7,-6.1,-14.3,24.3,0,41.8
14.3,2739.0,38.1,57.2,38.3,13.19,14.7,-6.7,-14.9,24.6,0,36.4
14.4,2818.0,35.3,57.4,36.9,13.84,14.7,-6.8,-14.2,25.6,0,39.8
14.5,2609.0,32.0,47.9,26.4,12.89,14.7,-5.5,-11.7,23.9,0,45.0
14.6,2562.0,28.9,55.1,32.8,12.5,14.7,-7.3,-12.3,24.7,0,45.1
14.7,2503.0,32.1,51.7,31.0,13.27,14.7,-9.4,-13.6,26.8,0,43.0
14.8,2299.0,27.0,45.7,28.6,12.78,14.7,-5.4,-14.0,25.6,0,41.0
14.9,2663.0,29.9,59.9,31.7,13.39,14.7,-5.2,-13.0,26.8,0,37.0
15.0,2394.0,31.0,43.6,35.1,12.92,14.7,-6.3,-12.6,25.0,0,42.2
15.1,2338.0,26.9,54.7,26.6,12.81,14.7,-7.7,-15.0,25.8,0,39.5
15.2,2257.0,23.4,46.4,17.0,12.95,14.7,-5.9,-14.1,25.8,0,41.7
15.3,2339.0,29.9,49.4,30.1,13.23,14.7,-8.2,-16.2,26.0,0,38.1
15.4,2540.0,29.6,50.7,30.2,12.93,14.7,-7.5,-12.7,26.4,0,39.5
15.5,2546.0,31.9,45.8,28.8,12.85,14.7,-7.1,-11.5,23.6,0,40.5
15.6,2063.0,22.5,41.9,22.9,12.94,14.7,-4.7,-13.9,25.9,0,40.7
15.7,2187.0,20.9,46.4,19.8,12.62,14.7,-6.5,-16.6,27.4,0,41.5
15.8,2074.0,31.3,45.4,27.3,13.12,14.7,-6.7,-13.3,24.6,0,38.3
15.9,2286.0,33.1,46.3,35.1,12.46,14.7,-3.1,-15.1,24.0,0,36.0
16.0,2172.0,29.1,36.0,27.4,12.87,14.7,-5.5,-14.8,26.2,0,44.9
16.1,2032.0,22.4,35.7,21.1,13.23,14.7,-5.5,-13.2,27.4,0,47.5
16.2,2089.0,23.4,51.2,22.0,13.09,14.7,-6.6,-13.7,25.7,0,41.3
16.3,1996.0,29.0,36.7,32.7,13.18,14.7,-6.9,-14.6,25.4,0,36.0
16.4,2221.0,24.7,51.4,24.6,12.98,14.7,-9.3,-14.8,24.7,0,37.7
16.5,2067.0,21.8,38.8,22.0,13.35,14.7,-4.5,-13.8,25.5,0,41.5
16.6,2058.0,31.7,41.6,30.4,13.28,14.7,-5.3,-14.5,24.8,0,44.0
16.7,1634.0,19.0,36.1,20.4,13.13,14.7,-6.3,-15.3,26.9,0,36.4
16.8,1923.0,29.7,36.3,33.7,13.28,14.7,-6.2,-14.4,24.1,0,39.6
16.9,2160.0,19.8,50.8,21.8,13.23,14.7,-4.9,-13.6,26.0,0,40.6
17.0,2048.0,26.2,42.5,28.2,12.87,14.7,-8.3,-14.2,24.6,0,42.6
17.1,1648.0,27.7,35.8,29.5,12.6,14.7,-6.9,-15.7,25.8,0,39.0
17.2,1813.0,21.5,36.3,17.3,13.13,14.7,-7.7,-12.8,24.5,0,35.3
17.3,1689.0,18.8,37.4,16.2,13.16,14.7,-3.3,-17.3,25.9,0,41.9
17.4,2022.0,19.1,47.9,18.5,13.33,14.7,-4.7,-14.5,25.0,0,43.4
17.5,1831.0,25.9,37.2,23.7,12.72,14.7,-9.3,-14.7,26.1,0,39.8
17.6,1695.0,16.9,41.8,13.7,12.73,14.7,-8.3,-13.8,25.4,0,41.2
17.7,1778.0,20.5,34.2,14.9,13.14,14.7,-6.2,-13.3,26.6,0,38.6
17.8,1449.0,12.1,32.9,8.1,12.98,14.7,-6.7,-12.6,29.6,0,37.5
17.9,1620.0,25.3,35.3,24.5,12.43,14.7,-8.0,-14.9,27.5,0,43.1
18.0,1745.0,25.1,31.6,24.9,13.11,14.7,-3.1,-13.3,24.0,0,41.2
18.1,1833.0,21.4,38.6,19.1,12.44,14.7,-5.5,-13.8,26.7,0,41.5
18.2,1491.0,12.9,30.7,13.2,12.72,14.7,-5.3,-16.1,26.9,0,44.5
18.3,1671.0,25.8,31.0,24.5,13.41,14.7,-7.0,-11.7,24.5,0,36.8
18.4,1833.0,20.1,39.2,23.4,13.55,14.7,-4.9,-15.7,26.5,0,38.3
18.5,1533.0,13.6,32.1,13.1,12.64,14.7,-6.6,-13.5,29.0,0,40.5
18.6,1731.0,13.3,35.3,15.4,12.9,14.7,-6.4,-13.5,28.4,0,38.3
18.7,1709.0,17.5,34.9,18.1,13.01,14.7,-5.1,-13.7,26.4,0,42.3
18.8,1906.0,16.6,38.9,12.4,13.53,14.7,-8.4,-14.6,27.9,0,39.4
18.9,1673.0,17.2,33.0,16.9,12.85,14.7,-3.6,-13.0,24.9,0,37.0
19.0,1681.0,22.8,35.2,19.0,12.86,14.7,-5.7,-15.9,25.5,0,40.2
19.1,1806.0,19.7,34.6,19.4,13.46,14.7,-4.1,-14.1,25.9,0,40.5
19.2,1548.0,19.6,42.5,17.4,12.89,14.7,-7.6,-14.7,26.8,0,42.8
19.3,1685.0,16.9,29.1,18.1,13.22,14.7,-7.4,-14.8,27.0,0,41.2
19.4,1662.0,19.8,31.9,15.8,12.56,14.7,-7.7,-13.5,26.6,0,41.4
19.5,1707.0,27.8,33.1,27.8,12.95,14.7,-5.6,-12.7,25.2,0,41.0
19.6,1833.0,20.2,45.9,21.9,12.5,14.7,-5.9,-14.4,26.7,0,39.4
19.7,1807.0,22.8,31.9,25.5,12.68,14.7,-6.7,-13.1,26.7,0,37.9
19.8,1661.0,13.3,35.9,11.0,13.25,14.7,-7.5,-13.9,27.9,0,40.9
19.9,1778.0,27.0,37.6,27.1,12.99,14.7,-7.9,-15.1,25.2,0,39.0
20.0,1953.0,21.1,41.5,21.6,12.9,14.7,-6.1,-14.3,26.9,0,45.1
20.1,1687.0,24.1,39.7,28.7,12.78,14.7,-6.7,-14.4,26.8,0,44.0
20.2,1819.0,20.9,42.3,16.5,12.93,14.7,-7.0,-14.8,26.0,0,41.9
20.3,1794.0,23.6,35.1,20.8,13.09,14.7,-3.7,-13.5,26.0,0,41.1
20.4,1826.0,24.2,38.4,32.6,13.29,14.7,-6.1,-13.7,27.1,0,39.7
20.5,1655.0,17.7,26.6,16.8,12.21,14.7,-4.1,-15.9,26.0,0,36.2
20.6,2039.0,28.4,42.4,22.7,12.75,14.7,-6.8,-16.0,27.1,0,39.4
20.7,1796.0,18.1,33.8,16.3,13.05,14.7,-5.6,-13.5,25.6,0,40.3
20.8,2033.0,27.0,41.1,18.7,12.97,14.7,-6.1,-15.0,25.1,0,40.7
20.9,1857.0,20.3,31.5,21.0,13.12,14.7,-8.5,-13.6,25.7,0,41.4
21.0,1879.0,23.5,40.3,25.9,13.08,14.7,-3.9,-13.1,28.3,0,42.8
21.1,2123.0,23.1,36.9,20.4,12.91,14.7,-6.2,-15.5,25.6,0,37.9
21.2,2121.0,25.2,44.3,23.7,12.84,14.7,-4.9,-15.7,25.3,0,38.0
21.3,2052.0,19.8,37.3,22.6,12.93,14.7,-7.1,-12.0,26.3,0,44.4
21.4,2145.0,26.2,40.8,21.0,13.34,14.7,-6.2,-13.6,25.7,0,42.3
21.5,2046.0,24.3,46.7,20.3,12.78,14.7,-7.3,-14.5,25.6,0,38.8
21.6,2108.0,22.6,45.8,22.0,12.98,14.7,-4.1,-15.1,26.1,0,39.7
21.7,2059.0,24.0,47.0,21.7,13.06,14.7,-5.5,-14.6,22.5,0,39.7
21.8,2276.0,27.3,53.1,26.4,13.47,14.7,-5.4,-15.4,25.5,0,40.1
21.9,2115.0,22.4,40.5,18.6,12.91,14.7,-4.0,-12.9,26.3,0,41.4
22.0,2408.0,27.8,55.6,28.5,13.29,14.7,-4.3,-14.9,26.4,0,47.6
22.1,2224.0,22.1,39.9,21.7,13.37,14.7,-4.9,-12.7,27.6,0,40.6
22.2,2298.0,36.4,50.3,38.1,12.98,14.7,-8.1,-14.5,23.7,0,42.0
22.3,2420.0,32.7,47.9,33.3,12.94,14.7,-7.0,-15.3,25.4,0,34.9
22.4,2367.0,28.9,45.0,29.6,12.9,14.7,-7.5,-14.5,24.1,0,38.5
22.5,2363.0,32.5,51.1,28.2,12.92,14.7,-4.9,-17.1,25.4,0,43.7
22.6,2431.0,20.7,53.8,22.2,13.26,14.7,-5.7,-14.1,26.0,0,41.2
22.7,2579.0,20.1,56.8,19.1,13.07,14.7,-8.1,-14.2,25.5,0,26.8
22.8,2429.0,27.0,50.9,26.5,13.07,14.7,-6.3,-13.0,25.3,0,42.0
22.9,2531.0,24.3,52.6,27.4,12.66,14.7,-8.2,-16.3,27.4,0,45.8
23.0,2586.0,29.5,55.4,27.3,12.71,14.7,-6.1,-12.6,25.3,0,34.0
23.1,2728.0,32.9,57.4,37.0,13.64,14.7,-8.5,-13.0,26.0,0,44.6
23.2,2652.0,34.9,56.8,39.2,12.95,14.7,-5.2,-12.5,23.4,0,31.7
23.3,2921.0,29.8,61.0,32.1,12.77,14.7,-5.4,-14.1,26.1,0,42.8
23.4,2726.0,33.7,59.5,30.7,13.43,14.7,-3.1,-12.8,23.7,0,40.0
23.5,2757.0,32.5,50.3,25.9,13.08,14.7,-4.7,-15.8,24.8,0,33.0
23.6,2806.0,34.4,57.3,37.6,13.17,14.7,-6.6,-13.1,24.5,0,41.3
23.7,2711.0,29.8,50.3,30.1,12.96,14.7,-4.8,-14.9,25.7,0,43.5
23.8,2787.0,38.3,58.5,36.1,12.9,14.7,-8.1,-16.0,23.9,0,41.1
23.9,2890.0,33.6,66.1,37.1,12.95,14.7,-7.4,-15.3,23.7,0,41.8
24.0,3133.0,44.0,62.6,41.4,12.59,14.7,-5.5,-14.0,23.6,0,38.8
24.1,3036.0,32.6,63.0,31.3,12.97,14.7,-9.2,-15.0,26.3,0,34.4
24.2,3026.0,38.6,65.3,40.1,13.09,14.7,-6.1,-13.5,23.0,0,42.1
24.3,3275.0,38.3,59.2,35.0,13.56,14.7,-7.5,-16.2,21.8,0,45.2
24.4,3358.0,38.2,67.1,37.9,13.03,14.7,-5.8,-16.6,24.1,0,43.4
24.5,3367.0,42.1,70.8,45.4,12.3,14.7,-7.6,-12.4,22.6,0,34.0
24.6,3159.0,36.0,53.4,36.6,12.97,14.7,-5.4,-12.9,23.9,0,35.5
24.7,3246.0,27.5,62.9,31.3,13.82,14.7,-6.0,-15.3,26.0,0,37.5
24.8,3568.0,29.7,77.9,33.1,13.26,14.7,-3.9,-14.0,24.6,0,35.2
24.9,3424.0,45.4,74.5,45.4,12.76,14.7,-6.0,-12.8,22.2,0,40.1
25.0,3408.0,45.0,71.7,38.0,13.18,14.7,-7.2,-13.5,22.4,0,41.2
25.1,3571.0,49.6,77.1,46.2,12.78,14.7,-6.4,-13.8,23.2,0,35.7
25.2,3651.0,42.9,76.0,45.2,12.59,14.7,-8.0,-12.7,22.9,0,42.3
25.3,3507.0,36.1,74.4,31.4,12.9,14.7,-5.4,-14.9,22.8,0,41.8
25.4,3647.0,41.2,73.8,40.2,13.03,14.7,-5.1,-14.0,21.9,0,38.4
25.5,3776.0,44.5,78.2,45.5,12.44,14.7,-2.3,-14.0,22.7,0,39.5
25.6,3571.0,38.0,71.0,42.4,12.66,14.7,-6.9,-14.3,22.5,0,34.2
25.7,3756.0,50.8,82.4,49.1,13.0,14.7,-6.4,-14.5,20.0,0,39.0
25.8,3665.0,52.1,81.5,50.1,12.88,14.7,-6.9,-13.9,22.0,0,40.0
25.9,3725.0,45.7,82.2,45.6,13.12,14.7,-5.7,-14.0,23.1,0,40.5
26.0,3820.0,44.9,77.0,45.9,12.64,14.7,-5.4,-15.3,22.1,0,41.1
26.1,3988.0,41.7,78.3,41.3,13.21,14.7,-6.1,-13.0,23.3,0,40.7
26.2,3936.0,52.5,86.1,55.6,9.98,11.8,-4.4,-15.2,21.4,0,39.2
26.3,3940.0,46.7,83.3,44.3,13.49,14.7,-6.9,-14.3,22.8,0,40.9
26.4,4067.0,46.7,85.0,47.1,9.78,11.8,-4.5,-14.4,22.8,0,43.0
26.5,3966.0,48.6,79.1,49.9,10.0,11.8,-5.2,-13.6,19.3,0,39.7
26.6,4197.0,47.0,88.1,45.8,9.21,11.8,-6.0,-16.5,21.9,0,41.0
26.7,4323.0,51.4,84.7,54.0,9.89,11.8,-6.5,-12.9,21.9,0,39.4
26.8,4219.0,43.9,89.4,44.3,9.82,11.8,-2.4,-14.8,22.3,0,38.1
26.9,4245.0,54.3,92.9,56.7,9.7,11.8,-7.2,-12.5,21.0,0,41.6
27.0,4355.0,50.8,96.2,51.4,10.17,11.8,-5.6,-14.6,22.3,0,38.3
27.1,4107.0,52.9,87.4,54.1,9.82,11.8,-7.1,-14.1,21.3,0,41.2
27.2,4454.0,51.6,86.2,49.7,9.86,11.8,-3.3,-11.7,22.9,0,40.1
27.3,4800.0,55.9,99.6,54.0,9.81,11.8,-4.7,-14.3,21.8,0,39.1
27.4,4452.0,47.5,100.2,51.2,9.42,11.8,-7.0,-12.5,22.0,0,39.0
27.5,4490.0,55.9,89.0,57.8,9.62,11.8,-5.2,-14.0,20.5,0,38.5
27.6,4630.0,51.0,95.1,47.9,10.14,11.8,-5.6,-13.5,18.7,0,35.1
27.7,4775.0,54.2,104.0,54.8,9.37,11.8,-6.8,-13.9,20.6,0,41.1
27.8,4730.0,55.7,99.9,48.5,9.71,11.8,-4.9,-13.0,19.4,0,40.7
27.9,4390.0,52.1,100.3,50.4,9.8,11.8,-5.4,-14.8,21.5,0,42.5
28.0,4750.0,49.1,94.9,51.9,10.34,11.8,-5.7,-15.2,22.0,0,38.4
28.1,5025.0,58.2,99.5,57.8,10.09,11.8,-6.1,-14.8,21.0,0,45.7
