Procede Data Log
OpenFlash Data File 1
14
Time[s],RPM,Throttle,MAF Volt.,Ignition Adv.,AFR,STFT,LTFT,FLKC,Command AFR,Fuel Sys. Status,Wideband AFR,MAF,O2S2 Volt,A/F Sensor V
6.64,2536.5,10.37,2.19,29.5,13.32,0,25,0,15.06,4,18,26,0,1.91
6.74,2595.75,13.8,2.57,28,13.67,0,25.78,0,15.06,4,18,31.64,0,1.91
6.84,2908.5,2,2.52,26,15.73,0,25.78,0,15.06,4,18,20.81,0,2.31
6.94,3121.25,0,1.59,29.5,12.75,0,26.56,0,14.82,2,18,9.6,0,1.91
7.04,3329,0,1.6,30,12.17,-1.56,26.56,0,14.82,2,18,6.49,0,1.6
7.14,3393.5,0,1.61,30,11.83,-3.12,27.34,0,14.82,2,18,6.71,0,1.55
7.24,3498,0,1.65,30,12.4,0,27.34,0,15.06,4,18,7.01,0,1.5
7.35,3432.5,0,1.7,30,12.98,0,29.69,0,15.06,4,18,7.96,0,1.74
7.46,3419.75,0,1.7,30,13.21,0,29.69,0,15.06,4,18,8.32,0,1.93
7.56,3393,0,1.71,30,13.9,0,29.69,0,15.06,4,18,8.32,0,2.05
7.66,3397.5,0,1.7,30,14.24,0,29.69,0,15.06,4,18,8.09,0,2.06
7.76,3355.25,0,1.71,30,15.62,0,29.69,0,15.06,4,18,8,0,2.3
7.86,3341.75,0,1.69,30,18.26,0,29.69,0,15.06,4,18,7.98,0,2.47
7.96,3322.75,0,1.69,30,20.33,0,29.69,0,15.06,4,18,8.17,0,2.76
8.06,3300,0,1.69,30,20.33,0,29.69,0,15.06,4,18,8.09,0,2.88
8.16,3280.5,0,1.7,30,20.33,0,29.69,0,15.06,4,18,7.96,0,3.05
8.26,3257.25,0,1.69,30,20.33,0,29.69,0,15.06,4,18,7.9,0,3.61
8.36,3232,0,1.7,30,20.33,0,29.69,0,15.06,4,18,8.09,0,3.74
8.46,3221.5,0,1.69,30,20.33,0,29.69,0,15.06,4,18,7.9,0,3.85
8.56,3195.25,0,1.69,30,20.33,0,29.69,0,15.06,4,18,7.79,0,3.97
8.66,3183.5,0,1.68,30,20.33,0,29.69,0,15.06,4,18,7.85,0,4.05
8.76,3178.5,0,1.68,30,20.33,0,29.69,0,15.06,4,18,7.63,0,4.07
8.86,3151.25,0,1.68,30,20.33,0,29.69,0,15.06,4,18,7.67,0,4.11
8.96,3139.25,0.04,1.68,30,20.33,0,29.69,0,15.06,4,18,7.56,0,4.1
9.06,3182.25,0.75,1.68,30,20.33,0,29.69,0,15.06,4,18,7.75,0,4.17
9.17,3169,0.18,1.61,30,20.33,0,29.69,0,15.06,4,18,6.65,0,4.05
9.27,3090,0.36,1.6,30,20.33,0,29.69,0,15.06,4,18,6.45,0,3.78
9.37,3089.75,1.46,1.66,30,17.69,0,29.69,0,15.06,4,18,6.49,0,2.72
9.48,3111.25,2.55,1.78,32.5,13.78,0,28.91,0,15.06,4,18,8.54,0,2
9.58,3101.5,4.48,1.87,39,12.52,-7.81,28.91,0,14.82,2,18,11.16,0,1.72
9.68,3099.25,4.48,2.01,42,12.75,-4.69,28.91,0,14.82,2,18,14.98,0,1.81
9.78,3078,11.08,2.28,46,13.9,-4.69,28.91,0,14.82,2,18,20.55,0,1.97
9.88,3116,16.86,2.83,37.5,14.01,-4.69,28.91,0,14.82,2,18,37.49,0,2.06
9.99,3132.25,17.34,2.84,19,12.52,-4.69,28.91,0,14.71,2,18,45.04,0,1.88
10.10,3116,17.8,2.8,15,12.52,-4.69,28.91,0,14.47,2,18,43.11,0,1.71
10.21,3153.75,17.8,2.8,14.5,12.4,-4.69,28.91,0,14.35,2,18,43.04,0,1.72
10.32,3157,17.73,2.8,14,12.17,-10.94,28.91,0,14.35,2,18,42.34,0,1.67
10.42,3204.25,20.94,2.92,14,12.63,-15.62,28.91,0,14.35,2,18,44.97,0,1.7
10.53,3218.5,22.32,2.95,15,13.55,-4.69,28.91,0,14.12,2,18,50.96,0,1.81
10.63,3237.75,20.57,2.88,15.5,11.94,-4.69,28.91,0,14,2,18,46.33,0,1.94
10.73,3237.5,18.78,2.83,15,11.37,-15.62,28.91,0,14.12,2,18,44.71,0,1.37
10.84,3282.75,18.55,2.82,15,12.52,-21.09,28.91,0,14.12,2,18,44.2,0,1.75
10.94,3300.5,20.3,2.91,14.5,13.67,-23.44,28.91,0,14.24,2,18,46.59,0,1.99
11.04,3318.75,20.1,2.9,15,14.01,-21.88,28.91,0,14.24,2,18,47.36,0,2.13
11.14,3326.5,19.66,2.87,15,13.44,-23.44,28.91,0,14.12,2,18,47.3,0,2.03
11.24,3363.25,20.58,2.92,15,13.55,-25,28.91,0,14.12,2,18,47.04,0,1.98
11.34,3429.25,20.76,2.89,15.5,14.13,-24.22,28.91,0,14.12,2,18,48.13,0,2
11.45,3382,19.15,2.83,15,13.67,-24.22,28.91,0,14.12,2,18,46.65,0,2.04
11.55,3481.5,19.3,2.87,14.5,13.78,-25.78,28.91,0,14.24,2,18,45.75,0,2.03
11.65,3476.75,18.99,2.86,14.5,14.93,-23.44,28.91,0,14.24,2,18,47.04,0,2.17
11.75,3440,18.35,2.86,14.5,13.78,-21.09,28.91,0,14.24,2,18,47.23,0,2.13
11.85,3459.5,18.03,2.81,14.5,13.67,-22.66,28.91,0,14.24,2,18,43.17,0,1.98
11.95,3464,12.72,2.59,15.5,13.78,-21.88,28.91,0,14.47,2,18,34.67,0,2.11
12.05,3483.5,11.48,2.55,20.5,14.01,-23.44,28.91,0,14.71,2,18,31.5,0,2.09
12.15,3495,10.57,2.5,31,15.04,-21.88,28.91,0,14.82,2,18,31.21,0,2.21
12.25,3491.5,11.44,2.54,34,14.7,-19.53,28.91,0,14.82,2,18,29.86,0,2.22
12.35,3494.75,13.08,2.64,32,14.7,-20.31,28.91,0,14.82,2,18,33.24,0,2.19
12.46,3514,11.65,2.55,31.5,15.62,-18.75,28.91,0,14.82,2,18,34.23,0,2.24
12.57,3506,6.71,2.31,34.5,14.7,-15.62,28.91,0,14.82,2,18,22.93,0,2.21
12.67,3497,3.64,2.04,36.5,14.01,-17.19,28.91,0,14.82,2,18,16.99,0,2.05
12.78,3473.25,0,1.8,40,14.24,0,28.91,0,15.06,4,18,10.25,0,2.12
12.89,3426.75,0,1.74,39.5,14.13,0,29.69,0,15.06,4,18,8.95,0,2.13
12.99,3486.75,0,1.72,33,14.24,0,29.69,0,15.06,4,18,8.6,0,2.03
13.10,3418.75,0,1.72,30.5,17.69,0,29.69,0,15.06,4,18,8.41,0,2.11
13.20,3427.5,0.07,1.72,30,20.33,0,29.69,0,15.06,4,18,8.98,0,2.91
13.31,3452.75,4.84,1.94,33,20.33,0,28.91,0,15.06,4,18,12.69,0,3.23
13.41,3437.75,6.96,2.19,36,20.33,0,28.91,0,15.06,4,18,15.3,0,3.15
13.51,3402,7.9,2.29,40.5,14.81,0,28.91,0,15.06,4,18,20.74,0,2.65
13.61,3396.75,9.83,2.42,41,12.75,-3.12,28.91,0,14.82,2,18,25.66,0,2.21
13.72,3419,20.42,3,31,13.09,-4.69,28.91,0,14.82,2,18,53.99,0,1.79
13.83,3452.5,20.93,2.96,15.5,12.63,-4.69,28.91,0,14.47,2,18,52.74,0,1.63
13.93,3438.25,20.04,2.91,9.5,12.06,-4.69,28.91,0,14.24,2,18,49.29,0,1.58
14.03,3466.25,18.3,2.9,15,11.48,-4.69,28.91,0,14.12,2,18,49.1,0,1.42
14.14,3464,17.2,2.8,15,11.71,-18.75,28.91,0,14.24,2,18,44.33,0,1.43
14.24,3493,18.05,2.87,15,13.55,-24.22,28.91,0,14.35,2,18,42.98,0,1.85
14.34,3502,18.23,2.87,14.5,14.7,-21.88,28.91,0,14.35,2,18,47.36,0,2.06
14.44,3518,17.42,2.84,14.5,13.9,-21.09,28.91,0,14.24,2,18,46.97,0,2.14
14.55,3522.75,16.1,2.77,14.5,13.55,-24.22,28.91,0,14.35,2,18,41.69,0,2.02
14.65,3524.25,15.66,2.77,15.5,13.55,-24.22,28.91,0,14.47,2,18,40.8,0,2.07
14.75,3548,15.28,2.72,16,14.13,-25,28.91,0,14.47,2,18,42.91,0,2.11
14.86,3536.25,10.94,2.52,24,14.7,-21.88,28.91,0,14.59,2,18,34.67,0,2.19
14.96,3550.75,9.28,2.42,31.5,14.36,-21.88,28.91,0,14.71,2,18,28.17,0,2.18
15.06,3549.5,8.05,2.31,36.5,14.47,-22.66,28.91,0,14.82,2,18,24.9,0,2.14
15.17,3548,9.65,2.39,37.5,14.01,-22.66,28.91,0,14.82,2,18,25.02,0,2.12
15.27,3558.25,9.42,2.39,37.5,14.81,-23.44,28.91,0,14.82,2,18,25.74,0,2.08
15.38,3550.5,8.45,2.34,38,16.08,-21.09,28.91,0,14.82,2,18,24.33,0,2.34
15.48,3546.25,8.34,2.32,38.5,15.5,-17.19,28.91,0,14.82,2,18,23.33,0,2.31
15.58,3547.75,9.76,2.42,39,14.7,-17.97,28.91,0,14.82,2,18,23.48,0,2.17
15.68,3551.5,10.63,2.47,38,14.7,-17.97,28.91,0,14.82,2,18,27.55,0,2.17
15.78,3553.25,11.39,2.53,37,15.16,-3.12,28.91,0,14.82,2,18,29.86,0,2.21
15.88,3554.5,13.42,2.66,36,13.67,-3.12,28.91,0,14.82,2,18,29.86,0,2.16
15.98,3562.75,16.6,2.83,31.5,13.78,-4.69,28.91,0,14.82,2,18,42.59,0,1.97
16.08,3592.5,20.54,3.01,19,12.52,-4.69,28.91,0,14.71,2,18,49.74,0,1.66
16.18,3593.75,19.81,2.92,15,11.83,-4.69,28.91,0,14.24,2,18,49.74,0,1.58
16.28,3607.75,18.35,2.86,15,11.71,-8.59,28.91,0,14.24,2,18,48.39,0,1.45
16.38,3604.75,16.97,2.83,14.5,12.29,-14.84,28.91,0,14.35,2,18,44.26,0,1.5
16.48,3623.75,16.95,2.81,15.5,13.44,-21.88,28.91,0,14.35,2,18,44.07,0,1.86
16.59,3626.25,16.78,2.81,15.5,14.01,-21.88,28.91,0,14.47,2,18,43.88,0,1.97
16.70,3644.25,18.2,2.88,15.5,14.24,-21.88,28.91,0,14.47,2,18,47.36,0,2.11
16.80,3658.75,18.07,2.86,15,14.7,-21.09,28.91,0,14.35,2,18,47.3,0,2.19
16.90,3659.25,16.68,2.8,15.5,13.67,-20.31,28.91,0,14.35,2,18,46.07,0,2.1
17.00,3666.75,16.39,2.79,16,14.13,-23.44,28.91,0,14.35,2,18,41.89,0,1.98
17.11,3675.75,16.64,2.83,16,14.13,-23.44,28.91,0,14.47,2,18,44.52,0,2.06
17.21,3691.75,16.98,2.82,16,14.47,-21.88,28.91,0,14.47,2,18,44.52,0,2.18
17.31,3700.25,16.9,2.83,16,14.59,-21.09,28.91,0,14.47,2,18,44.52,0,2.17
17.42,3692,15.96,2.77,16,13.9,-21.09,28.91,0,14.47,2,18,41.19,0,2.13
17.52,3709.5,15.55,2.77,17.5,14.01,-21.09,28.91,0,14.59,2,18,40.97,0,2.11
17.62,3710.75,14.6,2.74,19,14.47,-21.09,28.91,0,14.59,2,18,39.53,0,2.15
17.72,3713.5,14.01,2.68,25.5,14.36,-21.09,28.91,0,14.71,2,18,39.09,0,2.12
17.82,3724.75,12.99,2.64,27.5,14.7,-21.09,28.91,0,14.71,2,18,37.38,0,2.14
17.92,3718.25,11.72,2.58,30,14.47,-20.31,28.91,0,14.82,2,18,32.32,0,2.15
18.03,3710.25,9.36,2.43,34.5,14.24,-21.09,28.91,0,14.82,2,18,28.85,0,2.14
18.13,3706.5,7.33,2.28,38,13.78,-23.44,28.91,0,14.82,2,18,22.35,0,2.04
18.23,3704,7.27,2.26,39,14.01,-23.44,28.91,0,14.82,2,18,21.47,0,2.11
18.34,3700,5.92,2.18,41,14.7,-25,28.91,0,14.82,2,18,20.85,0,2.11
18.45,3695.5,3.5,2,43,15.5,-21.09,28.91,0,14.82,2,18,14.95,0,2.21
18.55,3668,0.53,1.76,43.5,15.5,-20.31,28.91,0,14.82,2,18,10.49,0,2.32
18.66,3566,0,1.68,41,15.73,0,29.69,0,15.06,4,18,7.67,0,2.29
18.77,3655,0,1.7,38.5,14.59,0,29.69,0,15.06,4,18,7.98,0,2.17
18.87,3590.25,0,1.7,30,18.03,0,29.69,0,15.06,4,18,8.36,0,2.39
18.97,3575.5,0,1.71,30,20.33,0,29.69,0,15.06,4,18,8.11,0,2.79
19.07,3564,0,1.71,30,20.33,0,29.69,0,15.06,4,18,8.32,0,3.26
19.17,3527.25,0,1.71,30,20.33,0,29.69,0,15.06,4,18,8.11,0,3.48
19.27,3523,0,1.71,30,20.33,0,29.69,0,15.06,4,18,8.38,0,3.67
19.37,3466.5,0,1.71,30,20.33,0,29.69,0,15.06,4,18,8.15,0,3.99
19.47,3458.25,0,1.72,30,20.33,0,29.69,0,15.06,4,18,8.3,0,4.04
19.58,3453,0,1.7,30,20.33,0,29.69,0,15.06,4,18,8.07,0,4.06
19.69,3412,0.01,1.72,30,20.33,0,29.69,0,15.06,4,18,8.3,0,4.1
19.80,3443.75,0.93,1.71,30,20.33,0,29.69,0,15.06,4,18,8.28,0,4.09
19.90,3403,1.13,1.71,30,20.33,0,29.69,0,15.06,4,18,8.36,0,4.07
20.01,3326.5,2.78,1.78,32,20.33,0,28.91,0,15.06,4,18,9.36,0,3.34
20.11,3387.75,5.49,2.03,39,16.42,0,28.91,0,15.06,4,18,10.66,0,2.3
20.21,3385.75,6.97,2.18,43.5,12.4,-3.91,28.91,0,14.82,2,18,16.6,0,2
20.31,3324.5,7.91,2.18,43.5,12.4,-9.38,28.91,0,14.82,2,18,20.7,0,1.74
20.42,3335.5,11.73,2.5,43.5,13.67,-4.69,28.91,0,14.82,2,18,31.26,0,1.92
20.52,3373,27.45,3.23,33.5,12.29,-4.69,28.91,0,14.82,2,18,59.89,0,1.95
20.62,3387.25,29.69,2.98,14.5,11.94,-4.69,28.91,0,14.12,2,18,51.03,0,1.54
20.72,3391.25,22.72,2.93,15.5,11.48,-4.69,28.91,0,14.12,2,18,46.85,0,1.38
20.82,3416,23.12,2.95,15.5,11.83,-12.5,28.91,0,14.12,2,18,49.48,0,1.42
20.92,3435.5,23.06,2.95,16,12.75,-19.53,28.91,0,14.12,2,18,50.19,0,1.65
21.02,3441.75,22.65,2.97,16,13.44,-21.09,28.91,0,14,2,18,50.64,0,1.88
21.12,3467.75,20.7,2.92,16,13.44,-22.66,28.91,0,14,2,18,49.22,0,1.97
21.22,3472.25,20.61,2.9,16,12.86,-24.22,28.91,0,14.12,2,18,47.81,0,1.91
21.32,3502.75,22.52,2.98,16,13.78,-26.56,28.91,0,14.12,2,18,52.66,0,1.98
21.42,3516.5,22.91,2.96,16.5,14.24,-25,28.91,0,14,2,18,52,0,2.09
21.52,3528,21.01,2.9,16.5,13.67,-25.78,28.91,0,14,2,18,49.42,0,2
21.62,3544.25,19.94,2.89,16,13.32,-27.34,28.91,0,14.12,2,18,47.04,0,1.95
21.73,3549.5,19.32,2.89,15.5,14.13,-26.56,28.91,0,14.24,2,18,47.75,0,2.14
21.84,3564,18.49,2.87,15,14.01,-24.22,28.91,0,14.24,2,18,45.75,0,2.13
21.94,3582.75,17.5,2.81,15,14.01,-24.22,28.91,0,14.35,2,18,44.84,0,2.04
22.04,3584.25,17.93,2.85,15,14.36,-24.22,28.91,0,14.35,2,18,45.42,0,2.08
22.15,3592.75,18.14,2.87,15,14.59,-23.44,28.91,0,14.35,2,18,46.72,0,2.14
22.25,3605.5,18.2,2.88,15,14.13,-22.66,28.91,0,14.35,2,18,46.46,0,2.07
22.35,3630.75,18.26,2.86,15,14.01,-23.44,28.91,0,14.35,2,18,46.33,0,2.05
22.45,3630.25,18.07,2.86,15,14.13,-23.44,28.91,0,14.35,2,18,46.01,0,2.07
22.55,3648.25,17.58,2.83,15,14.36,-23.44,28.91,0,14.35,2,18,44.97,0,2.12
22.65,3650.75,16.48,2.8,15.5,14.24,-21.88,28.91,0,14.47,2,18,42.66,0,2.12
22.76,3660.75,16,2.76,16,14.01,-22.66,28.91,0,14.47,2,18,42.08,0,2.09
22.86,3677.25,15.93,2.79,16.5,14.13,-22.66,28.91,0,14.59,2,18,42.79,0,2.1
22.96,3687,15.87,2.76,17.5,14.59,-21.88,28.91,0,14.59,2,18,41.52,0,2.12
23.06,3687,15.34,2.78,18.5,14.24,-21.09,28.91,0,14.59,2,18,40.97,0,2.2
23.17,3697.5,15.19,2.74,20.5,14.24,-21.09,28.91,0,14.59,2,18,39.81,0,2.13
23.27,3714.25,14.79,2.73,22,14.24,-21.09,28.91,0,14.71,2,18,40.36,0,2.11
23.37,3718.5,14.59,2.72,24,14.36,-21.88,28.91,0,14.71,2,18,39.64,0,2.12
23.47,3735,14.54,2.71,25.5,14.47,-21.09,28.91,0,14.71,2,18,38.87,0,2.15
23.57,3746.5,15.57,2.79,25.5,14.47,-21.09,28.91,0,14.71,2,18,40.2,0,2.12
23.68,3754.5,15.74,2.78,22.5,14.81,-19.53,28.91,0,14.71,2,18,41.76,0,2.21
23.78,3777,16.2,2.8,22,14.59,-18.75,28.91,0,14.71,2,18,41.13,0,2.19
23.88,3788,16.98,2.86,20,14.47,-18.75,28.91,0,14.59,2,18,44.01,0,2.16
23.98,3788,18.25,2.89,16.5,14.13,-17.97,28.91,0,14.59,2,18,45.62,0,2.16
24.09,3812.5,19.67,2.94,16.5,14.47,-17.97,28.91,0,14.47,2,18,49.74,0,2.14
24.20,3842.75,19.79,2.94,16,13.9,-17.19,28.91,0,14.35,2,18,50.45,0,2.07
24.31,3876.25,43.53,3.05,16,13.9,-17.19,28.91,0,14.24,2,18,56.13,0,2.09
24.41,3920.5,81.07,3.19,17.5,11.71,0,28.91,0,13.76,2,18,65.63,0,2.04
24.51,3875,84.62,3.17,17.5,10.57,0,28.91,0,12.59,4,18,62.76,0,0.97
24.61,3920.25,94.93,3.18,17.5,10.8,0,28.91,0,12.59,4,18,66.64,0,0.92
24.71,3955,95.49,3.16,17.5,11.02,0,28.91,0,12.59,4,18,65.41,0,1.17
24.81,3951.25,95.52,3.19,17.5,11.02,0,28.91,0,12.59,4,18,65.19,0,1.08
24.92,4036,95.22,3.23,18,10.91,0,28.91,0,12.59,4,18,63.79,0,1.09
25.02,4018.25,95.09,3.21,18,10.91,0,28.91,0,12.47,4,18,66.64,0,1.1
25.12,4035,95.09,3.19,18,10.8,0,28.91,0,12.47,4,18,68.32,0,1.06
25.22,4072,80.88,3.16,18,10.68,0,28.91,0,12.47,4,18,69.63,0,1.1
25.33,4077.75,23.92,2.93,18,10.8,0,28.91,0,12.71,4,18,45.56,0,1.03
25.43,4072.25,6.29,2.29,33,11.94,-3.12,28.91,0,15.06,4,18,31.06,0,1.21
25.53,4085.5,1.96,2,33,11.94,-3.12,28.91,0,14.82,2,18,19,0,1.5
25.63,4056.5,0.53,1.79,40,12.4,0,29.69,0,15.06,4,18,11.96,0,1.6
25.73,3975.5,0,1.77,39.5,12.17,0,29.69,0,15.06,4,18,9.86,0,1.71
25.83,4041.5,0,1.77,34.5,13.09,0,29.69,0,15.06,4,18,9.42,0,1.71
25.94,4002.5,0,1.76,32,15.73,0,29.69,0,15.06,4,18,9.34,0,2.06
26.04,3809.5,0,1.76,30,20.33,0,29.69,0,15.06,4,18,9.36,0,2.77
26.14,3711.5,0,1.75,30,20.33,0,29.69,0,15.06,4,18,8.91,0,3.14
26.24,3513,0,1.76,30,20.33,0,29.69,0,15.06,4,18,8.89,0,3.67
26.34,3314,0,1.76,30,20.33,0,29.69,0,15.06,4,18,8.98,0,3.91
26.44,3234.5,0,1.73,30,20.33,0,29.69,0,15.06,4,18,9.02,0,3.98
26.55,3036.75,0,1.7,30,20.33,0,29.69,0,15.06,4,18,8,0,4.03
26.65,2855.5,0.51,1.7,30,20.33,0,29.69,0,15.06,4,18,8,0,4.09
26.75,2840.25,2.43,1.8,30.5,20.33,0,28.91,0,15.06,4,18,8.62,0,4.1
26.86,2831,6.09,2.05,36.5,20.33,0,28.91,0,15.06,4,18,15.04,0,4.1
26.96,2852.25,10.84,2.43,38.5,20.33,0,28.91,0,15.06,4,18,22.24,0,2.57
27.07,2979.75,16.9,2.81,13.5,12.63,-3.12,28.91,0,14.82,2,18,43.3,0,1.84
27.17,3027.25,16.9,2.79,4,12.17,-10.94,28.91,0,14.71,2,18,42.72,0,1.82
27.27,3027.25,15.59,2.71,10,13.55,-4.69,28.91,0,14.47,2,18,39.48,0,1.89
27.37,3049,13.27,2.6,16,12.75,-6.25,28.91,0,14.47,2,18,33.79,0,1.81
27.48,3040.25,13.07,2.57,16.5,12.4,-10.94,28.91,0,14.59,2,18,33.02,0,1.78
27.58,3044.75,12.13,2.55,22,12.98,-17.19,28.91,0,14.71,2,18,31.59,0,1.84
27.68,3048,12.13,2.54,23.5,13.67,-17.97,28.91,0,14.71,2,18,31.54,0,2.05
27.78,3043,9.01,2.5,26.5,13.9,-20.31,28.91,0,14.82,2,18,29.62,0,2.03
27.88,3025,9.01,2.23,30,14.24,-21.09,28.91,0,14.82,2,18,19.41,0,2.1
