Procede Data Log
OpenFlash Data File 1
13
Time[s],RPM,Throttle,MAF Volt.,Engine Load,Intake Air Temp.,Ignition Adv.,AFR,STFT,LTFT,Boost,FLKC,Oil Temp.,Command AFR
2.58,2328.25,8.42,2.23,0.53,87.8,30,14.13,-3.12,16.41,-5.07,0,203,14.82
2.68,2328.25,8.53,2.24,0.54,87.8,30,14.47,-3.12,16.41,-5.07,0,203,14.82
2.78,2330,8.61,2.25,0.53,87.8,30,14.81,-2.34,16.41,-4.92,0,203,14.82
2.88,2329,8.79,2.26,0.55,87.8,30,14.47,-2.34,16.41,-4.78,0,203,14.82
2.98,2332.25,8.73,2.24,0.55,87.8,30,14.24,-3.12,16.41,-4.78,0,203,14.82
3.08,2331.75,8.33,2.24,0.53,87.8,30,14.24,-3.12,16.41,-4.78,0,203,14.82
3.18,2329.5,8.3,2.22,0.52,87.8,30.5,14.59,-3.12,16.41,-5.07,0,203,14.82
3.29,2335,8.34,2.23,0.52,87.8,30.5,14.47,-3.12,16.41,-5.07,0,203,14.82
3.39,2330.75,8.6,2.25,0.54,87.8,30.5,14.13,-3.91,16.41,-5.07,0,203,14.82
3.49,2335.5,8.6,2.25,0.54,87.8,30,15.04,-3.12,16.41,-5.21,0,203,14.82
3.60,2336.5,8.6,2.25,0.54,87.8,30,15.04,-1.56,16.41,-5.21,0,203,14.82
3.70,2337.25,9.55,2.25,0.53,87.8,30,14.81,-2.34,16.41,-5.07,0,203,14.82
3.80,2337.75,10.09,2.34,0.59,87.8,29.5,14.13,-2.34,16.41,-4.78,0,203,14.82
3.90,2338,10.24,2.32,0.6,87.8,29,15.04,-3.12,16.41,-4.78,0,203,14.71
4.00,2338.25,10.02,2.31,0.59,87.8,28,15.04,-1.56,16.41,-4.49,0,203,14.71
4.10,2340.5,9.44,2.28,0.57,87.8,28,14.81,-0.78,16.41,-4.49,0,203,14.71
4.20,2338.5,8.24,2.22,0.51,87.8,29,14.36,-0.78,16.41,-5.07,0,203,14.71
4.30,2338.75,7.22,2.18,0.49,87.8,30,13.78,-0.78,15.62,-5.36,0,203,14.71
4.40,2340.25,6.71,2.14,0.47,87.8,31.5,13.78,-3.91,15.62,-5.94,0,203,14.82
4.50,2335.25,3.73,1.97,0.37,87.8,32.5,14.01,-3.91,14.84,-6.37,0,203,14.82
4.61,2337.75,1.04,1.86,0.31,87.8,35.5,14.01,-3.91,14.84,-7.68,0,203,14.82
4.71,2338,0,1.61,0.17,87.8,36.5,14.93,-4.69,15.62,-8.4,0,203,14.82
4.82,2331,0,1.58,0.16,87.8,37,14.81,-5.47,16.41,-10,0,203,14.94
4.92,2313.75,0,1.59,0.16,87.8,35.5,14.59,-4.69,17.19,-10,0,203,14.94
5.02,2319,0,1.57,0.16,87.8,31,14.24,0,17.97,-10.29,0,203,14.94
5.12,2323,0,1.57,0.15,87.8,30,13.09,0,17.97,-10.29,0,203,15.06
5.23,2328.75,0,1.56,0.15,87.8,30.5,13.55,0,18.75,-10.29,0,203,15.06
5.33,2317.25,0,1.58,0.15,87.8,29.5,14.36,0,18.75,-10.29,0,203,15.06
5.44,2333.25,0.45,1.6,0.15,89.6,30,15.04,0,19.53,-10.29,0,203,15.06
5.55,2325,2.52,1.77,0.23,89.6,32.5,20.33,0,18.75,-10,0,203,15.06
5.66,2331.25,3.46,1.86,0.26,89.6,35,20.33,0,18.75,-10,0,203,15.06
5.76,2371,4.72,1.96,0.3,89.6,38,20.33,0,17.97,-9.13,0,203,15.06
5.86,2409.25,5.72,2.06,0.38,89.6,38.5,18.37,0,17.97,-8.69,0,203,15.06
5.96,2419.5,6.6,2.11,0.42,89.6,38.5,16.19,0,17.19,-7.82,0,203,15.06
6.07,2449.25,6.52,2.12,0.42,89.6,37.5,14.13,0,16.41,-7.53,0,203,14.82
6.17,2464.75,6.44,2.11,0.41,89.6,36.5,13.78,-2.34,15.62,-7.1,0,203,14.82
6.28,2457.25,7.21,2.14,0.42,89.6,36.5,13.78,-2.34,15.62,-7.1,0,203,14.82
6.39,2451.25,7.98,2.2,0.45,89.6,35.5,14.36,-3.12,14.84,-6.52,0,203,14.82
6.49,2454.25,12.52,2.47,0.59,89.6,34.5,15.27,-2.34,16.41,-5.94,0,203,14.82
6.59,2470.5,22,2.8,1.01,89.6,18.5,14.81,0.78,16.41,-5.94,-0.38,203,14.59
6.70,2615,35.79,2.77,0.94,89.6,14.5,14.93,0,16.41,-0.28,-0.38,203,14.59
6.81,2712,39.12,2.83,0.97,89.6,14,14.81,1.56,16.41,-0.42,0,203,14
6.91,2712,40.87,2.9,0.99,89.6,15,14.7,6.25,16.41,-0.57,0,203,14
7.02,2766,44.89,2.92,1.02,89.6,15,13.78,7.03,16.41,-0.42,0,203,13.53
7.12,2739.5,61.58,2.96,1.04,89.6,14.5,13.9,7.81,16.41,-0.28,0,203,13.53
7.22,2710,64.8,2.8,1.06,89.6,14.5,12.75,0,16.41,0,0,203,12.82
7.32,2744,65.62,2.97,1.08,87.8,14.5,12.86,0,16.41,-0.28,0,203,12.82
7.42,2914.75,65.65,3.03,1.07,87.8,15,12.63,0,16.41,-0.28,0,203,12.82
7.52,3009.5,64.52,3.05,1.11,87.8,17.5,11.25,0,16.41,-0.13,0,203,12.82
7.62,3102.25,60.8,3.09,0.97,87.8,18,11.02,0,16.41,-0.28,0,203,12.82
7.72,3294,63.97,3.03,1.04,87.8,18.5,11.02,0,16.41,-0.28,0,203,12.82
7.82,3293.75,65.19,3,1.05,87.8,18.5,11.25,0,16.41,-0.28,0,203,12.82
7.92,3299.25,65.4,3.03,0.99,87.8,18.5,11.37,0,16.41,-0.28,0,203,12.82
8.02,3308.5,65.3,3.09,1.04,87.8,18.5,11.37,0,16.41,-0.28,0,203,12.82
8.12,3312.25,65.9,3.07,1.02,87.8,18.5,11.14,0,16.41,-0.42,0,203,12.82
8.22,3320.5,66.38,3.01,1.04,87.8,18.5,11.25,0,16.41,-0.28,0,203,12.82
8.32,3330.25,67.03,3.09,1.04,87.8,18.5,11.25,0,16.41,-0.28,0,203,12.82
8.42,3334.75,68.01,3.01,1.03,87.8,18.5,11.25,0,16.41,-0.13,0,203,12.82
8.52,3336.75,68.66,3.07,1.04,87.8,18.5,11.37,0,16.41,0,0,203,12.82
8.62,3350,68.8,3.08,1.03,87.8,18.5,11.25,0,16.41,-0.28,0,203,12.82
8.72,3352.5,69.27,3.06,0.95,87.8,18.5,11.14,0,16.41,-0.13,0,203,12.82
8.82,3356.75,70.54,3.08,1.06,87.8,18.5,11.14,0,16.41,0,0,203,12.82
8.92,3373.5,72.32,3.05,1.08,87.8,18.5,11.14,0,16.41,0,0,203,12.82
9.02,3378,72.93,3.06,0.94,87.8,18.5,11.25,0,16.41,-0.42,0,203,12.82
9.12,3381,70.9,3.04,1.05,87.8,18.5,11.14,0,16.41,-0.57,0,203,12.82
9.22,3391.5,69.8,3.07,1.08,87.8,18.5,11.14,0,16.41,-0.13,0,203,12.82
9.33,3396,67.91,3.07,0.94,87.8,18.5,11.14,0,16.41,-0.42,0,203,12.82
9.43,3396.75,68.31,3.11,1.04,86,18.5,11.25,0,16.41,-0.13,0,203,12.82
9.53,3412.75,70.05,3.1,1.03,86,18.5,11.25,0,16.41,-0.28,0,203,12.82
9.64,3421.75,72.36,3.01,1.03,86,18.5,11.25,0,16.41,-0.28,0,203,12.82
9.74,3422.25,72.76,3.12,0.98,86,18.5,11.14,0,16.41,-0.28,0,203,12.82
9.85,3426.5,74.2,3.07,1.03,86,18.5,11.14,0,16.41,-0.13,0,203,12.82
9.95,3444.25,74.12,3.04,1.02,86,18.5,11.14,0,16.41,-0.13,0,203,12.82
10.06,3448.25,70.82,3,1,86,18.5,11.14,0,16.41,-0.42,0,203,12.82
10.17,3431.25,12.08,2.85,0.95,86,18.5,11.02,0,16.41,-1.87,0,203,12.94
10.27,3342.25,4.54,2.11,0.33,86,17,11.37,0,16.41,-4.05,-0.38,203,15.06
10.37,3189,1.44,2.11,0.33,86,34.5,12.86,0,15.62,-7.82,0,203,15.06
10.47,3133.75,0.58,1.79,0.18,86,35.5,15.04,0,15.62,-7.82,0,203,15.06
10.57,3092.25,0,1.74,0.18,86,35,14.47,0,16.41,-10.14,0,203,15.06
10.68,3089.25,0,1.71,0.15,86,31,15.04,0,17.19,-10.58,0,203,15.06
10.79,3034,0,1.71,0.16,86,30,14.7,0,17.19,-10.87,0,203,15.06
10.90,2995.25,0,1.7,0.16,86,30,16.19,0,17.97,-10.87,0,203,15.06
11.00,2871.25,0,1.71,0.17,86,30,20.33,0,18.75,-10.87,0,203,15.06
11.10,2814,0,1.7,0.17,86,30,20.33,0,18.75,-10.72,0,203,15.06
11.21,2707.75,0,1.68,0.17,86,31.5,20.33,0,19.53,-10.72,0,203,15.06
11.32,2649,0,1.63,0.16,87.8,32,20.33,0,19.53,-10.72,0,203,15.06
11.42,2539.75,0,1.61,0.16,87.8,32,20.33,0,20.31,-10.58,0,203,15.06
11.52,2424.5,0,1.59,0.15,87.8,32,20.33,0,20.31,-10.58,0,203,15.06
11.62,2412.75,0,1.57,0.15,87.8,30,20.33,0,20.31,-10.43,0,203,15.06
11.72,2425.75,0,1.56,0.14,87.8,29.5,20.33,0,21.09,-10.58,0,203,15.06
11.82,2451.25,0,1.57,0.14,87.8,29.5,20.33,0,22.66,-10.72,0,203,15.06
11.92,2479.75,0,1.57,0.14,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
12.02,2470.25,0,1.59,0.15,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
12.12,2468,0,1.58,0.15,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
12.23,2464,0,1.58,0.15,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
12.33,2462.5,0,1.58,0.15,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
12.43,2458.5,0,1.57,0.15,87.8,30,20.33,0,22.66,-10.43,0,203,15.06
12.54,2454.25,0,1.57,0.15,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
12.65,2449,0,1.58,0.14,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
12.75,2447.25,0,1.57,0.14,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
12.85,2441.25,0,1.57,0.14,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
12.95,2440.25,0,1.58,0.15,87.8,30,20.33,0,22.66,-10.43,0,203,15.06
13.06,2434.25,0,1.58,0.15,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
13.16,2429,0,1.58,0.14,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
13.26,2421.75,0,1.55,0.14,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
13.36,2414.75,0,1.56,0.14,87.8,30,20.33,0,22.66,-10.43,0,203,15.06
13.46,2404,0,1.56,0.15,87.8,30,20.33,0,22.66,-10.43,0,203,15.06
13.56,2394,0,1.56,0.15,87.8,30,20.33,0,22.66,-10.43,0,203,15.06
13.66,2389.25,0,1.56,0.14,87.8,30,20.33,0,22.66,-10.58,0,203,15.06
13.77,2380,0,1.56,0.14,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
13.87,2370,0,1.55,0.14,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
13.97,2367.5,0,1.56,0.14,89.6,30,20.33,0,22.66,-10.29,0,203,15.06
14.08,2358,0,1.56,0.14,89.6,30,20.33,0,22.66,-10.29,0,203,15.06
14.18,2351,0,1.55,0.14,89.6,30,20.33,0,22.66,-10.29,0,203,15.06
14.28,2337.25,0,1.54,0.14,89.6,30,20.33,0,22.66,-10.29,0,203,15.06
14.39,2331.75,0,1.53,0.14,89.6,30.5,20.33,0,22.66,-10.29,0,203,15.06
14.50,2309.5,0,1.54,0.14,89.6,30,20.33,0,22.66,-10.29,0,203,15.06
14.60,2303.75,0,1.54,0.15,89.6,30.5,20.33,0,22.66,-10.43,0,203,15.06
14.70,2295.5,0,1.54,0.14,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
14.80,2286.5,0,1.54,0.14,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
14.90,2273.75,0,1.53,0.14,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
15.00,2267.5,0,1.54,0.15,89.6,30,20.33,0,22.66,-10.29,0,203,15.06
15.10,2264.25,0,1.53,0.14,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
15.20,2246.25,0,1.53,0.14,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
15.30,2216,0,1.53,0.14,89.6,31,20.33,0,22.66,-10.29,0,203,15.06
15.40,2200.75,0,1.53,0.15,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
15.51,2204.5,0,1.51,0.14,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
15.62,2203.75,0,1.51,0.14,89.6,30,20.33,0,22.66,-10.58,0,203,15.06
15.72,2200,0,1.52,0.14,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
15.83,2188.25,0,1.51,0.14,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
15.94,2184.75,0,1.51,0.14,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
16.04,2182,0,1.52,0.14,89.6,30,20.33,0,22.66,-10.58,0,203,15.06
16.14,2179,0,1.52,0.14,89.6,30,20.33,0,22.66,-10.58,0,203,15.06
16.24,2173.25,0,1.51,0.14,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
16.34,2173,0,1.52,0.15,89.6,30,20.33,0,22.66,-10.58,0,203,15.06
16.45,2167.25,0,1.51,0.15,89.6,30,20.33,0,22.66,-10.43,0,203,15.06
16.55,2165,0.38,1.55,0.16,89.6,29,20.33,0,22.66,-10.58,0,203,15.06
16.66,2262.25,5.85,1.87,0.26,89.6,32,20.33,0,22.66,-10.58,0,203,15.06
16.76,2293.75,5.93,2.07,0.4,89.6,35.5,20.33,0,21.88,-8.69,0,203,15.06
16.86,2317.5,5.69,2.07,0.42,89.6,36,20.33,0,21.09,-8.26,0,203,15.06
16.96,2308.5,5.13,2.02,0.38,89.6,36.5,17.11,0,20.31,-7.97,0,203,15.06
17.06,2310,5.2,2.03,0.38,89.6,36.5,13.67,0,19.53,-7.97,0,203,14.82
17.16,2312,5.2,2.02,0.39,89.6,36.5,13.32,-5.47,17.97,-7.82,0,203,14.82
17.26,2307.75,4.93,2.01,0.38,89.6,36.5,14.36,-3.91,17.97,-7.82,0,203,14.82
17.37,2303.75,4.35,1.96,0.36,89.6,36.5,14.7,-3.12,17.19,-7.97,0,203,14.82
17.47,2288,4.04,1.94,0.34,89.6,37,15.16,-2.34,16.41,-7.97,0,203,14.82
17.58,2264,3.78,1.92,0.33,89.6,37.5,14.7,-2.34,16.41,-7.97,0,203,14.82
17.68,2257.25,3.79,1.91,0.32,89.6,38,14.59,-3.12,15.62,-8.4,0,203,14.82
17.78,2238.25,3.89,1.92,0.33,89.6,38,14.36,-3.12,15.62,-8.26,0,203,14.82
17.89,2232.75,3.93,1.91,0.33,89.6,38.5,14.47,-4.69,14.84,-8.4,0,203,14.82
17.99,2220.75,4.28,1.93,0.33,89.6,38.5,14.81,-3.91,14.06,-8.26,0,203,14.82
18.09,2209.5,4.47,1.95,0.35,89.6,38,14.36,-3.91,14.06,-8.26,0,203,14.82
18.20,2176.75,4.47,1.95,0.36,89.6,37.5,14.81,-3.91,14.06,-8.11,0,203,14.82
18.30,2172,4.51,1.96,0.36,89.6,37,15.04,-3.12,14.06,-8.11,0,203,14.82
18.40,2173.75,5.61,2.02,0.39,89.6,37,15.27,-1.56,13.28,-8.11,0,203,14.82
18.50,2172.5,6.05,2.06,0.41,89.6,35.5,15.16,0,11.72,-7.39,0,203,14.82
18.61,2171.25,7.08,2.14,0.47,89.6,34.5,15.16,0,11.72,-7.1,0,203,14.82
18.72,2175.25,10.96,2.37,0.52,89.6,31,16.08,2.34,11.72,-5.36,0,203,14.82
18.82,2182.5,14.45,2.49,0.81,89.6,27,16.31,5.47,11.72,-4.2,-0.38,203,14.71
18.93,2176.5,14.34,2.42,0.74,89.6,18,14.81,7.81,12.5,-2.74,-0.38,203,14.71
19.04,2179.75,13.84,2.38,0.71,89.6,15.5,14.24,7.81,13.28,-2.74,-0.38,203,14.59
19.14,2180.75,13.3,2.36,0.67,89.6,16,15.16,8.59,13.28,-2.74,-0.38,203,14.59
19.24,2180.5,13.09,2.35,0.67,89.6,16.5,15.04,11.72,13.28,-3.03,-0.38,203,14.59
19.34,2183.5,13.1,2.35,0.68,89.6,17,14.47,11.72,13.28,-2.74,-0.38,203,14.59
19.45,2176.25,13.17,2.36,0.68,89.6,17.5,14.36,11.72,14.06,-2.74,-0.38,203,14.59
19.56,2184,13.23,2.37,0.68,89.6,17.5,14.36,12.5,16.41,-3.18,-0.38,203,14.59
19.66,2183.25,13.34,2.37,0.69,89.6,17.5,14.7,12.5,16.41,-2.89,-0.38,203,14.59
19.76,2190.5,13.31,2.38,0.69,89.6,17,14.01,11.72,16.41,-3.03,-0.38,203,14.59
19.86,2190.25,13.49,2.39,0.68,89.6,17,14.47,10.94,16.41,-2.89,-0.38,203,14.59
19.96,2190,13.3,2.38,0.68,89.6,17,14.24,11.72,16.41,-3.03,-0.38,203,14.59
20.07,2182.25,13.2,2.36,0.67,89.6,16.5,14.01,9.38,16.41,-2.89,-0.38,203,14.59
20.17,2190,13.08,2.36,0.67,89.6,17,13.9,8.59,16.41,-3.03,-0.38,203,14.59
20.28,2189.75,13.8,2.39,0.7,89.6,17,14.47,9.38,16.41,-3.03,-0.38,203,14.59
20.39,2189.75,15,2.43,0.73,89.6,16.5,14.13,8.59,16.41,-2.89,-0.38,203,14.59
20.5,2205.5,15.76,2.44,0.75,89.6,14.5,14.7,10.94,16.41,-2.45,-0.38,203,14.59
20.60,2203,15.87,2.44,0.73,89.6,14,15.27,10.94,16.41,-2.31,-0.38,203,14.59
20.71,2201.75,15.61,2.41,0.73,89.6,14,14.47,12.5,16.41,-2.31,-0.38,203,14.59
20.81,2204.5,13.03,2.38,0.69,87.8,14.5,13.55,12.5,16.41,-2.45,-0.38,203,14.59
20.92,2212.5,12.19,2.34,0.63,87.8,14.5,14.01,10.94,16.41,-2.6,-0.38,203,14.59
21.03,2189,11.88,2.34,0.65,87.8,19,13.44,7.03,16.41,-3.32,-0.38,203,14.59
21.14,2195.25,11.92,2.33,0.65,87.8,19.5,14.01,5.47,16.41,-3.32,-0.38,203,14.59
21.25,2200.25,11.98,2.35,0.64,87.8,20,14.36,4.69,16.41,-3.47,-0.38,203,14.71
21.35,2210,12.33,2.35,0.65,87.8,20,14.36,4.69,16.41,-3.32,-0.38,203,14.71
21.45,2210.75,12.88,2.38,0.68,87.8,19.5,14.47,4.69,16.41,-3.47,-0.38,203,14.59
21.55,2213.25,13.5,2.4,0.7,87.8,17.5,14.7,4.69,16.41,-3.18,-0.38,203,14.59
21.66,2215.25,13.34,2.39,0.69,87.8,17,14.47,5.47,16.41,-3.03,-0.38,203,14.59
21.76,2208,13.43,2.39,0.69,87.8,16.5,14.36,6.25,16.41,-2.89,-0.38,203,14.59
21.86,2215,14.51,2.4,0.72,87.8,16,14.36,6.25,16.41,-2.74,-0.38,203,14.59
21.96,2218,13.68,2.39,0.7,87.8,15.5,14.59,6.25,16.41,-2.89,-0.38,203,14.59
22.06,2220,13.13,2.37,0.67,87.8,16.5,14.47,7.03,16.41,-2.89,-0.38,203,14.59
22.16,2216.25,12.81,2.35,0.66,87.8,17,14.36,7.03,16.41,-3.32,-0.38,203,14.59
22.26,2224.25,12.11,2.34,0.64,87.8,19,14.01,5.47,16.41,-3.32,-0.38,203,14.59
22.37,2228.75,11.85,2.32,0.62,87.8,20.5,13.67,3.91,16.41,-3.61,-0.38,203,14.59
22.48,2229,11.53,2.33,0.63,87.8,21,14.36,3.12,16.41,-3.61,-0.38,203,14.71
22.58,2220.75,11.38,2.32,0.62,87.8,21.5,14.47,3.91,16.41,-3.61,-0.38,203,14.71
22.69,2224.25,11.27,2.31,0.62,87.8,22.5,14.59,4.69,17.97,-3.9,-0.38,203,14.71
22.79,2229.5,10.94,2.31,0.62,87.8,23,14.24,3.91,17.97,-3.9,-0.38,203,14.71
22.90,2228.5,10.8,2.3,0.61,87.8,23.5,13.9,3.12,17.97,-3.76,-0.38,203,14.71
23.00,2226,10.58,2.29,0.6,87.8,24.5,13.78,0.78,17.97,-4.2,-0.38,203,14.71
23.10,2233.5,10.18,2.27,0.59,87.8,25,14.47,0.78,17.97,-4.2,-0.38,203,14.71
23.20,2231.75,9.7,2.25,0.58,87.8,26,14.13,0.78,17.97,-4.63,-0.38,203,14.71
23.31,2231.25,8.58,2.19,0.54,87.8,26,14.13,0,18.75,-4.63,0,203,14.71
23.41,2230.5,6.69,2.09,0.44,87.8,28.5,14.47,0,18.75,-5.21,0,203,14.71
23.52,2227.75,6.26,2.06,0.43,87.8,30,13.67,-1.56,17.97,-6.08,0,203,14.82
23.62,2230.25,6.19,2.05,0.42,87.8,32,13.32,-3.91,17.19,-6.08,0,203,14.82
23.72,2228,6.51,2.08,0.43,87.8,32.5,13.78,-5.47,16.41,-6.66,0,203,14.82
23.82,2230.25,7.78,2.17,0.49,87.8,32.5,14.24,-5.47,16.41,-6.66,0,203,14.82
23.93,2231.75,8.97,2.25,0.54,87.8,31.5,14.81,-5.47,15.62,-6.08,0,203,14.82
24.04,2234.5,9.41,2.27,0.59,87.8,29.5,15.5,-3.91,16.41,-5.5,0,203,14.82
24.14,2235.25,9.19,2.24,0.57,87.8,28.5,15.5,-2.34,16.41,-5.21,0,203,14.82
24.24,2235.25,8.84,2.22,0.55,87.8,28.5,15.5,0,16.41,-5.36,0,203,14.82
24.34,2234.5,8.76,2.22,0.53,87.8,28.5,14.59,0.78,16.41,-5.36,0,203,14.82
24.44,2234.5,9.19,2.24,0.54,87.8,28.5,14.13,-1.56,18.75,-5.21,0,203,14.82
24.54,2240.75,9.59,2.26,0.57,87.8,28.5,14.01,-2.34,18.75,-5.36,0,203,14.71
24.64,2237,9.66,2.27,0.58,87.8,28.5,14.01,-3.91,18.75,-5.07,0,203,14.71
24.74,2239.25,9.63,2.26,0.57,87.8,27.5,14.7,-3.91,18.75,-4.78,0,203,14.71
24.84,2241,9.7,2.26,0.57,87.8,27.5,14.7,-3.12,18.75,-4.92,0,203,14.71
24.94,2241.5,10.06,2.28,0.58,87.8,27.5,14.59,-2.34,18.75,-4.63,0,203,14.71
25.05,2243,10.71,2.31,0.61,87.8,27,14.7,-1.56,18.75,-4.49,0,203,14.71
25.15,2244,11.58,2.35,0.61,87.8,26.5,14.59,-0.78,18.75,-4.49,0,203,14.71
25.25,2247.5,11.73,2.34,0.64,87.8,26,14.7,0,18.75,-4.2,-0.38,203,14.71
25.35,2250.75,11.8,2.34,0.64,87.8,23.5,14.36,0,18.75,-3.76,-0.38,203,14.71
25.45,2246.25,12.31,2.37,0.65,87.8,23,14.36,-0.78,18.75,-4.05,-0.38,203,14.71
25.56,2248.25,13.11,2.4,0.69,87.8,21,14.01,-0.78,18.75,-3.32,-0.38,203,14.71
25.66,2254.25,13.32,2.4,0.68,87.8,19.5,14.36,-0.78,18.75,-3.32,-0.38,203,14.59
25.77,2253.75,13.36,2.38,0.67,87.8,18.5,15.04,0,18.75,-3.32,-0.38,203,14.59
25.88,2251,14.22,2.4,0.68,87.8,18.5,14.81,0.78,18.75,-3.18,-0.38,203,14.59
25.99,2255.5,14.8,2.43,0.71,87.8,16.5,14.81,1.56,18.75,-2.74,-0.38,203,14.59
26.10,2259.75,14.21,2.4,0.7,87.8,15.5,14.7,3.12,18.75,-2.89,-0.38,203,14.59
26.20,2256,13.02,2.36,0.68,87.8,16.5,14.47,3.91,18.75,-3.03,-0.38,203,14.59
26.31,2256.75,11.43,2.31,0.61,87.8,18.5,14.36,3.12,18.75,-3.18,-0.38,203,14.59
26.42,2257.25,10.55,2.27,0.59,87.8,23,13.67,1.56,18.75,-4.05,-0.38,203,14.71
26.52,2262.75,9.38,2.23,0.55,87.8,25,13.67,0,18.75,-4.49,-0.38,203,14.71
26.62,2264.25,9.2,2.23,0.54,87.8,27.5,13.9,-2.34,18.75,-4.49,0,203,14.71
26.72,2265,9.2,2.23,0.55,87.8,28,13.55,-2.34,18.75,-4.78,0,203,14.71
26.83,2266.5,8.44,2.2,0.51,87.8,28.5,14.01,-3.12,18.75,-5.21,0,203,14.71
26.93,2268,7.97,2.17,0.5,87.8,29,14.01,-3.12,18.75,-5.21,0,203,14.82
27.03,2263.5,7.6,2.16,0.49,87.8,30,14.24,-3.91,17.19,-5.65,0,203,14.82
27.13,2262.5,7.67,2.15,0.48,87.8,30.5,14.36,-5.47,17.19,-5.94,0,203,14.82
27.23,2266.5,7.71,2.15,0.49,87.8,31,14.59,-5.47,16.41,-5.94,0,203,14.82
27.33,2266,5.1,2.03,0.43,87.8,31,14.59,-4.69,16.41,-6.23,0,203,14.82
27.44,2260.75,2.01,1.85,0.31,87.8,32.5,14.81,-4.69,15.62,-7.68,0,203,14.82
