Procede Data Log
OpenFlash Data File 1
13
Time[s],RPM,Throttle,MAF Volt.,Engine Load,Intake Air Temp.,Ignition Adv.,AFR,STFT,LTFT,FLKC,Oil Temp.,Command AFR,Fuel Sys. Status
3.40,731.5,0,1.39,0.33,118.4,8,14.47,2.34,0,0,203,14.94,2
3.51,735.5,0,1.39,0.32,118.4,7.5,14.47,2.34,0,0,203,14.94,2
3.61,740.25,0,1.41,0.33,118.4,7,14.47,1.56,0,0,203,14.94,2
3.71,744.25,0,1.39,0.32,118.4,7.5,14.47,1.56,0,0,203,14.94,2
3.81,742.5,0,1.38,0.31,118.4,7,14.47,1.56,0,0,203,14.94,2
3.91,744.5,0,1.37,0.3,118.4,7,14.47,1.56,0,0,203,14.94,2
4.02,744.5,0,1.4,0.29,118.4,7,14.36,1.56,0,0,203,14.94,2
4.12,746,0,1.4,0.32,118.4,7,14.36,1.56,0,0,203,14.94,2
4.22,749.75,0,1.4,0.32,118.4,7,14.36,1.56,0,0,203,14.94,2
4.33,749.25,0,1.39,0.3,118.4,6.5,14.24,0.78,0,0,203,14.94,2
4.43,745.5,0,1.41,0.31,118.4,6.5,14.24,0.78,0,0,203,14.94,2
4.54,743.75,0,1.41,0.32,118.4,7.5,14.36,0.78,0,0,203,14.94,2
4.65,743.5,0,1.38,0.32,118.4,7.5,14.24,0.78,0,0,203,14.94,2
4.75,740.5,0,1.4,0.32,118.4,7,14.24,0.78,0,0,203,14.94,2
4.86,739.5,0,1.41,0.33,118.4,7.5,14.36,0.78,0,0,203,14.94,2
4.96,732.75,0,1.4,0.3,118.4,8.5,14.36,0,0,0,203,14.94,2
5.06,735,0,1.41,0.34,118.4,8.5,14.47,0,0,0,203,14.94,2
5.16,733.25,0,1.42,0.34,118.4,8,14.47,0,0,0,203,14.94,2
5.26,734,0,1.4,0.32,118.4,8.5,14.47,0,0,0,203,14.94,2
5.36,730,0,1.41,0.34,118.4,8,14.47,0,0,0,203,14.94,2
5.46,728.25,0,1.41,0.33,118.4,8,14.47,0,0,0,203,14.94,2
5.56,731.75,0,1.41,0.33,118.4,8,14.59,0,0,0,203,14.94,2
5.67,736,0,1.42,0.34,118.4,7.5,14.59,0,0,0,201.2,14.94,2
5.77,739.5,0,1.41,0.32,118.4,7,14.59,0,0,0,201.2,14.94,2
5.87,744,0,1.4,0.33,118.4,6.5,14.7,0,0,0,201.2,14.94,2
5.97,751.5,0,1.39,0.3,118.4,6.5,14.59,0,0,0,203,14.94,2
6.08,752.25,0,1.42,0.33,118.4,6,14.59,0,0,0,201.2,14.94,2
6.19,756.75,0,1.41,0.32,118.4,6,14.59,0,0,0,201.2,14.94,2
6.30,759.5,0,1.41,0.32,118.4,5.5,14.59,0,0,0,201.2,14.94,2
6.40,756.25,0,1.41,0.3,118.4,6,14.59,0,0,0,201.2,14.94,2
6.51,753.25,0,1.42,0.33,118.4,6.5,14.59,0,0,0,201.2,14.94,2
6.61,746.25,0,1.4,0.32,118.4,7.5,14.59,0,0,0,201.2,14.94,2
6.72,738,0,1.41,0.33,118.4,8,14.59,0,0,0,201.2,14.94,2
6.82,735.5,0,1.39,0.33,118.4,8,14.59,0,0,0,201.2,14.94,2
6.92,732.5,0,1.39,0.32,118.4,8.5,14.47,0,0,0,201.2,14.94,2
7.02,731,0,1.41,0.34,118.4,8,14.59,0,0,0,201.2,14.94,2
7.12,733.25,0,1.41,0.33,118.4,7,14.59,0,0,0,201.2,14.94,2
7.22,741.5,0,1.39,0.32,118.4,7,14.59,0,0,0,201.2,14.94,2
7.33,739.5,0,1.42,0.33,118.4,7,14.59,0,0,0,201.2,14.94,2
7.43,746.25,0,1.4,0.32,118.4,6.5,14.59,0,0,0,201.2,14.94,2
7.54,750,0,1.38,0.3,118.4,6.5,14.59,0,0,0,201.2,14.94,2
7.64,750.75,0,1.4,0.3,118.4,6.5,14.59,-0.78,0,0,201.2,14.94,2
7.74,748.75,0,1.4,0.32,118.4,7,14.59,-0.78,0,0,201.2,14.94,2
7.85,746.75,0,1.4,0.33,118.4,7,14.59,-0.78,0,0,201.2,14.94,2
7.95,747.75,0,1.39,0.31,118.4,7,14.59,-0.78,0,0,201.2,14.94,2
8.06,743.5,0.1,1.4,0.32,118.4,7.5,14.59,-0.78,0,0,201.2,14.94,2
8.16,740.75,3.22,1.62,0.5,118.4,8,14.7,-0.78,0.78,0,201.2,14.94,2
8.27,741,3.66,1.69,0.58,118.4,10.5,14.7,-0.78,1.56,0,201.2,14.94,2
8.38,771.5,4.6,1.78,0.74,118.4,12,14.59,-0.78,1.56,0,201.2,14.94,2
8.49,820.75,6.06,1.85,0.76,118.4,13.5,14.81,-0.78,1.56,0,201.2,14.94,2
8.59,958,8.46,1.97,0.76,118.4,14,15.16,0,2.34,0,201.2,14.94,2
8.69,1156.25,11.11,2.08,0.84,118.4,11,15.39,1.56,0.78,0,201.2,14.94,2
8.80,1351.5,12.11,2.09,0.82,118.4,10,15.39,2.34,0.78,0,201.2,14.82,2
8.90,1450.5,10.49,2.05,0.64,118.4,9.5,15.27,3.12,0.78,0,201.2,14.71,2
9.00,1536.25,9.73,2.05,0.59,118.4,11,15.04,3.91,0.78,0,201.2,14.82,2
9.10,1655.75,9.86,2.09,0.58,118.4,15,14.81,3.12,0.78,0,201.2,14.82,2
9.20,1689,9.97,2.14,0.62,118.4,16.5,15.04,4.69,0.78,0,201.2,14.82,2
9.31,1781.25,11.11,2.16,0.63,118.4,16.5,15.39,5.47,0.78,0,201.2,14.82,2
9.41,1825,11.13,2.21,0.65,116.6,16,15.39,7.03,0.78,0,201.2,14.82,2
9.51,1873.75,10.98,2.23,0.63,116.6,16,15.04,8.59,0.78,0,201.2,14.82,2
9.61,2051.75,10.83,2.25,0.63,116.6,16.5,14.81,8.59,1.56,0,201.2,14.82,2
9.71,2108.25,10.5,2.25,0.58,116.6,17,14.59,8.59,1.56,0,201.2,14.82,2
9.81,2161.25,11.12,2.3,0.58,116.6,20.5,14.24,7.81,3.91,0,201.2,14.82,2
9.92,2223.25,10.63,2.3,0.6,116.6,21,13.9,7.03,3.91,0,201.2,14.82,2
10.02,2302.25,10.46,2.29,0.58,116.6,21.5,13.78,5.47,3.91,0,201.2,14.82,2
10.13,2337,9.46,2.25,0.57,114.8,23.5,13.55,0.78,3.91,0,201.2,14.94,2
10.23,2242.75,7.83,2.17,0.53,114.8,6.5,13.55,-0.78,3.91,0,201.2,14.94,2
10.33,2007.5,7.04,2.07,0.48,114.8,7,13.32,-1.56,3.91,0,201.2,14.94,2
10.43,1903.75,8.31,2.15,0.53,114.8,15,13.55,-4.69,3.12,0,201.2,14.94,2
10.54,1854.25,11.06,2.29,0.7,114.8,22.5,14.24,-5.47,3.12,0,201.2,14.94,2
10.64,1879.25,11.22,2.29,0.73,114.8,16.5,15.5,-2.34,3.91,0,201.2,14.94,2
10.74,1991.5,11.04,2.28,0.67,114.8,16,14.93,-1.56,3.91,0,201.2,14.82,2
10.85,2071,10.91,2.27,0.64,114.8,16,14.47,-2.34,3.91,0,201.2,14.82,2
10.96,2087.5,11.28,2.3,0.66,114.8,17,14.7,-2.34,3.91,0,201.2,14.82,2
11.06,2109,11.38,2.32,0.66,113,16.5,14.81,-0.78,3.91,0,201.2,14.82,2
11.16,2152.25,12.19,2.35,0.68,113,16,14.93,-0.78,3.91,0,201.2,14.82,2
11.26,2172.75,12.52,2.39,0.7,113,14.5,14.7,0.78,3.91,0,201.2,14.71,2
11.36,2184,12.19,2.36,0.68,113,13.5,14.7,1.56,3.91,0,203,14.71,2
11.47,2224.75,12.29,2.37,0.67,113,13.5,14.47,1.56,3.91,0,203,14.71,2
11.57,2238.25,12.67,2.4,0.68,113,13.5,14.24,1.56,3.91,0,203,14.71,2
11.67,2254.25,12.43,2.4,0.69,113,13.5,14.13,0,3.91,0,203,14.71,2
11.77,2273.75,12.73,2.37,0.66,113,13.5,14.13,0,3.91,0,203,14.71,2
11.88,2292.75,13.81,2.46,0.71,113,14,14.13,-1.56,3.91,0,203,14.71,2
11.98,2371.5,13.78,2.46,0.73,113,12.5,14.36,-2.34,3.91,0,203,14.71,2
12.08,2394.5,13.93,2.46,0.69,113,12,14.59,-1.56,3.91,0,203,14.59,2
12.19,2418,13.5,2.46,0.69,113,12.5,14.36,-1.56,3.91,0,203,14.59,2
12.29,2453.75,13.18,2.46,0.7,111.2,12.5,14.24,-1.56,3.91,0,203,14.59,2
12.39,2437,13.34,2.46,0.69,111.2,12.5,14.13,-2.34,3.91,0,203,14.59,2
12.49,2440.75,13.23,2.44,0.68,111.2,13,14.13,-2.34,3.91,0,203,14.71,2
12.59,2452,12.65,2.44,0.68,111.2,13.5,14.36,-3.12,3.91,0,203,14.71,2
12.69,2455.5,12.55,2.43,0.66,111.2,15,14.36,-3.12,3.91,0,203,14.71,2
12.79,2459,12.96,2.45,0.66,111.2,16,14.36,-3.12,3.91,0,203,14.71,2
12.89,2490,12.88,2.45,0.65,111.2,16,14.59,-2.34,3.91,0,203,14.71,2
12.99,2549.5,11.6,2.42,0.63,111.2,16.5,14.59,-2.34,3.91,0,203,14.71,2
13.09,2581.25,12.1,2.45,0.62,111.2,19.5,14.36,-1.56,3.91,0,203,14.71,2
13.19,2586.5,12.03,2.46,0.64,111.2,19.5,14.59,-2.34,3.91,0,203,14.82,2
13.29,2362.5,12.72,2.41,0.67,111.2,0,14.7,-1.56,3.91,0,203,14.71,2
13.40,2015.5,12.33,2.34,0.74,111.2,0,14.7,-0.78,3.91,0,203,14.71,2
13.50,1886.5,12.49,2.31,0.77,109.4,3,14.81,0,3.91,0,203,14.59,2
13.60,1857.75,13.95,2.37,0.77,109.4,8,14.81,0.78,3.91,0,203,14.59,2
13.70,1912.5,13.91,2.35,0.78,109.4,8,14.7,1.56,3.91,0,203,14.59,2
13.81,1939.5,13.78,2.35,0.75,109.4,7.5,14.47,2.34,3.91,0,203,14.47,2
13.92,1958.75,13.53,2.36,0.76,109.4,8,14.13,2.34,3.91,0,203,14.47,2
14.02,1978.25,12.56,2.33,0.7,109.4,8,14.01,2.34,3.91,0,203,14.47,2
14.12,2008,12.77,2.36,0.72,109.4,9,13.9,1.56,3.91,0,203,14.59,2
14.22,2031.75,12.14,2.32,0.7,109.4,9,14.01,0.78,3.91,0,203,14.59,2
14.32,2053,13.06,2.36,0.72,109.4,10,14.13,0.78,3.91,0,203,14.59,2
14.42,2054.5,11.2,2.28,0.64,109.4,11,14.36,0,3.91,0,203,14.59,2
14.52,2096.75,11.92,2.33,0.65,109.4,12.5,14.13,0,3.91,0,203,14.71,2
14.62,2121.25,11.48,2.32,0.68,107.6,12.5,14.13,-0.78,3.91,0,203,14.71,2
14.73,2133.75,10.24,2.26,0.61,107.6,15.5,14.36,-0.78,3.91,0,203,14.71,2
14.84,2150.5,11.78,2.32,0.62,107.6,17.5,14.24,-0.78,3.91,0,203,14.82,2
14.94,2198.75,10.99,2.32,0.64,107.6,17.5,14.36,-1.56,3.91,0,203,14.82,2
15.05,2205.25,11.13,2.35,0.62,107.6,18,14.59,-1.56,3.91,0,203,14.82,2
15.15,2234,11.65,2.36,0.65,107.6,18.5,14.59,-0.78,3.91,0,203,14.82,2
15.25,2249,10.46,2.31,0.6,107.6,18.5,14.59,-0.78,3.91,0,203,14.82,2
15.36,2264.25,10.24,2.29,0.59,107.6,21,14.59,-0.78,3.91,0,203,14.82,2
15.46,2278.5,10.25,2.29,0.59,107.6,23,14.24,-1.56,3.91,0,203,14.82,2
15.56,2309.75,7.51,2.23,0.55,107.6,23.5,14.36,-1.56,3.91,0,203,14.94,2
15.66,2312.5,5.8,1.99,0.4,107.6,28,14.47,-1.56,3.91,0,203,14.94,2
15.77,2316.75,3.36,1.82,0.27,107.6,33.5,14.36,-2.34,4.69,0,203,14.94,2
15.87,2325,1.33,1.7,0.21,107.6,36,14.47,-2.34,4.69,0,203,14.94,2
15.97,2341.25,0,1.49,0.14,107.6,38,14.47,-2.34,4.69,0,203,14.94,2
16.08,2324.75,0,1.46,0.12,107.6,38.5,14.47,-2.34,4.69,0,203,14.94,2
16.18,2328.25,0,1.46,0.12,107.6,35.5,14.36,-2.34,3.91,0,203,14.94,2
16.29,2318.75,0,1.46,0.12,107.6,32,14.01,-3.12,3.12,0,203,14.94,2
16.39,2306.5,0,1.45,0.11,107.6,30.5,13.55,-3.12,3.12,0,203,14.94,2
16.49,2323.25,0,1.45,0.11,107.6,29.5,13.09,0,2.34,0,203,15.06,2
16.60,2308.5,0,1.46,0.12,107.6,30.5,13.32,0,2.34,0,203,15.06,4
16.70,2308.5,0.01,1.46,0.12,107.6,30,13.55,0,2.34,0,203,15.06,4
16.81,2312.5,0.05,1.47,0.11,107.6,30,14.24,0,2.34,0,203,15.06,4
16.91,2315.25,1.28,1.58,0.16,107.6,30,14.59,0,1.56,0,203,15.06,4
17.02,2290.25,2.13,1.65,0.19,107.6,32.5,16.54,0,0,0,203,15.06,4
17.12,2316.75,2.92,1.73,0.2,107.6,35,16.42,0,-0.78,0,203,15.06,4
17.22,2316.25,4.77,1.83,0.26,107.6,40,16.31,0,-0.78,0,203,15.06,4
17.32,2324.25,6.58,2.09,0.4,107.6,41,16.42,0,0,0,203,15.06,4
17.42,2302,7.54,2.19,0.46,107.6,37,15.96,0,0.78,0,203,15.06,4
17.52,2303,9.65,2.36,0.61,105.8,34,14.93,0.78,0.78,0,203,14.94,4
17.62,2339.75,11.27,2.43,0.68,105.8,31,14.01,0,1.56,0,203,14.94,2
17.72,2342.5,11.24,2.43,0.69,105.8,24.5,14.47,-2.34,1.56,0,203,14.94,2
17.82,2362.75,11.26,2.41,0.68,105.8,21.5,14.81,-1.56,1.56,0,203,14.82,2
17.93,2380.75,11.22,2.37,0.63,105.8,20,15.27,0,3.91,0,203,14.82,2
18.03,2394.5,11.21,2.37,0.64,105.8,20,14.47,1.56,3.91,0,203,14.82,2
18.13,2415.75,11.31,2.41,0.62,105.8,20.5,14.13,0,3.91,0,203,14.82,2
18.23,2428,11.16,2.38,0.63,105.8,20.5,14.13,0,3.91,0,203,14.82,2
18.33,2436.75,10.64,2.36,0.59,105.8,22,14.36,-1.56,3.91,0,203,14.82,2
18.44,2469.25,10.58,2.38,0.6,105.8,23,14.36,-1.56,3.91,0,203,14.82,2
18.54,2494.25,10.54,2.37,0.6,105.8,24,14.47,-1.56,3.91,0,203,14.82,2
18.64,2499,10.76,2.39,0.6,105.8,24.5,14.7,-1.56,3.91,0,203,14.82,2
18.75,2537.25,12.69,2.5,0.64,105.8,23.5,14.93,-0.78,3.91,0,203,14.82,2
18.85,2561.25,12.53,2.49,0.68,105.8,19,15.16,0,3.91,0,203,14.82,2
18.95,2563.75,12.43,2.46,0.67,105.8,17.5,14.93,2.34,3.91,0,203,14.71,2
19.06,2606.5,13.7,2.55,0.7,105.8,16.5,14.47,1.56,3.91,0,203,14.71,2
19.17,2612.75,12.73,2.49,0.66,105.8,14.5,14.36,1.56,3.91,0,203,14.71,2
19.28,2631.75,14,2.56,0.67,105.8,15,14.13,1.56,3.91,0,203,14.71,2
19.38,2673.75,17.38,2.69,0.76,105.8,13,14.13,0,3.91,0,203,14.59,2
19.48,2695,21.74,2.85,0.97,105.8,11,14.47,0.78,3.91,0,203,14.47,2
19.58,2743,31.9,2.82,0.95,105.8,10.5,14.01,1.56,3.12,0,203,14.12,2
19.68,2772.75,38.35,2.86,0.89,105.8,10.5,13.67,0,3.12,0,203,14,2
19.79,2801,55.34,2.86,0.97,105.8,10.5,14.47,1.56,3.12,0,203,13.88,2
19.90,2847,60.92,2.84,1,105.8,11,14.24,4.69,2.34,0,203,13.88,2
20.01,2894.5,62.17,2.98,0.95,105.8,11.5,13.21,0,0,0,203,12.59,4
20.11,2918.75,65.14,2.95,1.03,104,11.5,13.21,0,0,0,203,12.59,4
20.22,2975.75,65.81,3.02,1.01,104,12,12.98,0,0,0,203,12.59,4
20.32,3017.75,65.95,2.97,1.02,104,12.5,12.86,0,0,0,203,12.59,4
20.42,3052.5,64.37,2.98,0.95,104,13,12.75,0,0,0,203,12.59,4
20.52,3073.25,62.81,2.97,1.03,102.2,13.5,12.75,0,0,0,203,12.59,4
20.63,3117.5,60.81,3.04,0.95,102.2,13.5,12.63,0,0,0,203,12.59,4
20.73,3177.75,59.12,3,1.05,102.2,14,12.86,0,0,0,203,12.59,4
20.84,3222.75,58.36,3.03,0.98,102.2,14.5,12.98,0,0,0,203,12.59,4
20.94,3248.5,62.62,3.03,1.03,102.2,14.5,12.86,0,0,0,203,12.59,4
21.05,3305,64.34,3.04,1.04,100.4,15,12.86,0,0,0,203,12.59,4
21.15,3328.5,69.5,3.04,1,100.4,15,12.86,0,0,0,203,12.59,4
21.25,3387.25,72.36,3.06,1.05,100.4,15,12.52,0,0,0,203,12.59,4
21.35,3409.5,77.19,3.1,0.94,98.6,15.5,12.63,0,0,0,203,12.59,4
21.46,3467.75,81.49,3.06,1,98.6,15.5,12.63,0,0,0,203,12.59,4
21.56,3506.5,85.99,3.08,1,98.6,15.5,12.63,0,0,0,203,12.59,4
21.66,3537,88.81,3.11,1.04,98.6,15.5,12.4,0,0,0,203,12.59,4
21.77,3597.5,95.15,3.13,1.02,98.6,16,12.4,0,0,0,203,12.59,4
21.88,3642.5,95.02,3.07,1.04,98.6,16,12.29,0,0,0,203,12.59,4
21.98,3676.25,94.97,3.11,0.94,96.8,16,12.4,0,0,0,203,12.59,4
22.08,3703.25,94.91,3.12,0.9,96.8,16.5,12.4,0,0,0,203,12.59,4
22.19,3743,94.82,3.16,0.9,96.8,16.5,12.17,0,0,0,203,12.59,4
22.30,3802.75,94.8,3.18,0.88,96.8,16.5,12.29,0,0,0,203,12.59,4
22.40,3830,94.61,3.19,0.93,96.8,17,12.52,0,0,0,203,12.59,4
22.50,3869.25,94.69,3.11,0.98,96.8,17,12.63,0,0,0,203,12.59,4
22.60,3930.25,94.4,3.18,0.97,95,17,12.29,0,0,0,203,12.59,4
22.70,3935,94.39,3.18,1.02,95,17,12.52,0,0,0,203,12.59,4
22.80,3996.25,94.21,3.19,1,95,17.5,12.63,0,0,0,203,12.59,4
22.90,4022.75,94.15,3.16,0.99,95,17.5,12.4,0,0,0,203,12.59,4
23.00,4076.25,94.03,3.21,0.96,95,17.5,12.4,0,0,0,203,12.59,4
23.11,4111.25,93.88,3.22,0.94,95,17.5,12.29,0,0,0,203,12.59,4
23.21,4134.25,93.76,3.24,0.99,95,17.5,12.29,0,0,0,203,12.47,4
23.32,4190.75,93.62,3.24,0.99,93.2,18,12.4,0,0,0,203,12.47,4
23.42,4222.5,93.4,3.24,1.01,93.2,18,12.4,0,0,0,203,12.47,4
23.53,4273.25,93.3,3.21,0.99,93.2,18,12.29,0,0,0,204.8,12.47,4
23.63,4324.25,93.19,3.28,0.93,93.2,18.5,12.29,0,0,0,204.8,12.47,4
23.74,4373.25,93.19,3.29,0.95,93.2,18.5,12.29,0,0,0,204.8,12.47,4
23.84,4399.75,93.02,3.34,0.95,93.2,18.5,12.17,0,0,0,204.8,12.47,4
23.94,4461,93,3.31,0.98,93.2,19,12.29,0,0,0,204.8,12.35,4
24.04,4488.75,90.88,3.3,0.98,93.2,19.5,12.06,0,0,0,204.8,12.35,4
24.14,4542.75,84.76,3.38,1.02,93.2,20,12.06,0,0,0,204.8,12.35,4
24.24,4599.75,77.94,3.4,0.99,93.2,20.5,12.06,0,0,0,204.8,12.24,4
24.34,4629.75,76,3.37,1.03,91.4,21,12.06,0,0,0,204.8,12.24,4
24.44,4648.5,75.15,3.47,1.05,91.4,21.5,12.06,0,0,0,204.8,12.24,4
24.55,4721,72.72,3.43,1.05,91.4,22,12.17,0,0,0,204.8,12.24,4
24.66,4761.5,73.49,3.41,1.04,91.4,22.5,12.17,0,0,0,204.8,12.24,4
24.76,4842.5,73.23,3.4,1.08,91.4,22.5,12.06,0,0,0,204.8,12.24,4
24.86,4855.5,72.31,3.47,1.1,91.4,23,12.29,0,0,0,204.8,12.24,4
24.97,4901.75,71.34,3.44,1.05,91.4,23,12.17,0,0,0,204.8,12.12,4
25.07,4989.5,68.26,3.52,1.06,91.4,23,12.29,0,0,0,204.8,12.12,4
25.17,5010,66.63,3.53,1.06,91.4,23.5,12.29,0,0.78,0,204.8,12.12,4
25.27,5036.25,64.85,3.5,1.06,91.4,23.5,12.4,0,0.78,0,204.8,12.12,4
25.37,5112.75,61.52,3.5,1,91.4,24,12.4,0,0.78,0,204.8,12.12,4
25.47,5151.25,62.59,3.52,1.04,89.6,24,12.29,0,1.56,0,204.8,12.12,4
25.58,5183.5,61.92,3.47,1.03,89.6,24,12.17,0,1.56,0,204.8,12.12,4
25.68,5251.25,60.78,3.55,1.04,89.6,24,12.17,0,3.91,0,204.8,12.12,4
25.79,5283.75,62.13,3.53,1.06,89.6,24,11.94,0,3.91,0,204.8,12.12,4
25.90,5315.75,69.57,3.58,1.02,89.6,24,11.94,0,3.91,0,204.8,12.12,4
26.01,5378.25,73.62,3.54,1.03,89.6,24.5,11.94,0,3.91,0,204.8,12.12,4
26.11,5406.5,74.09,3.61,1.05,89.6,24.5,11.83,0,3.91,0,204.8,12.12,4
26.22,5488,76.6,3.61,1.1,89.6,24.5,11.83,0,3.91,0,204.8,12.12,4
26.33,5534.25,76.05,3.61,1.06,89.6,24.5,11.94,0,3.91,0,204.8,12.12,4
26.43,5565.25,77.33,3.65,1.06,89.6,24.5,11.83,0,3.91,0,204.8,12.12,4
26.53,5606.5,75.24,3.65,1.08,89.6,24.5,11.94,0,3.91,0,204.8,12.12,4
26.63,5630.75,73.1,3.67,1.06,89.6,24.5,11.94,0,3.91,0,204.8,12.12,4
26.74,5729,68.92,3.68,1.07,89.6,24.5,11.94,0,3.91,0,204.8,12.12,4
26.84,5760.25,67.62,3.64,1.08,89.6,24.5,12.06,0,3.91,0,204.8,12.12,4
26.94,5768,67.1,3.64,1.1,89.6,25,12.06,0,3.91,0,204.8,12.12,4
27.04,5826,66.51,3.72,1.07,87.8,25,11.94,0,3.91,0,204.8,12.12,4
27.14,5863.5,66.08,3.71,1.04,87.8,25,11.94,0,3.91,0,204.8,12.12,4
27.24,5929.5,65.97,3.69,1.03,87.8,25,11.94,0,3.91,0,204.8,12.12,4
27.34,5959.25,45.32,3.62,1.07,87.8,25,11.94,0,3.91,0,204.8,12.12,4
27.44,5975.5,9.89,2.99,0.86,87.8,24,11.83,0,3.91,0,204.8,13.29,4
27.55,5881.25,3.77,2.54,0.34,87.8,32,11.37,0,3.12,0,204.8,14.24,4
27.65,5838.25,0,2.11,0.22,87.8,36.5,12.29,0,3.12,0,206.6,15.06,4
27.75,5884.75,0,2.1,0.17,87.8,37,13.9,0,3.12,0,206.6,15.06,4
27.85,5883.5,0,2.11,0.17,87.8,33,20.33,0,2.34,0,206.6,15.06,4
27.95,5574,0,2.08,0.18,87.8,31,20.33,0,2.34,0,206.6,15.06,4
28.06,5445.25,0,2.07,0.18,87.8,30,20.33,0,2.34,0,206.6,15.06,4
28.16,5340.5,0,2.05,0.17,87.8,30,20.33,0,0,0,206.6,15.06,4
28.26,5111,0,2.02,0.17,87.8,30,20.33,0,0,0,206.6,15.06,4
28.36,4884.75,0,2.01,0.18,87.8,30,20.33,0,0,0,206.6,15.06,4
28.46,4671.5,0,1.98,0.17,87.8,30,20.33,0,0,0,206.6,15.06,4
28.56,4563.25,0,1.95,0.17,87.8,30,20.33,0,0,0,206.6,15.06,4
28.66,4459.5,0,1.91,0.17,87.8,30,20.33,0,0,0,206.6,15.06,4
28.77,4247.25,0,1.88,0.17,87.8,30,20.33,0,0,0,206.6,15.06,4
28.88,4086.75,0,1.87,0.16,89.6,30,20.33,0,0,0,206.6,15.06,4
28.98,4104,0,1.79,0.15,89.6,30,20.33,0,0,0,206.6,15.06,4
29.08,4103.75,0,1.77,0.13,89.6,30,20.33,0,0,0,206.6,15.06,4
29.19,4103.75,0,1.77,0.13,89.6,30,20.33,0,0,0,206.6,15.06,4
29.29,4100.25,0,1.73,0.13,89.6,30,20.33,0,0,0,206.6,15.06,4
29.39,4094.75,0,1.74,0.12,89.6,30,20.33,0,0,0,206.6,15.06,4
29.49,4073.5,0,1.73,0.12,89.6,30,20.33,0,0,0,206.6,15.06,4
29.60,4081,0,1.71,0.12,89.6,30,20.33,0,0,0,206.6,15.06,4
29.70,4072.75,0,1.75,0.12,89.6,30,20.33,0,0,0,206.6,15.06,4
