Procede Data Log
OpenFlash Data File 1
13
Time[s],RPM,Throttle,MAF Volt.,Engine Load,Intake Air Temp.,Ignition Adv.,AFR,STFT,LTFT,Boost,FLKC,Oil Temp.,Command AFR
2.04,1567.5,10.95,2.09,0.65,87.8,14.5,14.47,0.78,20.31,-2.45,0,197.6,14.71
2.14,1562.5,11.31,2.13,0.68,87.8,14.5,14.81,3.91,20.31,-2.74,0,197.6,14.71
2.24,1554,11.28,2.12,0.67,87.8,14.5,14.59,2.34,20.31,-2.45,0,197.6,14.71
2.34,1557.75,11.18,2.12,0.67,87.8,14,14.36,3.91,20.31,-2.6,0,197.6,14.71
2.44,1547.5,8.27,2.07,0.63,87.8,14.5,14.36,2.34,20.31,-2.6,0,197.6,14.71
2.55,1548.75,6.61,1.91,0.47,87.8,16.5,14.01,2.34,20.31,-3.47,0,197.6,14.71
2.65,1518.75,6.09,1.89,0.48,86,21,14.24,3.12,20.31,-3.76,0,197.6,14.71
2.75,1502.25,6.13,1.89,0.47,86,22.5,14.36,2.34,20.31,-4.49,0,197.6,14.71
2.85,1463,5.32,1.86,0.47,86,23,14.47,1.56,20.31,-4.78,0,197.6,14.82
2.96,1448.25,5.05,1.84,0.46,86,24,14.01,0.78,19.53,-4.92,0,197.6,14.82
3.06,1451.75,4.58,1.8,0.42,86,24,13.55,-0.78,17.97,-5.07,0,197.6,14.82
3.16,1451,3.81,1.75,0.4,86,25,13.21,-2.34,17.97,-5.65,0,197.6,14.82
3.27,1458,3.14,1.71,0.34,86,25.5,12.98,-3.91,17.97,-5.94,0,197.6,14.82
3.37,1459,2.21,1.64,0.32,86,26.5,13.44,-5.47,17.97,-6.66,0,197.6,14.82
3.48,1460.75,1.74,1.59,0.25,86,27,13.44,-5.47,17.97,-6.95,0,197.6,14.94
3.59,1466.75,1.08,1.51,0.22,86,28.5,14.01,-4.69,17.97,-7.97,0,197.6,14.94
3.69,1470.75,1.07,1.51,0.21,86,29,14.36,-4.69,17.97,-7.97,0,197.6,14.94
3.80,1472.25,0.59,1.47,0.21,86,30.5,14.59,-3.91,17.97,-8.98,0,197.6,14.94
3.90,1474.75,0,1.39,0.16,86,33.5,14.7,-3.12,17.97,-9.42,0,197.6,14.94
4.01,1476.75,0,1.38,0.15,86,34,14.93,-3.12,17.97,-9.71,0,197.6,14.94
4.11,1463.75,0,1.39,0.15,86,29.5,15.16,-2.34,18.75,-10,0,197.6,14.94
4.21,1483.75,0,1.39,0.15,86,27,15.96,-2.34,18.75,-10.29,0,197.6,14.94
4.31,1484,0,1.38,0.15,86,22,15.73,-1.56,19.53,-10.58,0,197.6,14.94
4.42,1476.75,0,1.39,0.15,86,18.5,16.42,0,19.53,-10.58,0,197.6,15.06
4.52,1465.5,0,1.39,0.15,86,17,14.36,0,19.53,-10.58,0,197.6,15.06
4.63,1473.5,0,1.38,0.15,86,17.5,14.13,0,21.88,-10.58,0,197.6,15.06
4.73,1477.75,0,1.36,0.15,86,17,14.7,0,21.88,-10.72,0,197.6,15.06
4.84,1485.75,0,1.35,0.14,86,17,14.7,0,21.88,-10.72,0,197.6,15.06
4.94,1492.75,0,1.36,0.14,86,17.5,14.59,0,21.88,-10.72,0,197.6,15.06
5.05,1470.5,0,1.35,0.14,87.8,17.5,16.19,0,21.88,-10.87,0,197.6,15.06
5.15,1468.5,0,1.36,0.14,87.8,17,17.8,0,21.88,-10.87,0,197.6,15.06
5.25,1469.75,0,1.36,0.14,87.8,16.5,18.6,0,21.88,-10.87,0,197.6,15.06
5.36,1471.5,0,1.35,0.14,87.8,17,20.33,0,21.88,-10.72,0,197.6,15.06
5.46,1473.5,0,1.35,0.14,87.8,17,20.33,0,21.88,-10.87,0,197.6,15.06
5.56,1474.25,0,1.35,0.14,87.8,17,20.33,0,21.88,-10.87,0,197.6,15.06
5.66,1470.75,0,1.36,0.14,87.8,17,20.33,0,21.88,-10.87,0,197.6,15.06
5.76,1471.5,0,1.36,0.14,87.8,17,20.33,0,21.88,-10.72,0,197.6,15.06
5.87,1470,0,1.36,0.14,87.8,17,20.33,0,21.88,-10.72,0,197.6,15.06
5.97,1468.5,0,1.36,0.14,87.8,17,20.33,0,21.88,-10.72,0,197.6,15.06
6.08,1469.75,0,1.36,0.14,87.8,17,20.33,0,21.88,-10.87,0,197.6,15.06
6.18,1469.5,0,1.37,0.14,87.8,16.5,20.33,0,21.88,-10.87,0,197.6,15.06
6.28,1467,0,1.36,0.14,87.8,16.5,20.33,0,21.88,-10.72,0,197.6,15.06
6.39,1463,0,1.36,0.14,87.8,16.5,20.33,0,21.88,-10.72,0,197.6,15.06
6.50,1460.75,0,1.35,0.14,87.8,16.5,20.33,0,21.88,-10.72,0,197.6,15.06
6.60,1460,0,1.36,0.14,87.8,16.5,20.33,0,21.88,-10.72,0,197.6,15.06
6.71,1457,0,1.36,0.14,87.8,16.5,20.33,0,21.88,-10.72,0,197.6,15.06
6.81,1458.5,0,1.36,0.14,87.8,16.5,20.33,0,21.88,-10.72,0,197.6,15.06
6.91,1456.25,0,1.36,0.14,87.8,16.5,20.33,0,21.88,-10.72,0,197.6,15.06
7.01,1454.25,0,1.35,0.14,87.8,16.5,20.33,0,21.88,-10.72,0,197.6,15.06
7.11,1452,0,1.36,0.14,87.8,16,20.33,0,21.88,-10.72,0,197.6,15.06
7.22,1451.5,0,1.35,0.14,87.8,16,20.33,0,21.88,-10.72,0,197.6,15.06
7.32,1449,0,1.36,0.14,87.8,16,20.33,0,21.88,-10.72,0,197.6,15.06
7.42,1446,0,1.35,0.14,87.8,16,20.33,0,21.88,-10.58,0,197.6,15.06
7.52,1445.5,0,1.35,0.14,87.8,16,20.33,0,21.88,-10.72,0,197.6,15.06
7.63,1445.75,0,1.35,0.14,87.8,16,20.33,0,21.88,-10.72,0,197.6,15.06
7.74,1442,0,1.36,0.14,87.8,16,20.33,0,21.88,-10.72,0,197.6,15.06
7.84,1439.25,0,1.35,0.14,87.8,16,20.33,0,21.88,-10.72,0,197.6,15.06
7.95,1435.75,0,1.35,0.14,87.8,15.5,20.33,0,21.88,-10.72,0,197.6,15.06
8.06,1430,0,1.36,0.14,87.8,15.5,20.33,0,21.88,-10.72,0,197.6,15.06
8.16,1436.75,0,1.35,0.14,87.8,15.5,20.33,0,21.88,-10.72,0,197.6,15.06
8.27,1445,0,1.35,0.14,87.8,16,20.33,0,21.88,-10.58,0,197.6,15.06
8.37,1418.75,0,1.35,0.14,87.8,16,20.33,0,21.88,-10.58,0,197.6,15.06
8.47,1412.75,0,1.35,0.15,87.8,14.5,20.33,0,21.88,-10.58,0,197.6,15.06
8.58,1412.5,0,1.35,0.15,87.8,14.5,20.33,0,21.88,-10.58,0,197.6,15.06
8.69,1413.25,0,1.35,0.15,87.8,14.5,20.33,0,21.88,-10.58,0,197.6,15.06
8.80,1414.5,0,1.35,0.15,87.8,14.5,20.33,0,21.88,-10.58,0,197.6,15.06
8.90,1421.5,0,1.35,0.15,89.6,15,20.33,0,21.88,-10.58,0,197.6,15.06
9.01,1451,0,1.35,0.14,89.6,15,20.33,0,21.88,-10.58,0,197.6,15.06
9.11,1466.25,0,1.35,0.14,89.6,16,20.33,0,21.88,-10.72,0,197.6,15.06
9.21,1500.5,0,1.35,0.14,89.6,16.5,20.33,0,21.88,-10.72,0,197.6,15.06
9.31,1518.75,0,1.35,0.14,89.6,18.5,20.33,0,21.88,-10.72,0,197.6,15.06
9.41,1536.5,0,1.35,0.13,89.6,19,20.33,0,21.88,-10.72,0,197.6,15.06
9.51,1586,0,1.35,0.13,89.6,20,20.33,0,21.88,-10.72,0,197.6,15.06
9.61,1637,0,1.36,0.13,89.6,22,20.33,0,21.88,-10.87,0,197.6,15.06
9.72,1680.5,0,1.36,0.12,89.6,23,20.33,0,21.88,-10.72,0,197.6,15.06
9.82,1687.75,0,1.37,0.12,89.6,25.5,20.33,0,21.88,-10.72,0,197.6,15.06
9.92,1683.75,0,1.39,0.13,89.6,25.5,20.33,0,21.88,-10.72,0,197.6,15.06
10.03,1675.5,0,1.38,0.13,89.6,25.5,20.33,0,21.88,-10.72,0,197.6,15.06
10.13,1674.75,0,1.38,0.13,89.6,25,20.33,0,21.88,-10.72,0,197.6,15.06
10.23,1678.5,0,1.38,0.13,89.6,25,20.33,0,21.88,-10.72,0,197.6,15.06
10.34,1684.25,0,1.37,0.13,89.6,25,20.33,0,21.88,-10.58,0,197.6,15.06
10.45,1682.25,0,1.37,0.13,89.6,25,20.33,0,21.88,-10.72,0,197.6,15.06
10.56,1681.5,0,1.37,0.13,89.6,25,20.33,0,21.88,-10.58,0,197.6,15.06
10.66,1677,0,1.38,0.13,89.6,25,20.33,0,21.88,-10.58,0,197.6,15.06
10.76,1674.5,0.04,1.38,0.13,89.6,25,20.33,0,21.88,-10.72,0,197.6,15.06
10.86,1716,0.03,1.41,0.13,89.6,26,20.33,0,21.88,-10.72,0,197.6,15.06
10.96,1735.75,0.16,1.43,0.15,89.6,27,20.33,0,21.88,-10.72,0,197.6,15.06
11.06,1721,0.11,1.44,0.15,89.6,27.5,20.33,0,21.88,-10.72,0,197.6,15.06
11.17,1715,0.93,1.5,0.18,89.6,27,20.33,0,21.88,-10.72,0,197.6,15.06
11.28,1721.5,0.86,1.52,0.18,89.6,26.5,20.33,0,21.88,-10.58,0,197.6,15.06
11.39,1730.5,0,1.47,0.18,89.6,27,20.33,0,21.88,-10.58,0,197.6,15.06
11.50,1739.75,0,1.42,0.14,89.6,27,20.33,0,21.88,-10.72,0,197.6,15.06
11.60,1738.75,0,1.43,0.14,89.6,27.5,18.95,0,21.88,-10.72,0,197.6,15.06
11.70,1759.75,0,1.44,0.14,89.6,27.5,17.34,0,21.88,-10.72,0,197.6,15.06
11.80,1811.25,0,1.44,0.14,89.6,28.5,15.16,0,21.88,-10.87,0,197.6,15.06
11.90,1844.75,0,1.45,0.14,89.6,27.5,14.24,0,21.88,-10.87,0,197.6,14.94
12.00,1970.75,0,1.47,0.13,89.6,27.5,13.67,-0.78,21.88,-11.16,0,197.6,14
12.10,2032.5,0,1.49,0.14,89.6,28,13.32,-0.78,21.88,-11.01,0,197.6,14
12.21,2203,0.04,1.49,0.13,89.6,27.5,13.55,-1.56,21.88,-11.01,0,197.6,14.12
12.32,2242,0.98,1.54,0.15,89.6,28,13.44,-1.56,21.88,-10.87,0,197.6,14.12
12.43,2280.75,2.04,1.66,0.18,89.6,29,13.9,-2.34,21.88,-10.72,0,197.6,14.24
12.53,2315.5,2.36,1.7,0.2,89.6,34.5,13.67,-1.56,21.09,-10.43,0,197.6,14.24
12.63,2354.25,2.92,1.76,0.21,89.6,37,14.59,0,21.09,-10.43,0,197.6,14.35
12.73,2358.25,3.45,1.82,0.26,89.6,43.5,15.16,2.34,20.31,-10.14,0,197.6,14.35
12.83,2363.25,4.07,1.86,0.27,89.6,44,16.31,3.91,19.53,-9.71,0,197.6,14.47
12.93,2370.75,5.08,1.93,0.31,89.6,44,16.31,8.59,19.53,-9.56,0,197.6,14.47
13.04,2378.25,5.25,1.97,0.34,89.6,41,14.01,8.59,17.97,-8.69,0,197.6,14.47
13.14,2390.5,5.45,1.99,0.35,89.6,39.5,13.21,3.91,17.19,-8.69,0,197.6,14.59
13.25,2405.25,5.62,2.01,0.36,89.6,39,12.75,2.34,16.41,-8.4,0,197.6,14.59
13.35,2409.5,3.55,1.92,0.32,89.6,38.5,13.09,-1.56,15.62,-8.26,0,197.6,14.59
13.46,2380.25,0.77,1.8,0.27,87.8,39,13.44,-1.56,14.84,-8.55,0,197.6,14.71
13.56,2325.75,0,1.51,0.17,87.8,42,13.44,-2.34,14.84,-9.42,0,197.6,14.71
13.66,2290,0,1.49,0.13,87.8,41.5,13.9,-2.34,15.62,-9.85,0,197.6,14.82
13.76,2290.5,0,1.5,0.13,87.8,37,13.21,-2.34,16.41,-10.72,0,197.6,14.82
13.86,2250,0,1.51,0.13,87.8,35,13.32,-3.12,17.19,-10.87,0,197.6,14.94
13.97,2256.25,0,1.5,0.13,87.8,31,13.67,0,17.19,-10.87,0,197.6,15.06
14.07,2256,0,1.5,0.13,87.8,30,13.55,0,17.97,-10.87,0,197.6,15.06
14.18,2233.5,0,1.5,0.14,87.8,29.5,13.44,0,17.97,-11.01,0,197.6,15.06
14.29,2234.5,0,1.5,0.13,87.8,30,14.24,0,18.75,-11.01,0,197.6,15.06
14.40,2241.25,0,1.5,0.13,87.8,30,14.7,0,18.75,-11.01,0,197.6,15.06
14.50,2232.75,0,1.5,0.14,87.8,30.5,15.85,0,19.53,-10.87,0,197.6,15.06
14.60,2206.75,0,1.5,0.14,87.8,31,17.11,0,19.53,-10.87,0,197.6,15.06
14.70,2187.5,0,1.5,0.14,87.8,30.5,20.33,0,19.53,-10.87,0,197.6,15.06
14.80,2180.25,0,1.5,0.13,87.8,30,20.33,0,19.53,-10.87,0,197.6,15.06
14.90,2174.5,0,1.5,0.14,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
15.00,2162.25,0,1.49,0.14,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
15.10,2139.75,0,1.5,0.13,87.8,30.5,20.33,0,21.88,-10.72,0,197.6,15.06
15.20,2127.25,0,1.49,0.14,87.8,30.5,20.33,0,21.88,-10.58,0,197.6,15.06
15.30,2106.5,0,1.48,0.13,87.8,30.5,20.33,0,21.88,-10.72,0,197.6,15.06
15.40,2095,0,1.48,0.14,87.8,30.5,20.33,0,21.88,-10.72,0,197.6,15.06
15.51,2075.25,0,1.49,0.14,87.8,30.5,20.33,0,21.88,-10.72,0,197.6,15.06
15.61,2061.75,0,1.48,0.14,87.8,30.5,20.33,0,21.88,-10.58,0,197.6,15.06
15.72,2039.5,0,1.48,0.14,87.8,30.5,20.33,0,21.88,-10.72,0,197.6,15.06
15.83,2022.75,0,1.48,0.14,87.8,30.5,20.33,0,21.88,-10.58,0,197.6,15.06
15.93,2016.75,0,1.46,0.13,87.8,30,20.33,0,21.88,-10.72,0,197.6,15.06
16.03,2003.75,0,1.46,0.13,87.8,30,20.33,0,21.88,-10.72,0,197.6,15.06
16.14,1982.25,0,1.46,0.14,87.8,30.5,20.33,0,21.88,-10.72,0,197.6,15.06
16.24,1973.5,0,1.46,0.14,87.8,30.5,20.33,0,21.88,-10.72,0,197.6,15.06
16.35,1967.25,0,1.47,0.14,87.8,30,20.33,0,21.88,-10.72,0,197.6,15.06
16.46,1943.75,0,1.46,0.14,87.8,30,20.33,0,21.88,-10.72,0,197.6,15.06
16.56,1937,0,1.45,0.14,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
16.66,1930.5,0,1.45,0.14,87.8,30,20.33,0,21.88,-10.72,0,197.6,15.06
16.77,1912.25,0,1.44,0.14,87.8,30,20.33,0,21.88,-10.72,0,197.6,15.06
16.87,1904.75,0,1.45,0.14,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
16.98,1899,0,1.45,0.14,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
17.08,1888.75,0,1.45,0.14,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
17.18,1883.5,0,1.44,0.13,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
17.29,1869.5,0,1.43,0.14,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
17.39,1863.5,0,1.42,0.13,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
17.49,1857,0,1.43,0.14,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
17.60,1845,0,1.43,0.14,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
17.70,1835.75,0,1.42,0.13,87.8,30,20.33,0,21.88,-10.72,0,197.6,15.06
17.80,1831,0,1.42,0.13,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
17.91,1820.75,0,1.41,0.13,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
18.02,1817.5,0,1.42,0.13,87.8,30,20.33,0,21.88,-10.87,0,197.6,15.06
18.12,1803.75,0,1.41,0.13,87.8,30,20.33,0,21.88,-10.72,0,197.6,15.06
18.23,1796.75,0,1.41,0.13,87.8,30,20.33,0,21.88,-10.72,0,197.6,15.06
18.34,1792,0,1.41,0.13,87.8,29.5,20.33,0,21.88,-10.87,0,197.6,15.06
18.45,1781.5,0,1.41,0.13,87.8,29.5,20.33,0,21.88,-10.72,0,197.6,15.06
18.55,1771.25,0,1.41,0.13,87.8,29,20.33,0,21.88,-10.72,0,197.6,15.06
18.65,1767.25,0,1.41,0.13,87.8,28.5,20.33,0,21.88,-10.72,0,197.6,15.06
18.75,1760,0,1.41,0.14,89.6,28.5,20.33,0,21.88,-10.72,0,197.6,15.06
18.85,1754,0,1.4,0.13,89.6,28.5,20.33,0,21.88,-10.72,0,197.6,15.06
18.96,1742.75,0,1.39,0.13,89.6,28,20.33,0,21.88,-10.72,0,197.6,15.06
19.06,1729.5,0,1.39,0.13,89.6,27.5,20.33,0,21.88,-10.58,0,197.6,15.06
19.17,1726.5,0,1.39,0.13,89.6,27,20.33,0,21.88,-10.72,0,197.6,15.06
19.27,1709,0,1.39,0.13,89.6,26.5,20.33,0,21.88,-10.58,0,197.6,15.06
19.37,1698.5,0,1.39,0.13,89.6,26,20.33,0,21.88,-10.58,0,197.6,15.06
19.47,1667.5,0,1.38,0.13,89.6,25.5,20.33,0,21.88,-10.72,0,197.6,15.06
19.57,1604.5,0,1.38,0.14,89.6,23.5,20.33,0,21.88,-10.72,0,197.6,15.06
19.67,1574.75,0,1.37,0.14,89.6,22.5,20.33,0,21.88,-10.72,0,197.6,15.06
19.77,1627.75,1.92,1.54,0.21,89.6,22.5,20.33,0,21.88,-10.29,0,197.6,15.06
19.87,1642,1.93,1.61,0.23,89.6,23,20.33,0,21.88,-10.14,0,197.6,15.06
19.98,1666.5,1.22,1.55,0.22,89.6,23.5,20.33,0,21.88,-9.85,0,197.6,15.06
20.08,1730,0.32,1.49,0.18,89.6,25.5,20.33,0,21.88,-9.85,0,197.6,15.06
20.18,1749.25,0,1.44,0.16,89.6,28,20.33,0,21.88,-10.29,0,197.6,15.06
20.28,1803.25,0,1.43,0.14,89.6,29,20.33,0,21.88,-10.43,0,197.6,15.06
20.39,1903.25,0,1.43,0.14,89.6,28,18.26,0,21.88,-10.43,0,197.6,15.06
20.49,1894.5,0,1.45,0.14,89.6,30,16.54,0,21.88,-10.87,0,197.6,15.06
20.59,1869.75,0,1.47,0.15,89.6,32,14.59,0,21.88,-10.87,0,197.6,15.06
20.69,1764.5,0,1.48,0.16,89.6,31,13.44,0,21.88,-10.87,0,197.6,15.06
20.80,1691.25,0,1.47,0.16,89.6,28,13.55,0,21.88,-10.58,0,197.6,15.06
20.90,1616.75,0,1.47,0.17,89.6,26,13.55,0,21.88,-10.58,0,197.6,15.06
21.00,1590.5,0,1.46,0.17,89.6,23,13.9,0,21.88,-10.43,0,197.6,15.06
21.10,1611.75,0,1.44,0.16,89.6,22.5,14.13,0,21.88,-10.43,0,197.6,15.06
21.20,1538,0,1.41,0.16,89.6,22,14.93,0,21.88,-10.43,0,197.6,15.06
21.30,1479.5,0,1.41,0.17,89.6,20,18.03,0,21.88,-10.43,0,197.6,15.06
21.40,1464.5,0,1.42,0.17,89.6,17,19.06,0,21.88,-10.43,0,197.6,15.06
21.50,1440.75,0,1.42,0.17,89.6,16.5,20.33,0,21.88,-10.43,0,197.6,15.06
21.60,1423,0,1.4,0.16,89.6,16.5,20.33,0,21.88,-10.43,0,197.6,15.06
21.70,1406.25,0,1.39,0.16,89.6,15,20.33,0,21.88,-10.29,0,197.6,15.06
21.81,1388.25,0,1.39,0.16,89.6,14.5,20.33,0,21.88,-10.29,0,197.6,15.06
21.91,1347.75,0,1.39,0.17,89.6,14.5,20.33,0,21.88,-10.29,0,197.6,15.06
22.02,1333.75,0,1.39,0.17,89.6,13.5,20.33,0,21.88,-10.14,0,197.6,15.06
22.12,1319,0,1.37,0.16,89.6,13,20.33,0,21.88,-10,0,197.6,15.06
22.22,1273.75,0,1.36,0.16,89.6,12.5,20.33,0,21.88,-10.14,0,197.6,15.06
22.32,1242.25,0,1.37,0.17,89.6,12.5,20.33,0,21.88,-9.85,0,197.6,15.06
22.43,1205,0,1.36,0.18,89.6,12,20.33,0,21.88,-9.85,0,197.6,15.06
22.53,1148.5,0,1.37,0.18,89.6,12.5,20.33,0,21.88,-10,0,197.6,15.06
22.64,1007.75,0,1.37,0.22,89.6,0,20.33,0,21.88,-9.56,0,197.6,15.06
22.74,1000.5,0,1.39,0.24,89.6,14.5,20.33,0,21.88,-9.56,0,197.6,15.06
22.85,1066.5,0,1.38,0.21,89.6,7,20.33,0,21.88,-9.56,0,197.6,15.06
22.96,1136.5,0,1.37,0.19,89.6,7.5,20.33,0,21.88,-9.71,0,197.6,15.06
23.06,1153.75,0,1.35,0.18,89.6,8.5,20.33,0,21.88,-9.71,0,197.6,15.06
23.16,1144.5,0,1.35,0.18,89.6,10,20.33,0,21.88,-10,0,197.6,15.06
23.26,1151,0,1.35,0.18,89.6,9.5,20.33,0,21.88,-9.85,0,197.6,15.06
23.36,1151.5,0,1.36,0.18,89.6,9.5,20.33,0,21.88,-9.85,0,197.6,15.06
23.46,1153.5,0,1.36,0.18,89.6,9.5,20.33,0,21.88,-10,0,197.6,15.06
23.56,1172.5,0,1.34,0.17,89.6,9,19.06,0,21.88,-10.14,0,197.6,15.06
23.66,1129,0,1.36,0.18,89.6,12,16.88,0,21.88,-10.14,0,197.6,15.06
23.76,1080.5,0,1.37,0.21,89.6,13,15.96,0,21.88,-9.85,0,197.6,15.06
23.87,1006.5,0,1.37,0.21,89.6,13.5,14.7,0,21.88,-9.85,0,197.6,15.06
23.97,952,0,1.38,0.23,89.6,12.5,14.47,0,21.88,-9.71,0,197.6,14.94
24.07,897,0,1.39,0.25,89.6,13,15.16,0,21.88,-9.56,0,197.6,14.94
24.17,882,0,1.39,0.26,89.6,11.5,14.59,0,21.88,-9.42,0,197.6,14.94
24.27,874,0,1.38,0.26,89.6,11,14.36,-0.78,21.88,-9.42,0,197.6,14.94
24.38,859.25,0,1.37,0.25,89.6,11,13.9,-0.78,21.88,-9.27,0,197.6,14.94
24.49,834.25,0,1.37,0.26,89.6,11,13.67,-0.78,21.88,-9.27,0,197.6,14.94
24.59,829.75,0,1.36,0.26,89.6,10.5,13.9,-1.56,21.88,-9.13,0,197.6,14.94
24.70,813,0,1.37,0.27,89.6,11,14.24,-1.56,21.88,-8.98,0,197.6,14.94
24.80,803,0,1.36,0.27,89.6,10,14.47,-1.56,21.88,-8.84,0,197.6,14.94
24.91,802.75,0,1.36,0.27,89.6,9,14.81,-0.78,21.88,-8.84,0,197.6,14.94
25.01,824,0,1.36,0.26,89.6,7.5,16.19,-0.78,21.88,-8.69,0,197.6,14.94
25.11,845.75,0,1.37,0.26,89.6,6.5,16.31,0.78,21.88,-8.84,0,197.6,14.94
25.21,854.5,0,1.36,0.25,89.6,6,15.96,0.78,21.88,-8.84,0,197.6,14.94
25.31,852.75,0,1.37,0.26,89.6,6.5,15.96,0.78,21.88,-8.69,0,197.6,14.94
25.41,842,0,1.37,0.26,89.6,7,15.27,1.56,21.88,-8.69,0,197.6,14.94
25.51,834.75,0,1.36,0.26,89.6,7.5,15.85,1.56,21.88,-8.84,0,197.6,14.94
25.62,832.75,0,1.37,0.26,89.6,8,15.5,2.34,21.88,-8.69,0,197.6,14.94
25.73,820.25,0,1.37,0.26,89.6,8.5,15.96,2.34,21.88,-8.69,0,197.6,14.94
25.83,804.25,0,1.37,0.26,89.6,6,15.5,2.34,21.88,-8.55,0,197.6,14.94
25.93,787.25,0,1.37,0.27,89.6,8.5,15.96,3.12,21.88,-8.69,0,197.6,14.94
26.04,787.25,0,1.37,0.28,89.6,8.5,16.54,3.12,21.88,-8.69,0,197.6,14.94
26.14,792.25,0,1.38,0.27,89.6,7.5,15.85,3.91,21.88,-8.4,0,197.6,14.94
26.24,778.75,0,1.37,0.29,89.6,9,15.39,3.91,21.88,-8.4,0,197.6,14.94
26.34,787.5,0,1.37,0.28,89.6,8.5,16.19,3.91,21.88,-8.55,0,197.6,14.94
26.44,790,0,1.37,0.28,89.6,8,14.7,4.69,21.88,-8.4,0,197.6,14.94
26.54,788.5,0,1.38,0.28,89.6,8,15.27,4.69,21.88,-8.55,0,197.6,14.94
26.64,791.25,0,1.38,0.29,89.6,8.5,15.73,5.47,21.88,-8.26,0,197.6,14.94
26.75,779,0,1.38,0.28,89.6,8.5,15.5,5.47,21.88,-8.4,0,197.6,14.94
26.85,787.75,0,1.37,0.28,89.6,9,16.19,6.25,21.88,-8.4,0,197.6,14.94
26.96,786,0,1.37,0.27,89.6,8.5,15.85,7.03,21.88,-8.4,0,197.6,14.94
27.06,787.25,0,1.37,0.28,89.6,8,15.96,7.03,21.88,-8.26,0,197.6,14.94
27.16,779.75,0,1.37,0.28,89.6,9,15.5,7.81,21.88,-8.4,0,197.6,14.94
27.26,785.25,0,1.37,0.28,89.6,8.5,15.96,7.03,21.88,-8.26,0,197.6,14.94
27.36,785.5,0,1.37,0.28,89.6,7.5,15.16,7.03,21.88,-8.4,0,197.6,14.94
27.47,801,0,1.38,0.28,89.6,7,14.7,7.81,21.88,-8.26,0,197.6,14.94
27.57,790.25,0,1.37,0.28,89.6,8.5,14.93,6.25,21.88,-8.4,0,197.6,14.94
