Procede Data Log
OpenFlash Data File 1
13
Time[s],RPM,Throttle,MAF Volt.,Engine Load,Intake Air Temp.,Ignition Adv.,AFR,STFT,LTFT,FLKC,Oil Temp.,Command AFR,Fuel Sys. Status
2.58,805,0,1.27,0.2,131,5.5,15.04,-1.56,1.56,0,194,14.94,2
2.68,801.75,0,1.24,0.21,131,5.5,15.04,-1.56,1.56,0,194,14.94,2
2.78,803.75,0,1.24,0.19,131,5.5,15.04,-1.56,1.56,0,194,14.94,2
2.88,803.75,0,1.23,0.19,131,5.5,15.04,-1.56,1.56,0,194,14.94,2
2.98,801.5,0,1.23,0.18,131,4.5,15.04,-1.56,1.56,0,194,14.94,2
3.08,798,0,1.23,0.19,131,4.5,15.04,-1.56,1.56,0,194,14.94,2
3.18,795.25,0,1.24,0.2,131,4.5,15.04,-0.78,1.56,0,194,14.94,2
3.29,790.75,0,1.26,0.2,131,5,15.04,-0.78,1.56,0,194,14.94,2
3.39,784.75,0,1.26,0.21,131,5,15.04,-0.78,1.56,0,194,14.94,2
3.50,781.75,0,1.25,0.2,131,5,15.04,-0.78,1.56,0,194,14.94,2
3.60,781.75,0,1.23,0.19,131,5,15.04,-0.78,1.56,0,194,14.94,2
3.70,775.75,0,1.27,0.21,131,5,14.93,-0.78,1.56,0,194,14.94,2
3.81,780.25,0,1.24,0.2,131,5.5,14.93,-0.78,1.56,0,194,14.94,2
3.91,766.25,0,1.26,0.2,131,6.5,14.93,-0.78,1.56,0,194,14.94,2
4.01,716,0,1.44,0.35,131,11.5,14.93,-0.78,1.56,0,194,14.94,2
4.11,700.75,0,1.45,0.39,131,12.5,15.04,0,1.56,0,194,14.94,2
4.21,647,3.19,1.54,0.45,131,12.5,15.04,0,3.12,0,194,14.94,2
4.31,660,5.25,1.77,0.91,131,10,15.16,0,1.56,0,194,14.94,2
4.42,794,6.89,1.77,0.64,131,12,15.39,0.78,1.56,0,194,14.94,2
4.52,1051.75,5.37,1.78,0.69,131,16,15.27,1.56,1.56,0,194,14.94,2
4.62,1155,4.46,1.79,0.46,131,18,14.59,1.56,1.56,0,194,14.94,2
4.72,1328.5,2.43,1.63,0.33,131,21.5,13.55,-2.34,1.56,0,194,14.94,2
4.83,1354.5,1.5,1.56,0.28,131,23.5,14.13,-2.34,1.56,0,194,14.94,2
4.93,1324.25,0.71,1.45,0.21,131,24,14.47,-2.34,1.56,0,194,14.94,2
5.03,1269.25,0.72,1.5,0.25,131,22,15.04,0,3.12,0,194,14.94,2
5.14,1072.75,1.38,1.51,0.26,131,21.5,15.16,0,3.12,0,194,14.94,2
5.24,1046.5,1.72,1.6,0.35,131,20,15.04,0.78,1.56,0,194,14.94,2
5.35,1035,1.87,1.62,0.38,131,20,15.39,0.78,1.56,0,194,14.94,2
5.46,1072.5,1.95,1.6,0.35,131,20,15.73,1.56,1.56,0,194,14.94,2
5.56,1090.5,2.33,1.64,0.39,131,20,16.08,3.91,1.56,0,194,14.94,2
5.66,1104.25,2.33,1.63,0.36,131,21,16.19,5.47,1.56,0,194,14.94,2
5.76,1143,3.03,1.64,0.37,131,21,15.96,6.25,1.56,0,194,14.94,2
5.86,1177,3.4,1.72,0.41,131,21.5,15.62,6.25,1.56,0,194,14.94,2
5.96,1189.5,3.26,1.68,0.39,131,21.5,15.39,6.25,1.56,0,194,14.94,2
6.06,1246,3.23,1.7,0.39,131,22.5,15.27,6.25,1.56,0,194,14.94,2
6.16,1259.5,3.39,1.71,0.39,131,23,15.16,7.03,1.56,0,194,14.94,2
6.26,1292.5,4.16,1.77,0.4,131,23.5,15.04,7.03,1.56,0,194,14.94,2
6.36,1322.5,4.24,1.75,0.37,131,23.5,15.16,7.03,1.56,0,194,14.94,2
6.47,1340.75,5.7,1.86,0.42,131,24,15.27,7.81,1.56,0,194,14.94,2
6.57,1392,8.66,2.03,0.54,131,24,15.39,9.38,1.56,0,194,14.94,2
6.67,1435,9.83,2.16,0.72,131,21.5,15.62,10.16,1.56,0,194,14.94,2
6.77,1617.75,10.05,2.13,0.66,131,19,15.62,12.5,1.56,0,194,14.94,2
6.87,1691.25,9.4,2.11,0.58,131,18,15.04,13.28,1.56,0,194,14.94,2
6.98,1812.25,7.75,2.06,0.53,131,19,14.24,12.5,1.56,0,194,14.94,2
7.08,1874.5,7.99,2.1,0.5,131,20.5,13.78,10.94,1.56,0,194,14.94,2
7.18,1892,8.23,2.11,0.53,131,23.5,13.9,7.81,1.56,0,194,14.94,2
7.29,1938,8.75,2.16,0.56,131,23.5,14.24,7.81,1.56,0,194,14.94,2
7.39,1961.5,9.82,2.23,0.61,131,23,14.47,7.81,1.56,0,194,14.94,2
7.49,1995,9.63,2.23,0.62,131,20,14.93,8.59,1.56,0,194,14.94,2
7.60,2074.75,9.44,2.22,0.58,131,20.5,14.93,9.38,2.34,0,194,14.94,2
7.71,2137,9.38,2.22,0.55,131,21,14.47,9.38,2.34,0,194,14.94,2
7.81,2163.25,9.51,2.25,0.56,131,22.5,13.78,7.03,1.56,0,194,14.94,2
7.92,2228.5,10.22,2.3,0.61,131,22.5,13.9,4.69,2.34,0,194,14.94,2
8.03,2291.75,9.99,2.28,0.58,131,22.5,14.24,3.91,2.34,0,194,14.94,2
8.13,2306.75,9.65,2.27,0.56,131,6,14.59,4.69,3.12,0,194,14.94,2
8.23,2131,7.42,2.13,0.5,129.2,5.5,14.36,3.91,1.56,0,194,14.94,2
8.33,2037.75,7.19,2.09,0.48,129.2,6,14.01,2.34,1.56,0,194,14.94,2
8.44,1866.25,5.72,1.97,0.44,129.2,12.5,14.24,1.56,1.56,0,194,14.94,2
8.55,1756.5,6.21,1.94,0.46,129.2,23,14.59,2.34,1.56,0,194,14.94,2
8.66,1725.75,6.57,1.98,0.47,129.2,26,14.47,2.34,1.56,0,194,14.94,2
8.76,1711.25,6.07,1.95,0.47,129.2,26,14.24,1.56,1.56,0,194,14.94,2
8.86,1715.75,5.45,1.89,0.42,129.2,26,14.24,0.78,1.56,0,194,14.94,2
8.96,1713.75,4.69,1.84,0.4,129.2,27.5,14.36,0.78,1.56,0,194,14.94,2
9.07,1703,1.82,1.69,0.35,129.2,29,14.36,0,1.56,0,194,14.94,2
9.17,1679,0,1.5,0.19,129.2,29.5,14.24,0,1.56,0,194,14.94,2
9.28,1620,0,1.47,0.17,129.2,30,14.01,-0.78,1.56,0,194,14.94,2
9.38,1571.25,0,1.46,0.17,129.2,27.5,14.13,-0.78,1.56,0,194,14.94,2
9.48,1562.25,0,1.45,0.17,129.2,22.5,14.24,-0.78,1.56,0,194,14.94,2
9.58,1556.75,0,1.46,0.18,129.2,20.5,14.01,-0.78,1.56,0,194,14.94,2
9.68,1514.5,0,1.46,0.18,129.2,20,13.9,-1.56,1.56,0,194,14.94,2
9.78,1500.5,0,1.48,0.2,129.2,19,13.55,-1.56,1.56,0,194,14.94,2
9.89,1459.5,0,1.49,0.19,129.2,18,13.78,-2.34,1.56,0,194,14.94,2
9.99,1424.75,0,1.5,0.21,129.2,17,13.9,-2.34,1.56,0,194,14.94,2
10.09,1342,0,1.43,0.2,129.2,7.5,14.24,-3.12,1.56,0,194,14.94,2
10.19,1302.5,0,1.41,0.2,129.2,7.5,14.47,-3.12,1.56,0,194,14.94,2
10.29,1234.5,0,1.4,0.19,129.2,8.5,14.7,-2.34,1.56,0,194,14.94,2
10.39,1152.75,0,1.41,0.2,129.2,9,14.93,-2.34,1.56,0,194,14.94,2
10.49,1122,0,1.42,0.23,129.2,12,15.27,-2.34,1.56,0,195.8,14.94,2
10.59,1086,0,1.41,0.23,129.2,13,15.39,-1.56,1.56,0,195.8,14.94,2
10.69,973.75,0,1.46,0.25,129.2,13,15.39,-1.56,1.56,0,195.8,14.94,2
10.79,940,0,1.43,0.28,129.2,13,15.5,-0.78,1.56,0,195.8,14.94,2
10.9,885,0,1.45,0.27,129.2,12.5,15.39,-0.78,1.56,0,195.8,14.94,2
11.00,875,0,1.42,0.29,129.2,12.5,15.39,-0.78,1.56,0,195.8,14.94,2
11.11,843.75,0,1.43,0.3,129.2,11.5,15.27,0,1.56,0,195.8,14.94,2
11.21,832.75,0,1.42,0.31,129.2,11,15.39,0,1.56,0,195.8,14.94,2
11.31,821,0,1.4,0.3,129.2,11,15.27,0,1.56,0,195.8,14.94,2
11.41,810.5,0,1.39,0.28,129.2,10.5,15.27,0,1.56,0,195.8,14.94,2
11.52,817,0,1.37,0.29,129.2,10,15.27,0,1.56,0,195.8,14.94,2
11.62,833.5,0,1.38,0.27,129.2,9,15.16,0.78,1.56,0,195.8,14.94,2
11.73,833.5,0,1.4,0.28,129.2,9.5,15.16,0.78,1.56,0,195.8,14.94,2
11.84,828.5,0,1.37,0.27,129.2,7.5,15.16,0.78,1.56,0,195.8,14.94,2
11.94,823.75,0,1.37,0.28,129.2,8,15.16,0.78,1.56,0,195.8,14.94,2
12.04,816.5,0,1.33,0.25,129.2,8,15.16,0.78,1.56,0,195.8,14.94,2
12.15,815.25,0,1.36,0.26,129.2,7.5,15.04,0.78,1.56,0,195.8,14.94,2
12.25,811,0,1.37,0.27,129.2,8,14.93,0.78,1.56,0,195.8,14.94,2
12.36,802,0,1.37,0.27,129.2,8,14.7,0.78,1.56,0,195.8,14.94,2
12.46,801,0,1.36,0.29,129.2,7.5,14.59,0.78,1.56,0,195.8,14.94,2
12.56,799.25,0,1.38,0.28,129.2,8,14.59,0.78,1.56,0,195.8,14.94,2
12.66,797.5,0,1.39,0.29,129.2,7.5,14.59,0.78,1.56,0,195.8,14.94,2
12.76,805,0,1.37,0.27,129.2,7.5,14.47,0.78,1.56,0,195.8,14.94,2
12.86,809.75,0,1.38,0.28,129.2,7,14.47,0.78,1.56,0,195.8,14.94,2
12.97,818,0,1.37,0.28,129.2,7,14.47,0.78,1.56,0,195.8,14.94,2
13.07,821.25,1.43,1.42,0.29,129.2,7,14.47,0.78,1.56,0,195.8,14.94,2
13.18,827.25,11.69,2.17,0.93,129.2,9.5,14.59,0.78,1.56,0,195.8,14.94,2
13.28,978.5,15.1,2.3,1.69,129.2,6,14.7,0.78,1.56,0,195.8,14.94,2
13.38,1148.25,6.64,1.78,0.63,129.2,9,14.7,0.78,1.56,0,195.8,14.94,2
13.48,1454.75,3.63,1.64,0.42,129.2,13.5,13.78,0,1.56,0,195.8,14.94,2
13.59,1508,2.73,1.54,0.22,129.2,22.5,13.78,-2.34,1.56,0,195.8,14.94,2
13.69,1501,2.55,1.54,0.22,129.2,26.5,14.47,-1.56,1.56,0,195.8,14.94,2
13.79,1466.5,3.39,1.61,0.27,129.2,27.5,15.39,0.78,1.56,0,195.8,14.94,2
13.89,1411.5,5,1.7,0.31,129.2,27,15.62,2.34,1.56,0,195.8,14.94,2
13.99,1383,6.33,1.87,0.49,129.2,25.5,15.85,3.91,1.56,0,195.8,14.94,2
14.10,1439.25,7.27,1.94,0.52,129.2,25.5,16.08,4.69,1.56,0,195.8,14.94,2
14.20,1499,7.18,1.96,0.52,129.2,25.5,16.54,7.03,1.56,0,195.8,14.94,2
14.30,1604.75,7.65,2.01,0.53,129.2,26,16.31,8.59,1.56,0,195.8,14.94,2
14.40,1657.75,7.28,2.01,0.52,129.2,26,14.7,7.81,1.56,0,195.8,14.94,2
14.50,1702.75,6.93,1.97,0.47,129.2,26,14.47,7.81,1.56,0,195.8,14.94,2
14.61,1775,6.91,1.98,0.45,129.2,26.5,14.36,7.81,1.56,0,195.8,14.94,2
14.71,1800,6.9,1.98,0.45,129.2,27.5,14.24,7.03,1.56,0,195.8,14.94,2
14.82,1816.75,6.36,1.95,0.42,129.2,28,14.24,5.47,1.56,0,195.8,14.94,2
14.93,1899.75,6.99,2,0.43,129.2,29,14.36,5.47,1.56,0,195.8,14.94,2
15.04,1936.25,8.13,2.12,0.51,129.2,29.5,14.36,5.47,1.56,0,195.8,14.94,2
15.14,1973,9.57,2.24,0.61,129.2,27,14.36,4.69,1.56,0,195.8,14.94,2
15.25,2147,11.49,2.36,0.68,129.2,25.5,14.7,4.69,1.56,0,195.8,14.94,2
15.35,2219,13.48,2.4,0.7,129.2,20.5,14.47,5.47,2.34,0,195.8,14.94,2
15.45,2260,14.01,2.45,0.72,129.2,17.5,13.9,3.91,2.34,0,195.8,14.71,2
15.56,2153,12.38,2.34,0.71,129.2,0,14.47,3.12,2.34,0,195.8,14.71,2
15.66,1898.75,14.55,2.38,0.78,129.2,0,14.36,2.34,3.12,0,195.8,14.59,2
15.76,1827.25,15.24,2.33,0.76,129.2,5.5,14.7,3.12,3.12,0,195.8,14.59,2
15.87,1943.25,15.72,2.37,0.73,129.2,6,14.13,3.12,3.12,0,195.8,14.47,2
15.98,2054.5,15.69,2.41,0.8,129.2,6.5,13.9,1.56,5.47,0,195.8,14.47,2
16.08,2095.75,16.95,2.43,0.75,129.2,7,14.13,1.56,5.47,0,195.8,14.47,2
16.18,2203,17.14,2.49,0.77,129.2,7.5,13.9,1.56,5.47,0,195.8,14.47,2
16.29,2212,16.66,2.44,0.77,127.4,8,14.01,0,5.47,0,195.8,14.47,2
16.40,2213.75,17.61,2.49,0.79,127.4,8,14.01,0,5.47,0,195.8,14.47,2
16.50,2240.5,18.03,2.46,0.8,127.4,8,14.13,0,5.47,0,195.8,14.47,2
16.61,2273,16.63,2.45,0.73,127.4,8.5,14.47,1.56,5.47,0,195.8,14.35,2
16.71,2295.5,18.16,2.54,0.78,127.4,9,14.01,1.56,5.47,0,195.8,14.47,2
16.81,2364.75,18.15,2.48,0.77,127.4,9,14.13,0.78,5.47,0,195.8,14.47,2
16.91,2390.75,16.36,2.49,0.74,127.4,9,14.13,0.78,5.47,0,195.8,14.47,2
17.01,2422.5,15.7,2.51,0.7,127.4,9.5,14.13,0.78,5.47,0,195.8,14.47,2
17.12,2452.75,16.92,2.56,0.77,127.4,10,14.01,0.78,5.47,0,195.8,14.47,2
17.22,2483.25,17.08,2.55,0.79,127.4,9.5,14.24,0,5.47,0,195.8,14.47,2
17.32,2549.5,18.63,2.63,0.77,127.4,9.5,14.47,0.78,5.47,0,195.8,14.47,2
17.42,2580,20.02,2.67,0.84,125.6,9,14.24,1.56,5.47,0,195.8,14.35,2
17.52,2616.25,24.8,2.81,0.92,125.6,8.5,13.9,1.56,4.69,0,195.8,14.35,2
17.62,2720.5,38.71,2.85,0.98,125.6,8.5,14.13,0.78,4.69,0,195.8,14,2
17.72,2847.75,36.24,2.82,0.9,125.6,9.5,13.78,0.78,3.91,0,195.8,14,2
17.83,2921.25,28.63,2.84,0.91,125.6,9.5,13.9,1.56,3.91,0,195.8,14,2
17.93,2949.25,19.51,2.66,0.88,125.6,10,13.9,3.12,3.12,0,195.8,14,2
18.03,2961.25,10.74,2.38,0.53,123.8,10.5,14.13,3.12,3.12,0,195.8,14.12,2
18.13,2820.5,5.58,2.08,0.42,123.8,16,14.36,3.91,2.34,0,195.8,14.82,2
18.24,2865,2.65,1.81,0.22,123.8,33.5,14.13,5.47,1.56,0,195.8,14.82,2
18.34,2781.75,1.75,1.71,0.19,123.8,34.5,13.44,4.69,1.56,0,195.8,14.82,2
18.44,2757,0.38,1.55,0.13,123.8,33.5,12.75,-0.78,1.56,0,195.8,14.82,2
18.54,2641.25,0,1.5,0.11,122,32,12.29,-1.56,1.56,0,195.8,14.82,2
18.64,2554.5,0,1.49,0.11,122,34.5,12.4,0,1.56,0,195.8,14.82,2
18.74,2408.25,0,1.54,0.14,122,34.5,12.52,0,1.56,0,195.8,14.94,2
18.84,1985.25,0,1.53,0.15,122,34.5,12.75,-0.78,1.56,0,195.8,14.94,2
18.95,1881.75,0,1.53,0.17,122,34.5,12.98,-1.56,1.56,0,195.8,14.94,2
19.05,1831.75,0,1.54,0.18,122,31.5,13.32,-2.34,1.56,0,195.8,14.94,2
19.16,1758,0,1.54,0.19,122,30.5,13.55,-2.34,1.56,0,195.8,14.94,2
19.27,1727.5,0,1.51,0.18,122,28,13.78,-3.12,1.56,0,195.8,14.94,2
19.38,1702,0,1.5,0.18,122,26,14.24,-3.12,1.56,0,195.8,14.94,2
19.49,1632,0,1.5,0.18,122,25,14.59,-3.12,1.56,0,195.8,14.94,2
19.59,1609.5,0,1.49,0.18,122,23.5,15.16,-3.12,1.56,0,195.8,14.94,2
19.70,1572.5,0,1.47,0.18,122,22,15.5,-2.34,1.56,0,195.8,14.94,2
19.81,1543,0,1.47,0.18,122,21,15.73,-2.34,1.56,0,195.8,14.94,2
19.92,1492.5,0,1.47,0.19,122,19,16.19,-1.56,1.56,0,195.8,14.94,2
20.03,1400.75,0,1.45,0.18,122,17.5,16.42,-0.78,1.56,0,195.8,14.94,2
20.13,1296.75,0,1.46,0.22,122,16.5,16.42,0,1.56,0,195.8,14.94,2
20.24,1064.75,0,1.5,0.27,122,15,16.42,0,1.56,0,195.8,14.94,2
20.34,1005,0,1.5,0.3,122,14.5,16.42,1.56,1.56,0,195.8,14.94,2
20.45,961.75,0,1.51,0.33,122,12.5,16.54,1.56,1.56,0,195.8,14.94,2
20.56,956.75,0,1.48,0.31,122,11.5,16.54,2.34,1.56,0,195.8,14.94,2
20.66,960.5,0,1.48,0.3,122,9.5,16.65,3.12,1.56,0,195.8,14.94,2
20.77,983.5,0,1.46,0.28,122,9,16.65,3.91,1.56,0,195.8,14.94,2
20.88,1025.5,0,1.45,0.27,122,9,16.42,4.69,1.56,0,195.8,14.94,2
20.98,1040,0,1.47,0.26,122,9,15.85,4.69,1.56,0,195.8,14.94,2
21.08,1032.75,0,1.46,0.26,122,10,15.5,5.47,1.56,0,195.8,14.94,2
21.18,977.5,0,1.46,0.26,122,11,15.16,5.47,1.56,0,195.8,14.94,2
21.28,951.75,0,1.45,0.28,122,12,14.81,4.69,1.56,0,195.8,14.94,2
21.39,915.5,0,1.45,0.3,122,11.5,14.59,4.69,1.56,0,195.8,14.94,2
21.49,909.25,0,1.45,0.29,122,11,14.47,4.69,1.56,0,195.8,14.94,2
21.59,924.5,0,1.51,0.31,122,9.5,14.36,4.69,1.56,0,195.8,14.94,2
21.69,931.75,0,1.5,0.33,122,10,14.24,3.91,1.56,0,195.8,14.94,2
21.80,920.25,0,1.48,0.31,122,10,14.24,3.91,1.56,0,195.8,14.94,2
21.90,889,0,1.45,0.31,122,11,14.13,3.91,1.56,0,195.8,14.94,2
22.00,878.25,0,1.46,0.31,122,11,14.24,3.91,1.56,0,195.8,14.94,2
22.10,853,0,1.48,0.33,122,11,14.24,3.12,1.56,0,195.8,14.94,2
22.20,842,0.1,1.5,0.34,123.8,10.5,14.36,3.12,1.56,0,195.8,14.94,2
22.30,841,3.5,1.66,0.49,123.8,10.5,14.24,3.12,1.56,0,195.8,14.94,2
22.40,886,5.71,1.91,0.79,123.8,11.5,14.36,3.12,1.56,0,195.8,14.94,2
22.50,943.25,10.25,2.14,0.92,123.8,14.5,14.47,2.34,1.56,0,195.8,14.94,2
22.60,1037.75,23.55,2.23,1.28,123.8,6.5,14.7,2.34,1.56,0,195.8,14.82,2
22.70,1333.25,12.8,2.04,0.75,123.8,7,15.62,4.69,1.56,0,195.8,14.71,2
22.80,1664.5,10.33,2.06,0.55,123.8,10,15.04,5.47,1.56,0,195.8,14.71,2
22.90,1796.75,6.67,1.99,0.49,123.8,14,14.7,4.69,1.56,0,195.8,14.94,2
23.00,1805.75,7.27,1.97,0.45,123.8,21,14.81,4.69,1.56,0,195.8,14.94,2
23.10,1805.25,7.45,2.05,0.53,123.8,24,14.7,5.47,1.56,0,195.8,14.94,2
23.20,1815,7.76,2.08,0.51,123.8,24,14.81,6.25,1.56,0,195.8,14.94,2
23.30,1855,9.32,2.14,0.57,123.8,24,14.93,6.25,1.56,0,195.8,14.94,2
23.40,1886.75,9.33,2.22,0.62,123.8,22,15.04,7.81,1.56,0,195.8,14.94,2
23.50,1992.75,9.38,2.21,0.6,123.8,22,14.93,8.59,1.56,0,195.8,14.94,2
23.60,2111,9.78,2.24,0.59,123.8,22,14.7,8.59,2.34,0,195.8,14.94,2
23.71,2160,9.6,2.27,0.58,123.8,22.5,14.36,7.81,2.34,0,195.8,14.94,2
23.81,2253.25,10.44,2.32,0.59,123.8,23,14.13,7.03,2.34,0,195.8,14.94,2
23.91,2346.75,7.82,2.14,0.56,123.8,25.5,14.36,5.47,1.56,0,195.8,14.94,2
24.02,2362,3.13,1.99,0.4,123.8,29,14.24,5.47,1.56,0,195.8,14.82,2
24.12,2292.75,1.76,1.68,0.23,123.8,34,14.24,5.47,1.56,0,195.8,14.94,2
24.22,2267.5,0.67,1.6,0.2,123.8,36,14.01,3.91,1.56,0,195.8,14.94,2
24.32,2253.25,0,1.49,0.13,123.8,37,13.78,3.12,1.56,0,195.8,14.94,2
24.42,2120,0,1.43,0.11,123.8,29,13.9,3.12,1.56,0,195.8,14.94,2
24.52,2042.5,0,1.4,0.12,123.8,32.5,13.32,2.34,1.56,0,195.8,14.94,2
24.62,1834,0,1.39,0.12,123.8,34.5,12.86,1.56,1.56,0,195.8,14.94,2
24.72,1698,0,1.43,0.16,123.8,30.5,12.63,0,1.56,0,195.8,15.06,4
24.83,1484.5,0,1.47,0.18,123.8,22,12.75,0,1.56,0,195.8,15.06,4
24.93,1417.25,0,1.47,0.19,123.8,17,12.75,0,1.56,0,195.8,15.06,4
25.03,1375.75,0,1.48,0.21,123.8,16,12.98,0,1.56,0,195.8,15.06,4
25.13,1344.25,0,1.47,0.21,123.8,14,13.32,0,1.56,0,195.8,15.06,4
25.23,1199.5,0,1.46,0.23,123.8,14.5,13.67,0,1.56,0,195.8,15.06,4
25.34,1126.25,0,1.47,0.24,125.6,14.5,14.13,0,1.56,0,195.8,15.06,4
25.45,1023.25,0,1.48,0.26,125.6,14.5,14.59,0,1.56,0,195.8,15.06,4
25.55,969,0,1.48,0.29,125.6,14.5,16.31,0,1.56,0,195.8,15.06,4
25.65,912.5,0,1.48,0.3,125.6,10,18.15,0,1.56,0,195.8,15.06,4
25.75,1052.25,0,1.46,0.29,125.6,8,20.33,0,1.56,0,195.8,15.06,4
25.86,1076.75,0,1.44,0.24,125.6,7.5,20.33,0,1.56,0,195.8,15.06,4
25.97,1101,0,1.43,0.23,125.6,9,20.33,0,1.56,0,195.8,15.06,4
26.07,1090,0,1.43,0.23,123.8,9.5,20.33,0,1.56,0,195.8,15.06,4
26.17,1077.5,0,1.42,0.22,123.8,10.5,20.33,0,1.56,0,195.8,15.06,4
26.27,1073.25,0,1.41,0.23,123.8,9,20.33,0,1.56,0,195.8,15.06,4
26.37,1141.75,0,1.4,0.21,123.8,8,19.18,0,1.56,0,195.8,15.06,4
26.47,1193.75,0,1.39,0.19,123.8,8,17.46,0,1.56,0,195.8,15.06,4
26.58,1225,0,1.38,0.18,123.8,8.5,15.39,0,1.56,0,195.8,15.06,4
26.69,1217.75,0,1.37,0.18,123.8,10.5,14.7,0,1.56,0,195.8,15.06,4
26.79,1198.25,0,1.37,0.18,123.8,11.5,13.9,0,1.56,0,195.8,14.94,2
26.89,1105.75,0,1.37,0.19,123.8,12,13.55,-0.78,1.56,0,195.8,14,2
27.00,1083.25,0,1.37,0.2,123.8,12,13.44,-1.56,1.56,0,195.8,14.12,2
27.10,1065.25,0,1.4,0.23,123.8,12,13.32,-1.56,1.56,0,195.8,14.12,2
27.20,1043.25,0,1.39,0.23,123.8,11,13.09,-2.34,1.56,0,195.8,14.12,2
27.31,1008.75,0,1.39,0.23,123.8,11,13.21,-3.12,1.56,0,195.8,14.24,2
27.41,995.75,0,1.39,0.24,123.8,11.5,13.09,-3.91,1.56,0,195.8,14.24,2
27.51,956.25,0,1.38,0.23,123.8,11.5,13.32,-3.91,1.56,0,195.8,14.35,2
27.61,925.25,0,1.37,0.24,123.8,11,13.44,-3.91,1.56,0,195.8,14.35,2
27.72,909,0,1.39,0.26,123.8,11.5,13.55,-3.91,1.56,0,195.8,14.47,2
27.82,872,0,1.37,0.26,123.8,11.5,13.9,-3.91,1.56,0,195.8,14.47,2
27.92,845.25,0,1.37,0.26,123.8,11.5,14.13,-3.91,1.56,0,195.8,14.47,2
28.02,826.25,0,1.37,0.26,123.8,11.5,14.47,-3.12,1.56,0,195.8,14.59,2
28.12,788.25,0,1.37,0.27,123.8,11.5,14.59,-2.34,1.56,0,195.8,14.59,2
28.22,781,0,1.38,0.28,125.6,11.5,14.81,-2.34,1.56,0,195.8,14.71,2
28.32,769,0,1.39,0.29,125.6,10.5,15.04,-1.56,1.56,0,195.8,14.71,2
28.42,773.75,0,1.37,0.28,125.6,10,15.16,-1.56,1.56,0,195.8,14.71,2
28.52,766.5,0,1.37,0.29,125.6,8,15.5,-0.78,1.56,0,195.8,14.82,2
28.62,761.25,0,1.36,0.29,125.6,8,15.5,0,1.56,0,195.8,14.82,2
28.72,759.75,0,1.38,0.29,125.6,8,15.62,0,1.56,0,195.8,14.94,2
28.83,752,0,1.38,0.29,125.6,7,15.73,0.78,1.56,0,195.8,14.94,2
28.94,760.5,0,1.35,0.26,125.6,7,15.73,0.78,1.56,0,195.8,14.94,2
29.04,762.25,0,1.36,0.27,125.6,6.5,15.85,1.56,1.56,0,195.8,14.94,2
29.15,768.75,0,1.35,0.27,125.6,6.5,15.85,1.56,1.56,0,195.8,14.94,2
29.25,768.75,0,1.36,0.28,125.6,6,15.85,2.34,1.56,0,195.8,14.94,2
