Procede Data Log
OpenFlash Data File 1
13
Time[s],RPM,Throttle,MAF Volt.,Engine Load,Intake Air Temp.,Ignition Adv.,AFR,STFT,LTFT,Boost,FLKC,Oil Temp.,Command AFR
5.50,2097.25,0,1.82,0.3,98.6,1,19.64,0,0,-8.55,0,147.2,15.06
5.60,2092.75,0,1.84,0.29,98.6,1,19.87,0,0,-8.69,0,149,15.06
5.71,2095,0,1.84,0.3,98.6,1,19.06,0,0,-8.55,0,149,15.06
5.81,2093,0,1.84,0.3,98.6,1,19.41,0,0,-8.69,0,149,15.06
5.91,2094.25,0,1.85,0.3,98.6,1,19.18,0,0,-8.55,0,149,15.06
6.02,2097,0,1.82,0.3,98.6,1,18.95,0,0,-8.69,0,149,15.06
6.12,2102.5,0,1.82,0.29,98.6,1,18.95,0,0,-8.84,0,149,15.06
6.22,2110.75,0,1.82,0.29,98.6,1,19.06,0,0,-8.98,0,149,15.06
6.33,2107.75,0,1.83,0.3,98.6,1,19.75,0,0,-8.98,0,149,15.06
6.43,2092.5,0,1.83,0.29,96.8,1,19.75,0,0,-8.98,0,149,15.06
6.53,2091.5,0,1.82,0.29,96.8,1,19.18,0,0,-8.98,0,149,15.06
6.64,2100.25,0,1.83,0.3,96.8,1,18.95,0,0,-8.98,0,149,15.06
6.75,2096.5,0,1.82,0.3,96.8,1,18.6,0,0,-8.84,0,149,15.06
6.85,2095,0,1.83,0.3,96.8,1,18.26,0,0,-8.69,0,149,15.06
6.96,2095.25,0,1.83,0.3,96.8,1,18.95,0,0,-8.69,0,149,15.06
7.06,2086.5,0,1.81,0.29,96.8,1,18.26,0,0,-8.84,0,149,15.06
7.16,2088.5,0,1.83,0.29,96.8,1,17.92,0,0,-8.69,0,149,15.06
7.26,2088.75,0,1.81,0.3,96.8,1,18.49,0,0,-8.69,0,149,15.06
7.36,2090.75,0,1.83,0.3,96.8,1,18.72,0,0,-8.69,0,149,15.06
7.46,2090.25,0,1.81,0.29,96.8,1,18.83,0,0,-8.69,0,149,15.06
7.56,2091.75,0,1.84,0.3,96.8,1,18.95,0,0,-8.69,0,149,15.06
7.66,2083.5,0,1.83,0.3,96.8,1,18.15,0,0,-8.55,0,149,15.06
7.76,2089.5,0,1.83,0.31,96.8,1,18.15,0,0,-8.69,0,149,15.06
7.86,2080,0,1.82,0.3,96.8,1,18.03,0,0,-8.69,0,149,15.06
7.96,2074.25,0,1.82,0.3,96.8,1,18.6,0,0,-8.69,0,149,15.06
8.06,2083.75,0,1.83,0.3,96.8,1,18.26,0,0,-8.69,0,149,15.06
8.16,2089,0,1.83,0.31,96.8,1,18.15,0,0,-8.69,0,149,15.06
8.27,2089.75,0,1.83,0.3,96.8,1,18.72,0,0,-8.55,0,149,15.06
8.38,2091.25,0,1.85,0.3,96.8,1,18.37,0,0,-8.55,0,149,15.06
8.48,2094.5,0,1.84,0.3,96.8,1,18.37,0,0,-8.55,0,149,15.06
8.59,2097.25,0,1.83,0.29,96.8,1,18.72,0,0,-8.55,0,149,15.06
8.69,2090.75,0,1.83,0.3,96.8,1,18.03,0,0,-8.69,0,149,15.06
8.80,2111.5,0,1.83,0.29,96.8,1,18.37,0,0,-8.69,0,149,15.06
8.90,2116.75,0,1.84,0.3,96.8,1,18.26,0,0,-8.69,0,149,15.06
9.00,2118.5,0,1.85,0.3,96.8,1,18.49,0,0,-8.69,0,149,15.06
9.10,2132.25,0,1.83,0.3,96.8,1,17.8,0,0,-8.69,0,149,15.06
9.20,2127.5,0,1.83,0.3,96.8,1,18.26,0,0,-8.69,0,150.8,15.06
9.30,2133.75,0,1.83,0.3,96.8,1,18.15,0,0,-8.84,0,150.8,15.06
9.40,2121.25,0,1.84,0.29,96.8,1,18.37,0,0,-8.69,0,150.8,15.06
9.50,2126.75,0,1.82,0.29,96.8,1,18.49,0,0,-8.69,0,150.8,15.06
9.60,2109.5,0,1.82,0.29,96.8,1,18.83,0,0,-8.69,0,150.8,15.06
9.70,2114.5,0,1.81,0.28,96.8,1,18.37,0,0,-8.84,0,150.8,15.06
9.80,2120,0,1.83,0.29,96.8,1,18.37,0,0,-8.69,0,150.8,15.06
9.90,2121,0,1.85,0.29,96.8,1,18.15,0,0,-8.69,0,150.8,15.06
10.00,2117,0,1.83,0.3,96.8,1,18.6,0,0,-8.84,0,150.8,15.06
10.11,2121,0,1.84,0.29,96.8,1,18.83,0,0,-8.98,0,150.8,15.06
10.21,2119,0,1.81,0.29,96.8,1,18.95,0,0,-8.84,0,150.8,15.06
10.31,2118,0,1.84,0.29,96.8,1,18.37,0,0,-8.84,0,150.8,15.06
10.41,2124.25,0,1.82,0.29,96.8,1,18.6,0,0,-8.84,0,150.8,15.06
10.51,2119.5,0,1.82,0.29,96.8,1,18.95,0,0,-8.69,0,150.8,15.06
10.61,2124,0,1.82,0.29,96.8,1,18.6,0,0,-8.69,0,150.8,15.06
10.71,2115,0,1.83,0.29,96.8,1,18.6,0,0,-8.69,0,150.8,15.06
10.82,2115.5,0,1.82,0.29,96.8,1,18.15,0,0,-8.69,0,150.8,15.06
10.93,2101.5,0,1.83,0.3,96.8,1,18.03,0,0,-8.84,0,150.8,15.06
11.03,2101.25,0,1.83,0.29,96.8,1,18.03,0,0,-8.84,0,150.8,15.06
11.14,2112.25,0,1.79,0.29,96.8,1,18.37,0,0.78,-8.98,0,150.8,15.06
11.25,2104.5,0,1.76,0.26,96.8,1,18.03,0,2.34,-8.84,0,150.8,15.06
11.35,2093.25,0,1.76,0.25,96.8,1,18.6,0,3.91,-9.13,0,150.8,15.06
11.46,2082.75,0,1.78,0.26,96.8,1,18.03,0,7.81,-9.13,0,150.8,15.06
11.56,2080.25,0,1.75,0.25,96.8,1,17.57,0,8.59,-9.13,0,150.8,15.06
11.66,2041.75,0,1.74,0.23,96.8,1,17.57,0,10.16,-9.27,0,150.8,15.06
11.77,2036.5,0,1.75,0.26,96.8,1,17.23,0,11.72,-9.27,0,150.8,15.06
11.87,2028,0,1.73,0.26,96.8,1,16.77,0,14.06,-9.27,0,150.8,15.06
11.97,1984,0,1.71,0.25,96.8,1,16.88,0,14.84,-9.42,0,150.8,15.06
12.07,1975.5,0,1.72,0.25,96.8,1,16.65,0,15.62,-9.42,0,150.8,15.06
12.17,1959.5,0,1.71,0.26,96.8,1,16.19,0,17.19,-9.42,0,150.8,15.06
12.27,1939.75,0,1.7,0.24,96.8,1,16.08,0,17.97,-9.42,0,150.8,15.06
12.37,1897.25,0,1.7,0.24,96.8,1,15.96,0,18.75,-9.42,0,150.8,15.06
12.47,1887.75,0,1.68,0.24,96.8,1,15.96,0,19.53,-9.42,0,150.8,15.06
12.58,1867,0,1.7,0.25,96.8,1,16.08,0,20.31,-9.42,0,150.8,15.06
12.68,1817.75,0,1.67,0.25,96.8,1,16.54,0,20.31,-9.27,0,150.8,15.06
12.78,1785.5,0,1.68,0.25,96.8,1,15.39,0,21.88,-9.13,0,150.8,15.06
12.88,1780.25,0,1.67,0.25,96.8,1,15.85,0,21.88,-9.27,0,150.8,15.06
12.98,1749.75,0,1.67,0.26,96.8,1,15.73,0,21.88,-9.13,0,150.8,15.06
13.09,1738.5,0,1.66,0.26,96.8,1,15.85,0,22.66,-9.13,0,150.8,15.06
13.20,1736.5,0,1.65,0.24,96.8,1,15.96,0,23.44,-8.98,0,150.8,15.06
13.31,1706,0,1.66,0.25,96.8,1,15.27,0,23.44,-8.98,0,150.8,15.29
13.41,1709,0,1.65,0.26,96.8,1,15.39,0,23.44,-8.98,0,150.8,15.29
13.52,1691.5,0,1.66,0.26,96.8,1,15.73,0.78,24.22,-8.98,0,150.8,15.29
13.63,1694.25,0,1.66,0.25,96.8,1,16.19,1.56,24.22,-8.84,0,150.8,15.29
13.74,1695,0,1.68,0.26,96.8,1,17.34,1.56,24.22,-8.98,0,150.8,15.29
13.84,1697.25,0,1.68,0.26,96.8,1,16.08,3.12,26.56,-8.98,0,150.8,15.29
13.94,1697.5,0,1.68,0.27,96.8,1,15.73,3.12,26.56,-8.84,0,150.8,15.29
14.04,1656.25,0,1.67,0.27,96.8,1,16.08,3.91,26.56,-8.98,0,150.8,15.29
14.14,1662.25,0,1.66,0.27,96.8,1,16.08,3.91,26.56,-8.98,0,150.8,15.29
14.25,1635.75,0,1.67,0.27,96.8,1,15.5,4.69,26.56,-8.84,0,150.8,15.29
14.35,1632,0,1.69,0.28,96.8,1,14.93,4.69,26.56,-8.69,0,150.8,15.29
14.45,1619.75,0,1.68,0.27,96.8,1,15.27,4.69,26.56,-8.69,0,150.8,15.29
14.55,1617,0,1.67,0.28,96.8,1,14.7,4.69,26.56,-8.84,0,150.8,15.29
14.65,1615,0,1.67,0.28,96.8,1,14.93,4.69,26.56,-8.84,0,150.8,15.29
14.76,1560.75,0,1.67,0.29,96.8,1,15.5,5.47,26.56,-8.55,0,150.8,15.29
14.86,1561.5,0,1.68,0.29,96.8,1,15.85,5.47,26.56,-8.69,0,150.8,15.29
14.97,1576.5,0,1.67,0.27,96.8,1,16.19,5.47,26.56,-8.69,0,150.8,15.29
15.08,1598.75,0,1.68,0.28,96.8,1,14.93,5.47,26.56,-8.4,0,150.8,15.29
15.19,1604.75,0,1.67,0.28,96.8,1,15.16,5.47,26.56,-8.55,0,150.8,15.29
15.29,1603,0,1.67,0.28,96.8,1,14.81,5.47,26.56,-8.55,0,150.8,15.29
15.40,1601,0,1.67,0.28,96.8,1,15.16,5.47,26.56,-8.55,0,150.8,15.29
15.50,1618,0,1.68,0.28,96.8,1,14.7,6.25,26.56,-8.69,0,150.8,15.29
15.61,1628.75,0,1.68,0.27,96.8,1,14.59,5.47,26.56,-8.69,0,150.8,15.29
15.71,1629,0,1.66,0.28,96.8,1,15.5,5.47,26.56,-8.69,0,150.8,15.29
15.81,1626.75,0,1.68,0.28,96.8,1,14.59,6.25,26.56,-8.55,0,150.8,15.29
15.92,1619.5,0,1.68,0.28,96.8,1,15.16,5.47,26.56,-8.55,0,150.8,15.29
16.03,1618.5,0,1.68,0.29,96.8,1,14.81,5.47,26.56,-8.55,0,150.8,15.29
16.14,1612.5,0,1.67,0.28,96.8,1,15.04,5.47,26.56,-8.55,0,150.8,15.29
16.24,1619.25,0,1.68,0.28,96.8,1,15.27,5.47,26.56,-8.55,0,150.8,15.29
16.35,1623.5,0,1.68,0.28,96.8,1,14.81,5.47,26.56,-8.69,0,150.8,15.29
16.46,1618,0,1.69,0.28,96.8,1,14.36,4.69,26.56,-8.55,0,150.8,15.29
16.56,1619.5,0,1.67,0.28,96.8,1,14.47,3.91,26.56,-8.69,0,150.8,15.29
16.66,1636.75,0,1.68,0.28,96.8,1,14.93,3.91,26.56,-8.69,0,150.8,15.29
16.76,1647,0,1.67,0.28,96.8,1,14.47,3.91,26.56,-8.69,0,150.8,15.29
16.86,1618.5,0,1.69,0.28,96.8,1,14.36,3.91,26.56,-8.69,0,150.8,15.29
16.96,1606.25,0,1.68,0.29,96.8,1,14.81,3.12,26.56,-8.55,0,150.8,15.29
17.06,1613.5,0,1.68,0.27,96.8,1,15.27,3.12,26.56,-8.69,0,150.8,15.29
17.16,1609.75,0,1.68,0.28,96.8,1,15.04,3.91,26.56,-8.69,0,152.6,15.29
17.26,1591.75,0,1.67,0.28,96.8,1,14.7,3.91,26.56,-8.55,0,152.6,15.29
17.37,1604.5,0,1.65,0.28,96.8,1,14.7,3.91,26.56,-8.55,0,152.6,15.29
17.48,1628.75,0,1.65,0.25,96.8,1,14.7,3.12,26.56,-8.69,0,152.6,15.29
17.58,1630.5,0,1.67,0.29,96.8,1,15.39,3.12,26.56,-8.55,0,152.6,15.29
17.69,1628,0,1.67,0.27,96.8,1,14.47,3.12,26.56,-8.55,0,152.6,15.29
17.80,1635.25,0,1.63,0.27,96.8,1,14.81,3.12,26.56,-8.55,0,152.6,15.29
17.91,1646,0,1.67,0.27,96.8,1,14.81,3.12,26.56,-8.55,0,152.6,15.29
18.02,1660,0,1.67,0.27,96.8,1,15.04,3.12,26.56,-8.69,0,152.6,15.29
18.12,1670.25,0,1.66,0.27,96.8,1,15.16,3.12,26.56,-8.69,0,152.6,15.29
18.23,1675.25,0,1.66,0.26,96.8,1,15.27,3.12,26.56,-8.69,0,152.6,15.29
18.34,1639.25,0,1.66,0.27,96.8,1,15.27,3.12,26.56,-8.84,0,152.6,15.29
18.45,1641,0,1.68,0.28,96.8,1,15.39,3.12,26.56,-8.69,0,152.6,15.29
18.55,1651.25,0,1.67,0.27,96.8,1,15.5,3.12,26.56,-8.69,0,152.6,15.29
18.66,1666.75,0,1.65,0.27,96.8,1,15.85,3.91,26.56,-8.84,0,152.6,15.29
18.76,1641.75,0,1.67,0.27,96.8,1,15.85,3.91,26.56,-8.69,0,152.6,15.29
18.86,1630.25,0,1.67,0.28,96.8,1,15.27,3.91,26.56,-8.84,0,152.6,15.29
18.96,1627.75,0,1.67,0.28,96.8,1,15.27,3.91,26.56,-8.69,0,152.6,15.29
19.07,1648,0,1.67,0.27,96.8,1,15.27,3.91,26.56,-8.84,0,152.6,15.29
19.18,1664.25,0,1.67,0.27,96.8,1,15.39,3.91,26.56,-8.69,0,152.6,15.29
19.28,1651.5,0,1.68,0.28,96.8,1,14.93,4.69,26.56,-8.84,0,152.6,15.29
19.38,1642,0,1.68,0.28,96.8,1,15.73,4.69,26.56,-8.84,0,152.6,15.29
19.49,1650.75,0,1.67,0.27,96.8,1,15.39,4.69,26.56,-8.69,0,152.6,15.29
19.59,1642.75,0,1.67,0.27,96.8,1,14.81,4.69,26.56,-8.69,0,152.6,15.29
19.70,1644,0,1.67,0.27,96.8,1,14.93,4.69,26.56,-8.84,0,152.6,15.29
19.80,1636.25,0,1.66,0.27,96.8,1,13.44,3.91,26.56,-8.69,0,152.6,15.29
19.91,1621.75,0,1.68,0.29,96.8,1,14.13,3.12,26.56,-8.69,0,152.6,15.29
20.01,1622.25,0,1.66,0.28,96.8,1,14.24,3.12,26.56,-8.69,0,152.6,15.29
20.11,1634.5,0,1.67,0.27,96.8,1,15.16,2.34,26.56,-8.55,0,152.6,15.29
20.22,1629.25,0,1.67,0.28,96.8,1,15.16,3.12,26.56,-8.69,0,152.6,15.29
20.32,1635.5,0,1.68,0.27,96.8,1,15.04,2.34,26.56,-8.69,0,152.6,15.29
20.42,1640.25,0,1.67,0.28,96.8,1,15.16,2.34,26.56,-8.69,0,152.6,15.29
20.52,1643.75,0,1.66,0.27,96.8,1,15.04,3.12,26.56,-8.69,0,152.6,15.29
20.62,1659,0,1.65,0.26,96.8,1,15.39,3.12,26.56,-8.69,0,152.6,15.29
20.72,1657.75,0,1.67,0.27,96.8,1,15.27,3.12,26.56,-8.84,0,152.6,15.29
20.82,1653.75,0,1.66,0.27,96.8,1,14.81,3.12,26.56,-8.69,0,152.6,15.29
20.93,1662.25,0,1.67,0.25,96.8,1,14.59,3.12,26.56,-8.84,0,152.6,15.29
21.04,1652.25,0,1.69,0.27,96.8,1,14.81,3.12,26.56,-8.84,0,152.6,15.29
21.15,1664.75,0,1.67,0.27,96.8,1,14.93,3.12,26.56,-8.69,0,152.6,15.29
21.25,1629,0,1.68,0.28,96.8,1,14.59,3.12,26.56,-8.69,0,152.6,15.29
21.36,1630.5,0,1.67,0.28,96.8,1,14.81,3.12,26.56,-8.69,0,152.6,15.29
21.46,1624,0,1.66,0.27,96.8,1,15.96,3.12,26.56,-8.69,0,152.6,15.29
21.56,1619,0,1.66,0.28,96.8,1,15.85,3.91,26.56,-8.84,0,152.6,15.29
21.66,1625.5,0,1.67,0.28,96.8,1,15.16,3.91,26.56,-8.84,0,152.6,15.29
21.77,1604.5,0,1.67,0.28,96.8,1,15.5,3.91,26.56,-8.69,0,152.6,15.29
21.87,1584,0,1.67,0.28,96.8,1,14.7,3.91,26.56,-8.69,0,152.6,15.29
21.98,1623,0,1.68,0.29,96.8,1,15.73,3.91,26.56,-8.69,0,152.6,15.29
22.09,1615.25,0,1.66,0.28,96.8,1,14.93,4.69,26.56,-8.55,0,152.6,15.29
22.19,1633.75,0,1.69,0.28,96.8,1,15.39,4.69,26.56,-8.69,0,152.6,15.29
22.30,1633.25,0,1.68,0.28,96.8,1,15.04,4.69,26.56,-8.55,0,152.6,15.29
22.40,1645.25,0,1.68,0.28,96.8,1,15.39,4.69,26.56,-8.69,0,152.6,15.29
22.51,1652.5,0,1.67,0.27,96.8,1,14.7,4.69,26.56,-8.55,0,152.6,15.29
22.62,1661.25,0,1.66,0.27,96.8,1,15.04,4.69,26.56,-8.69,0,152.6,15.29
22.72,1643,0,1.67,0.27,96.8,1,14.93,4.69,26.56,-8.55,0,152.6,15.29
22.83,1639.75,0,1.69,0.27,96.8,1,14.81,4.69,26.56,-8.55,0,152.6,15.29
22.93,1625.25,0,1.67,0.28,96.8,1,14.81,3.91,26.56,-8.55,0,152.6,15.29
23.04,1638.75,0,1.68,0.28,96.8,1,15.5,3.91,26.56,-8.69,0,152.6,15.29
23.14,1644.5,0,1.66,0.27,96.8,1,15.73,4.69,26.56,-8.69,0,152.6,15.29
23.24,1652.75,0,1.66,0.27,96.8,1,14.7,4.69,26.56,-8.69,0,152.6,15.29
23.34,1646.25,0,1.68,0.27,96.8,1,15.04,4.69,26.56,-8.69,0,152.6,15.29
23.45,1636,0,1.67,0.27,96.8,1,14.81,4.69,26.56,-8.84,0,152.6,15.29
23.56,1652,0,1.66,0.27,96.8,1,15.62,4.69,26.56,-8.84,0,152.6,15.29
23.66,1663.25,0,1.68,0.27,96.8,1,15.27,4.69,26.56,-8.84,0,152.6,15.29
23.76,1663.75,0,1.68,0.28,96.8,1,15.85,4.69,26.56,-8.69,0,152.6,15.29
23.86,1662,0,1.65,0.26,96.8,1,15.62,5.47,26.56,-8.84,0,152.6,15.29
23.97,1630.25,0,1.68,0.28,96.8,1,14.59,5.47,26.56,-8.69,0,152.6,15.29
24.08,1615.25,0,1.67,0.28,96.8,1,15.04,5.47,26.56,-8.69,0,152.6,15.29
24.19,1618.25,0,1.67,0.28,96.8,1,14.93,5.47,26.56,-8.69,0,152.6,15.29
24.29,1604.5,0,1.68,0.26,96.8,1,14.81,5.47,26.56,-8.69,0,152.6,15.29
24.39,1593.75,0,1.67,0.28,96.8,1,14.59,5.47,26.56,-8.55,0,152.6,15.29
24.50,1605,0,1.68,0.28,96.8,1,14.81,4.69,26.56,-8.55,0,152.6,15.29
24.61,1618.5,0,1.67,0.29,96.8,1,14.93,4.69,26.56,-8.69,0,152.6,15.29
24.72,1612,0,1.69,0.29,96.8,1,14.59,4.69,26.56,-8.55,0,152.6,15.29
24.82,1616.25,0,1.68,0.29,96.8,1,15.27,4.69,26.56,-8.69,0,152.6,15.29
24.92,1610,0,1.68,0.28,96.8,1,15.04,4.69,26.56,-8.55,0,152.6,15.29
25.03,1611.25,0,1.67,0.29,96.8,1,14.59,4.69,26.56,-8.69,0,152.6,15.29
25.14,1617,0,1.67,0.29,96.8,1,14.93,4.69,26.56,-8.69,0,152.6,15.29
25.24,1614.25,0,1.67,0.27,96.8,1,14.47,4.69,26.56,-8.69,0,152.6,15.29
25.34,1628.5,0,1.68,0.28,96.8,1,14.13,3.91,26.56,-8.69,0,152.6,15.29
25.45,1643.25,0,1.68,0.28,96.8,1,14.24,3.12,26.56,-8.69,0,152.6,15.29
25.56,1644.25,0,1.67,0.28,96.8,1,15.39,3.91,26.56,-8.55,0,152.6,15.29
25.66,1623,0,1.67,0.26,96.8,1,14.7,3.12,26.56,-8.69,0,152.6,15.29
25.76,1628,0,1.68,0.28,96.8,1,14.59,3.91,26.56,-8.69,0,152.6,15.29
25.86,1622.25,0,1.68,0.29,96.8,1,15.16,3.12,26.56,-8.55,0,152.6,15.29
25.96,1639,0,1.68,0.28,96.8,1,15.39,3.91,26.56,-8.69,0,152.6,15.29
26.06,1658,0,1.67,0.27,96.8,1,15.27,3.91,26.56,-8.55,0,152.6,15.29
26.17,1669.75,0,1.68,0.26,96.8,1,15.39,3.91,26.56,-8.55,0,152.6,15.29
26.28,1670.5,0,1.68,0.27,96.8,1,14.7,3.91,26.56,-8.84,0,152.6,15.29
26.39,1659,0,1.66,0.28,96.8,1,14.59,3.12,26.56,-8.69,0,152.6,15.29
26.49,1654.5,0,1.68,0.28,96.8,1,15.5,3.91,26.56,-8.69,0,152.6,15.29
26.59,1634.75,0,1.67,0.28,96.8,1,15.5,3.12,26.56,-8.84,0,152.6,15.29
26.70,1655.25,0,1.69,0.27,96.8,1,15.39,3.91,26.56,-8.84,0,152.6,15.29
26.81,1669.75,0,1.65,0.26,96.8,1,14.93,3.91,26.56,-8.69,0,152.6,15.29
26.91,1652,0,1.67,0.26,96.8,1,15.73,3.91,26.56,-8.69,0,152.6,15.29
27.02,1657.75,0,1.68,0.28,96.8,1,15.16,3.91,26.56,-8.84,0,152.6,15.29
27.12,1641.5,0,1.68,0.27,96.8,1,14.7,4.69,26.56,-8.84,0,152.6,15.29
27.22,1650.25,0,1.68,0.27,96.8,1,14.93,3.91,26.56,-8.84,0,152.6,15.29
27.32,1676.5,0,1.65,0.28,96.8,1,15.39,4.69,26.56,-8.69,0,152.6,15.29
27.42,1663.5,0,1.67,0.27,96.8,1,15.5,4.69,26.56,-8.84,0,152.6,15.29
27.53,1669.5,0,1.67,0.27,96.8,1,14.59,4.69,26.56,-8.84,0,152.6,15.29
27.63,1663.5,0,1.67,0.26,96.8,1,14.59,4.69,26.56,-8.84,0,152.6,15.29
27.74,1646.25,0,1.68,0.28,96.8,1,14.7,3.91,26.56,-8.69,0,152.6,15.29
27.85,1647.75,0,1.69,0.28,96.8,1,15.04,3.91,26.56,-8.84,0,152.6,15.29
27.95,1641.75,0,1.67,0.27,96.8,1,15.39,4.69,26.56,-8.69,0,152.6,15.29
28.05,1638.75,0,1.68,0.27,96.8,1,14.7,3.91,26.56,-8.84,0,154.4,15.29
28.16,1617,0,1.66,0.27,96.8,1,14.59,4.69,26.56,-8.84,0,154.4,15.29
28.26,1658.75,0,1.66,0.26,96.8,1,15.39,3.91,26.56,-8.69,0,154.4,15.29
28.36,1663.75,0,1.68,0.26,96.8,1,14.59,4.69,26.56,-8.69,0,154.4,15.29
28.46,1660,0,1.67,0.27,96.8,1,14.7,4.69,26.56,-8.84,0,154.4,15.29
28.56,1664,0,1.66,0.27,96.8,1,15.39,4.69,26.56,-8.84,0,154.4,15.29
28.66,1637.5,0,1.68,0.27,96.8,1,16.42,3.91,26.56,-8.84,0,154.4,15.29
28.76,1656.75,0,1.67,0.27,96.8,1,15.5,4.69,26.56,-8.84,0,154.4,15.29
28.87,1665.5,0,1.66,0.27,96.8,1,14.81,4.69,26.56,-8.84,0,154.4,15.29
28.97,1651.75,0,1.68,0.28,96.8,1,14.59,4.69,26.56,-8.69,0,154.4,15.29
29.08,1647.75,0,1.67,0.27,96.8,1,15.27,4.69,26.56,-8.84,0,154.4,15.29
29.19,1662,0,1.67,0.27,96.8,1,14.59,3.91,26.56,-8.69,0,154.4,15.29
29.29,1642.25,0,1.67,0.27,96.8,1,15.04,3.91,26.56,-8.84,0,154.4,15.29
29.39,1636,0,1.67,0.27,96.8,1,15.16,4.69,26.56,-8.84,0,154.4,15.29
29.49,1631.25,0,1.67,0.29,96.8,1,15.04,4.69,26.56,-8.69,0,154.4,15.29
